scope,mean_regime_consistency,mean_interpretability_consistency,mean_tool_consistency,mean_top_beta_consistency,mean_top_b_consistency,mean_reading_mode_consistency
all_series,0.907694768836986,0.7405215165573508,0.8342665173572228,0.77251639737642,0.762917933130699,0.7370020796672531
