variant,window,regime_consistency,interpretability_consistency,tool_consistency,top_beta_consistency,top_b_consistency
adj_unsmoothed,24,0.8201887697968325,0.6490161574148137,0.7467605183170692,0.7725163973764198,0.7629179331306991
