series_code,series_name,variant,n_obs,var_omega,acf1,acf2,window,lags,no_model_share,mean_cond,median_cond,sign_stability_x,sign_stability_lag1,mean_r2
08.9,"Добыча полезных ископаемых, н",adj_smoothed,156.0,0.003934642545507662,0.91966941699539,0.7114663085208867,24,3,0.0,43.731343450390284,37.02997394744869,1.0,1.0,0.9394104948379113
08.9,"Добыча полезных ископаемых, н",adj_unsmoothed,156.0,0.08393277783187894,0.29842290672958405,0.3766567996369266,24,3,0.0,2.1123598560069783,2.0908795892086105,1.0,0.5112781954887218,0.5912534747236126
08.9,"Добыча полезных ископаемых, н",raw,156.0,0.12361787631971155,0.34338222048866157,0.30984712286275695,24,3,0.0,2.0040541547949884,1.986063769298816,1.0,0.5037593984962406,0.5245180246087229
09,Предоставление услуг в области,adj_smoothed,156.0,0.00033245856728112913,0.9984160632002924,0.9943464647978121,24,3,0.0,71.1028269691599,60.23799266499173,1.0,1.0,0.950917026054025
09,Предоставление услуг в области,adj_unsmoothed,156.0,0.002494727625626735,0.986747894936802,0.9798526322260254,24,3,0.0,4.233925331520863,3.2729511135605036,0.924812030075188,0.6992481203007519,0.30024111543258303
09,Предоставление услуг в области,raw,156.0,0.021595537251985986,0.8307163018862129,0.8038672617041751,24,3,0.0,1.8405563701152634,1.5438556555985865,1.0,0.706766917293233,0.5071773168282537
10,Производство пищевых продуктов,adj_smoothed,156.0,2.4939282011141466e-05,0.9987508889189138,0.9957945136983791,24,3,0.0,77.89646254725454,68.41331828879719,1.0,1.0,0.936128827570218
10,Производство пищевых продуктов,adj_unsmoothed,156.0,0.0006355718010955665,0.9700262517413992,0.9720541326260819,24,3,0.0,2.495300749332545,2.3922068806915933,1.0,0.8345864661654135,0.5499577374160609
10,Производство пищевых продуктов,raw,156.0,0.00394116677527277,0.8768205534851611,0.7277515342661597,24,3,0.0,3.554244573336819,3.4773672314852475,0.9323308270676691,0.9774436090225563,0.3661439209928082
11,Производство напитков,adj_smoothed,156.0,0.00018921050775173891,0.9924804508356206,0.9751631613390456,24,3,0.0,39.40441099830963,35.706601903655226,1.0,1.0,0.9432862085981152
11,Производство напитков,adj_unsmoothed,156.0,0.0018810716757567902,0.930747647553088,0.8884732837121742,24,3,0.0,2.469729183601538,2.269345236164198,1.0,0.8120300751879699,0.4309359277272222
11,Производство напитков,raw,156.0,0.023449689240678435,0.7395435042666799,0.43140032379019055,24,3,0.0,3.8850249840820026,3.6613294511878007,0.8796992481203008,0.9924812030075187,0.45560032197230615
12,Производство табачных изделий,adj_smoothed,156.0,0.001479960871761819,0.98665327212672,0.9525027647821016,24,3,0.0,48.20471449912088,41.96300337736297,1.0,1.0,0.9523621264091948
12,Производство табачных изделий,adj_unsmoothed,156.0,0.01934715710657503,0.8468081243940181,0.830137481290844,24,3,0.0,1.9654964399521657,1.8945349006610597,1.0,0.5714285714285714,0.4914932948833842
12,Производство табачных изделий,raw,156.0,0.051647112195205055,0.684722833576923,0.5725702792712282,24,3,0.0,2.068026896094625,1.9423191490708278,1.0,0.5639097744360902,0.455532026180042
13,Производство текстильных издели,adj_smoothed,156.0,0.00018636909636237563,0.9979844413629247,0.9927101589975825,24,3,0.0,75.56866221431686,63.501520991634216,1.0,1.0,0.9504324420546224
13,Производство текстильных издели,adj_unsmoothed,156.0,0.0034905651142215256,0.9588866344314688,0.9595878859165698,24,3,0.0,2.570430459737037,2.0860830265590398,1.0,0.8195488721804511,0.5845500705861293
13,Производство текстильных издели,raw,156.0,0.006600009234977976,0.9367718424914108,0.8919269043629025,24,3,0.0,2.884404492271908,2.412432350930578,0.9849624060150376,0.8195488721804511,0.4692231571528311
14,Производство одежды,adj_smoothed,156.0,0.00039275818212410393,0.9929928220939939,0.9758410993012618,24,3,0.0,60.50666730796628,56.99922801265379,1.0,1.0,0.9462794479629058
14,Производство одежды,adj_unsmoothed,156.0,0.006819264939741963,0.8979930920325373,0.877173466546403,24,3,0.0,2.6346836719037046,2.261107404256546,0.9924812030075187,0.5338345864661654,0.4564140477623182
14,Производство одежды,raw,156.0,0.011050935039751634,0.8400367782365128,0.764318307251112,24,3,0.0,2.184712775313716,2.1010501119941094,1.0,0.6240601503759399,0.454278381338984
15,Производство кожи и изделий из,adj_smoothed,156.0,0.0004885785671181494,0.9773046612769223,0.9180505794530324,24,3,0.0,89.84919015146295,78.27417426079931,1.0,1.0,0.9479406066171232
15,Производство кожи и изделий из,adj_unsmoothed,156.0,0.00870892189366146,0.7148732942778856,0.6562377931898021,24,3,0.0,2.735055701380248,2.3962292250051167,1.0,0.8947368421052632,0.5122688750557378
15,Производство кожи и изделий из,raw,156.0,0.019179855035215704,0.509609287738267,0.2771057387357657,24,3,0.0,1.8494683352832346,1.7535190691848186,1.0,0.7669172932330827,0.47087651026567456
16,Обработка древесины и производс,adj_smoothed,156.0,0.00017892327625350512,0.9944359116172004,0.9794333636044488,24,3,0.0,81.93132670356742,70.6892314970686,1.0,1.0,0.9631821886298113
16,Обработка древесины и производс,adj_unsmoothed,156.0,0.0024841636495460174,0.9315467829189733,0.9248745579150874,24,3,0.0,2.7360685531765943,2.457643396262321,1.0,0.8571428571428571,0.49334340947171257
16,Обработка древесины и производс,raw,156.0,0.006469967178163664,0.8533965070883238,0.7910767759722649,24,3,0.0,2.2985211702762136,2.058603875596481,1.0,0.7669172932330827,0.384964814898302
