start,end,no_model,cond,B_X_n,B_Lag_1,Beta_X_n,Beta_Lag_1,R2,series_code,series_name,variant,window,lags
50,74,False,1.5852429219336384,-0.007925793008314082,-0.0026141786482731257,-0.7016355111399233,-0.23918842960475836,0.5199641500558189,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
51,75,False,1.342096567372841,-0.007152852432409642,-0.0008277199483124806,-0.6498328685734469,-0.07332916029149891,0.4361754243030759,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
52,76,False,1.3436206695689943,-0.00639638217697258,-0.00034987007604008326,-0.5932454209875488,-0.031615127808184845,0.3688026413196992,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
53,77,False,1.4080312543260969,-0.006544423415311575,-0.0005204101242842008,-0.633256170112352,-0.04662303224172687,0.4419062279481373,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
54,78,False,1.444911070723061,-0.006286879029069573,-0.0010596010155780795,-0.5885866352887983,-0.10375978256602542,0.41296397779637517,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
55,79,False,1.459284044482474,-0.007069571995748705,-0.0031631210645207733,-0.628346304343337,-0.2729390677193594,0.5559180325912833,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
56,80,False,1.6208104338522789,-0.0064962212229271845,-0.003979550289701254,-0.5606488924188612,-0.3542010974469063,0.484425188291434,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
57,81,False,1.8134568243108284,-0.004622717409880883,-0.0018342298832185913,-0.48833858723764834,-0.174264035180544,0.31144389707226106,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
58,82,False,1.935219062983561,-0.004897191625602605,-0.0025663725196194563,-0.4951291113023204,-0.24646050341811276,0.42641925021464067,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
59,83,False,1.8688946909906077,-0.0058958851275928105,-0.0003126311723379029,-0.5606699037594096,-0.02926170963914304,0.3974395531786663,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
60,84,False,1.8572390799829763,-0.005075557011848369,-0.0015929233832467622,-0.5019522042908283,-0.15128917431819267,0.4233706153915522,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
61,85,False,1.8739820610447995,-0.0060725179998824316,-0.002339901717767919,-0.5844734983004767,-0.20358258653641675,0.5333462469375694,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
62,86,False,1.835549993103024,-0.006169470106350071,-0.0027569826226905205,-0.6015657150330103,-0.26494402712985277,0.5494014278771329,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
63,87,False,1.865245215930653,-0.006229765075682394,-0.001704257424849491,-0.6071317697332179,-0.16580684248478067,0.45330881194808514,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
64,88,False,1.5608873480747067,-0.002424161357375965,-0.003325875142512403,-0.1735619685766462,-0.2346915440907728,0.3769584118433954,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
65,89,False,1.6006475935449247,-0.006079629662821785,-0.003457888149636887,-0.5420097321834497,-0.18859175002294074,0.6027810450744562,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
66,90,False,1.7379579876416071,-0.0065509763455212575,0.0025029092728328164,-0.5837545086889355,0.2172888508190517,0.4879392725662022,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
67,91,False,1.9376096986861593,-0.0065840171776796455,0.002690585093440707,-0.6626272973208776,0.24090327721724,0.49369948483873793,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
68,92,False,2.2318944012421036,-0.006717643105567673,0.0031543744634991424,-0.7118413557818252,0.3116446457265789,0.50107809551344,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
69,93,False,2.3609588326005055,-0.006128782305916907,0.002206767593012961,-0.6356285953279793,0.22527258733919064,0.44156210476264124,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
70,94,False,2.4302242759268062,-0.006416908479171731,0.002223537667798576,-0.6602955563918516,0.2296828940463883,0.44292832075184563,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
71,95,False,2.4351560433400947,-0.0063898437259286055,0.002455531503020444,-0.6418465987082506,0.2478362404283781,0.45939328262129586,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
72,96,False,2.292893960125149,-0.006402777408116667,0.0024454174355986198,-0.6616234353015037,0.24510088828163165,0.46301295599864,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
73,97,False,2.2557024350132355,-0.006412846657350768,0.0022743793189678625,-0.6655826977415038,0.2345580752121542,0.4631074758222369,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
74,98,False,2.2956378968640485,-0.0066615482067759685,0.002594848048414225,-0.682424910313059,0.26585708861564517,0.4832178823707364,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
75,99,False,2.3141089324626227,-0.0064603434351426904,0.002641751258634495,-0.6743631277957609,0.26980980321259523,0.5010289384225728,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
76,100,False,2.2372914089199636,-0.007000671506821261,0.0032904564885191992,-0.7242062493307831,0.3433957003214677,0.5493208990171738,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
77,101,False,2.2181376617617334,-0.007308358662357059,0.0032101843410294846,-0.7398372067833543,0.3316662644991658,0.5602917666320086,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
78,102,False,2.181408347177672,-0.006973365271329633,0.0036351536309692277,-0.7023881754236025,0.37532603332265824,0.5556292244668193,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
79,103,False,2.177856476151275,-0.006884680459285081,0.0034732277666310154,-0.704649332569194,0.352518941771596,0.5512908523195635,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
80,104,False,2.1912549478597585,-0.00746557997058307,0.004385258615314741,-0.7489860260530963,0.4484076132558602,0.628289374546871,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
81,105,False,2.2386927995694057,-0.007388036339714161,0.0042697887109443295,-0.7320076903755658,0.4433974829159366,0.5930511795174175,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
82,106,False,2.3888920134872453,-0.007709396359974052,0.005518213478106675,-0.7731819213041005,0.5457251512226516,0.6143398178328907,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
83,107,False,2.420681459487858,-0.007935799387429384,0.005446360924194789,-0.8097591209971666,0.5363677167127814,0.6185442758079114,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
84,108,False,2.4780932225967556,-0.007775559582230414,0.004572418187475587,-0.9328805118315572,0.5485087213089374,0.6915577422350372,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
85,109,False,2.987925894143835,-0.005935368232828577,0.003963997679901833,-0.7688798627361733,0.636887675114843,0.4993476737011353,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
86,110,False,2.967867362214234,-0.005841845925425669,0.0010306576199153308,-0.778287680666714,0.14234264192509155,0.46264885232467123,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
87,111,False,2.7964746622767738,-0.007593250708254579,0.0014505338023478064,-0.8453820921550387,0.19252034142415791,0.6589087788212524,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
88,112,False,2.575137117446613,-0.009432253591248942,0.0011972338530026325,-0.8168246494033194,0.13922792114983107,0.6700370894541408,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
89,113,False,2.0917645204804463,-0.007759580839336845,0.002368411246404625,-0.6824432765295901,0.23735958746834318,0.5327087020101285,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
90,114,False,1.5381875397430003,-0.005550584554175428,0.00368038181324753,-0.4800320424078539,0.30280134589305985,0.34596506799993754,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
91,115,False,1.5633534415587886,-0.006086575948592713,0.0031808697007926334,-0.6786467764614521,0.25798503889400615,0.4379625487665285,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
92,116,False,1.622783147398321,-0.006005573014119579,0.0024096597364601357,-0.6566185821334323,0.2674535068585826,0.4420380172571877,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
93,117,False,1.6975031282654125,-0.0056273746084174745,0.0029566636801123865,-0.6467334692026134,0.3368098279611643,0.4975328475851317,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
94,118,False,1.8400524766324167,-0.0044847730273908735,0.002314461730806022,-0.5085754262184599,0.2721390913200918,0.5210218504084987,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
95,119,False,1.979845564260114,-0.005184273433344953,0.0014272661640895995,-0.5738837766329246,0.14630148702120435,0.579340292028351,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
96,120,False,1.8254577683027218,-0.005780899693673286,0.0020914839430445403,-0.6084227185886604,0.2164233377081002,0.6440715915401911,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
97,121,False,1.8335159785205781,-0.005780277203992588,0.0016475426814646149,-0.6088065700663695,0.17348156706392703,0.6329049851051092,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
98,122,False,1.6363480321241404,-0.006652884639819041,0.0016757654876599195,-0.6703048453012224,0.17230656508063977,0.527875208403719,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
99,123,False,1.460100686917111,-0.007303260980012161,0.001762447219590596,-0.7293527298920532,0.17108490152659184,0.556921034199497,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
100,124,False,1.3653156579757935,-0.007307091800740584,0.001665711569765088,-0.7142248110410632,0.16731851567374662,0.5512939244312958,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
101,125,False,1.2996830361522722,-0.00741910921163293,0.0014673888313410186,-0.7182289782524729,0.1424527005612664,0.5420042335233177,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
102,126,False,1.3082704491300061,-0.00726390677317992,0.0014805677991193069,-0.7124659281889024,0.14442269065734267,0.5389737062165061,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
103,127,False,1.2841499347737526,-0.0072309974302206355,0.00118614488380716,-0.7214467337355437,0.11819045981900864,0.5320959481965253,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
104,128,False,1.2630566268572103,-0.0079070739166921,0.0014566675785389232,-0.7636105306972932,0.14360504069547306,0.6055910365586004,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
105,129,False,1.3120749443145958,-0.008693454853790632,0.0005999790044439604,-0.7931708420534698,0.05768974661580495,0.6311394851535083,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
106,130,False,1.4214949353744326,-0.008052473501105347,0.0007109637184362829,-0.7152465368586941,0.06487902182737343,0.5405807069865866,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
107,131,False,1.3481171056429133,-0.0085285760471563,0.0004778857245553536,-0.7559879554686476,0.03924456019921785,0.5993717885256455,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
108,132,False,1.3568254719762325,-0.008595629032949208,0.0009903981663620031,-0.7514924757305144,0.08580255446608326,0.6281748866513788,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
109,133,False,1.3761042958501135,-0.008862351810113842,0.0009928227251655725,-0.7783330708857411,0.08599404696305438,0.6495486599700189,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
110,134,False,1.4582256605530959,-0.009540507907117019,0.00015922420600169044,-0.8772689015008426,0.014720436442473728,0.7847359763026944,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
111,135,False,1.671475857475415,-0.011889078646096146,-0.0008598118313307185,-0.9114141817862873,-0.08522727664552948,0.8014765602657238,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
112,136,False,1.9164450013703678,-0.012102863813486563,-0.0016818979758707045,-0.9279909207461223,-0.12705431472936324,0.8124023978249075,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
113,137,False,2.231629451384239,-0.011981276625193982,-0.0016948169915617052,-0.9214422222516815,-0.12991850101717828,0.8099062229856281,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
114,138,False,2.479639328117924,-0.01238977331546332,-0.0024942531883623987,-0.9825918194057706,-0.19795117273553953,0.8290984394642802,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
115,139,False,2.932868464412157,-0.013014507703065059,-0.0029160398342159147,-1.0086981638970982,-0.2611123592738613,0.7808851221789743,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
116,140,False,3.0018216035512046,-0.013141837681057254,-0.004861841225275104,-1.0055228608028424,-0.4109361319700042,0.7645774215629532,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
117,141,False,2.9157919208672545,-0.013728912281789156,-0.00502747618384366,-1.0224063273913777,-0.3773222073246312,0.7825963138511729,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
118,142,False,2.680865434557637,-0.013052678096911874,-0.004124604403634326,-1.017678905609425,-0.31791952363673626,0.8036032093755704,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
119,143,False,2.867819514290296,-0.011750759558396802,-0.003406335391655777,-0.9349999104470841,-0.2910781630921174,0.797358222070268,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
120,144,False,2.8452105124840315,-0.012007737481997868,-0.0033228470873922383,-0.9172512089274248,-0.2656109979142901,0.798859258126795,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
121,145,False,2.7544340416964572,-0.011582062047330848,-0.0029768757895219703,-0.8988439088644062,-0.2304525532189281,0.7805996168536651,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
122,146,False,2.6106323228957558,-0.011435761866551314,-0.002873654389654094,-0.8778266726377781,-0.22018014243100947,0.7857749124812727,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
123,147,False,2.5691790885350856,-0.011675249287589949,-0.0040168527562275454,-0.8978822227562839,-0.3098660468467204,0.7239804675805728,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
124,148,False,2.5127776266979933,-0.010995270887349588,-0.003343916234388679,-0.8848247376204268,-0.24669852195963204,0.7368453435753464,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
125,149,False,2.2829617776038083,-0.01025559487992552,-0.0016402803832523325,-0.8273098362239002,-0.1326399603740966,0.7061239272654483,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
126,150,False,1.9466631970190258,-0.008280241371979784,0.0015574538992180996,-0.6048658498458014,0.1139232991129544,0.6003593694827314,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
127,151,False,1.4661230583305989,-0.007079126227980609,0.001857038020910965,-0.7124546209625611,0.15254730855984022,0.5344976058634352,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
128,152,False,1.579841333322541,-0.006566667605844547,0.0029896718575826886,-0.6926672624994523,0.3172593090940234,0.46138555725586383,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
129,153,False,1.773482446756239,-0.00677083560564587,0.001617021912758041,-0.766051444285444,0.16827684219393194,0.4562319006139419,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
130,154,False,1.8158381219617596,-0.006808910764291987,0.0016190530191255098,-0.7565542618210638,0.18178922271461118,0.47259539901913217,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
131,155,False,1.8576868319445217,-0.00688465283096534,0.0013893901444298586,-0.7987343310510759,0.157373023785854,0.4881014369758323,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
132,156,False,1.9648394367651574,-0.006772919912938935,0.0015687133599735312,-0.7688385934521409,0.1861274479271992,0.43923231423891496,08,Добыча прочих полезных ископаем,adj_unsmoothed,24,3
0,24,False,5.227414892752337,-0.001605836719784663,-0.0014532199778500366,-0.21771995415709433,-0.20637109093704947,0.4191318269438621,08,Добыча прочих полезных ископаем,raw,24,3
1,25,False,4.9325866525116515,-0.002169312209618137,-0.0013356108113857705,-0.27444767481140575,-0.17478180246504574,0.4994837151850189,08,Добыча прочих полезных ископаем,raw,24,3
2,26,False,4.550464775724417,-0.0006730294181077324,-0.0024221848424554014,-0.08821912694883188,-0.32146401182086587,0.4003888496169692,08,Добыча прочих полезных ископаем,raw,24,3
3,27,False,4.623039339446552,-0.0018139619966376606,-0.0019825637763363543,-0.25086225565315734,-0.25232278905008176,0.38474880949821655,08,Добыча прочих полезных ископаем,raw,24,3
4,28,False,4.777150907786341,-0.002523985505723532,-0.0015981485558687603,-0.35447835399880717,-0.2262140138314535,0.38213569897110233,08,Добыча прочих полезных ископаем,raw,24,3
5,29,False,4.784592037761573,-0.002130067665594799,-0.0018962003700212318,-0.27887340889566303,-0.2686832332985578,0.37932504247955645,08,Добыча прочих полезных ископаем,raw,24,3
6,30,False,4.5868575944594046,-0.0017907535749577717,-0.002741659114777691,-0.22437447169469177,-0.3576825188785581,0.413769953020394,08,Добыча прочих полезных ископаем,raw,24,3
7,31,False,4.509428419331167,-0.0011196295062561377,-0.003350894377413904,-0.12615980225917822,-0.39915676090032154,0.33651647072810775,08,Добыча прочих полезных ископаем,raw,24,3
8,32,False,4.383922814415917,0.0003888686214387374,-0.0044238281902712305,0.048688745445813614,-0.5069895601981851,0.2588895858628911,08,Добыча прочих полезных ископаем,raw,24,3
9,33,False,4.533302517038155,0.0006259916642407234,-0.004331912303484232,0.09638251136150627,-0.5682856599786024,0.22305733302328745,08,Добыча прочих полезных ископаем,raw,24,3
10,34,False,5.430409444202173,0.0016132280345891876,-0.004220514046295015,0.2743659956302143,-0.6529504013162484,0.20431449333530927,08,Добыча прочих полезных ископаем,raw,24,3
11,35,False,6.4306974738689044,-0.00040276758834606767,-0.0028414621621460495,-0.06167901591636049,-0.3727049999458004,0.35897670044706187,08,Добыча прочих полезных ископаем,raw,24,3
12,36,False,5.986674054549345,-0.0017181426108526642,-0.0007330703693252854,-0.25916290588515156,-0.11282035143041469,0.332834402178774,08,Добыча прочих полезных ископаем,raw,24,3
13,37,False,5.01903588485165,-0.0018695086205560386,-0.00043535335233721266,-0.27564619866491713,-0.06360599814197632,0.45227648930014186,08,Добыча прочих полезных ископаем,raw,24,3
14,38,False,3.716203510210617,-0.0021284972199525354,0.00019389828706160113,-0.3265498920630206,0.028547880367152,0.4302696405915728,08,Добыча прочих полезных ископаем,raw,24,3
15,39,False,3.8169780628194596,-0.0017739513583169024,6.981051767158183e-05,-0.2922703147749482,0.011185911142800153,0.435659144498575,08,Добыча прочих полезных ископаем,raw,24,3
16,40,False,4.054603053173671,-0.0022431307101179235,0.0005979894267435799,-0.3712833385077296,0.09892294542908497,0.37841627352843854,08,Добыча прочих полезных ископаем,raw,24,3
17,41,False,4.1946420941119555,-0.0017948768880530425,0.0007610861191148003,-0.2956728501383894,0.12663170359713322,0.4088414105919804,08,Добыча прочих полезных ископаем,raw,24,3
18,42,False,4.1468417823034835,-0.0018948806623550413,0.0006473806209227172,-0.302841036669335,0.10359720538503414,0.4294535771493292,08,Добыча прочих полезных ископаем,raw,24,3
19,43,False,4.1882589221497275,-0.0018314106763972237,0.0006302371838370815,-0.2935117253958065,0.1009259397952717,0.42583433724040687,08,Добыча прочих полезных ископаем,raw,24,3
20,44,False,4.183734954872807,-0.0017208739671349537,0.0008713003770643574,-0.2702894621758655,0.13499718115865483,0.41203996936496956,08,Добыча прочих полезных ископаем,raw,24,3
21,45,False,4.171698806585586,-0.0014322973059717615,0.0005926991630580498,-0.24764320995894118,0.09597362575584528,0.40703566878662756,08,Добыча прочих полезных ископаем,raw,24,3
22,46,False,4.425881697528772,-0.0019829579850695377,0.0010265858190844912,-0.372322999749906,0.182484904828923,0.46276574378873236,08,Добыча прочих полезных ископаем,raw,24,3
23,47,False,4.725659635185499,-0.0015518089620396856,0.0007323704051021525,-0.2724650025049593,0.1297756551256639,0.5102941525673431,08,Добыча прочих полезных ископаем,raw,24,3
24,48,False,4.825037536616871,-0.0017666405407748722,0.000701999385065532,-0.3021534145882933,0.12268193182936854,0.5085433856551409,08,Добыча прочих полезных ископаем,raw,24,3
25,49,False,4.688047258166236,-0.0019058158858018938,0.0007455707329492361,-0.3175371249519326,0.12654674361411417,0.5458753151131597,08,Добыча прочих полезных ископаем,raw,24,3
26,50,False,4.376991723431077,-0.002473465966618917,0.0008235650187010382,-0.4074556341216483,0.13643208702031023,0.5818860218194746,08,Добыча прочих полезных ископаем,raw,24,3
27,51,False,4.2864011615087945,-0.0021690683528124022,0.0007342751669380809,-0.38573957833779526,0.12920783935560265,0.5555987788549971,08,Добыча прочих полезных ископаем,raw,24,3
28,52,False,4.371537727733656,-0.0025211866719571977,0.00108958583759224,-0.46139187334378295,0.19792967192624406,0.5617169445293013,08,Добыча прочих полезных ископаем,raw,24,3
29,53,False,4.475677891905022,-0.0025596599342914248,0.0010089760473579448,-0.4205353335982278,0.17143644635755273,0.5627773389434981,08,Добыча прочих полезных ископаем,raw,24,3
30,54,False,4.431848987448188,-0.003398869797849477,0.0011051148613510163,-0.5363131152186342,0.1813680001729656,0.5953555731871051,08,Добыча прочих полезных ископаем,raw,24,3
31,55,False,4.147003675234765,-0.002131049881615237,0.0009231581094400598,-0.3532828522528816,0.17569113048889773,0.5172269801757957,08,Добыча прочих полезных ископаем,raw,24,3
32,56,False,4.476695315180192,-0.0018145363052115746,0.0003282361980871233,-0.29642230780465273,0.0523071993153274,0.36215436619153907,08,Добыча прочих полезных ископаем,raw,24,3
33,57,False,4.973756873099661,-0.002126747248086135,-0.0011768102564549514,-0.38935231392979663,-0.1949584332326844,0.4108297693879328,08,Добыча прочих полезных ископаем,raw,24,3
34,58,False,5.352885705609548,-0.0023748675612562213,-0.00027797456497832655,-0.4173195208836964,-0.05082420541448596,0.42305235492591686,08,Добыча прочих полезных ископаем,raw,24,3
35,59,False,4.862482209980669,-0.0029104328885498154,0.0012852358557340852,-0.4600089323338164,0.20908189723157614,0.4369100919208079,08,Добыча прочих полезных ископаем,raw,24,3
36,60,False,4.29025770292792,-0.003092880648563102,0.0013325107716440777,-0.4725861598613898,0.21124503626426228,0.5100069595907835,08,Добыча прочих полезных ископаем,raw,24,3
37,61,False,3.7881500790712717,-0.004077438194919389,0.0013966896904044391,-0.5915124905387119,0.21476790862443393,0.5406790483400896,08,Добыча прочих полезных ископаем,raw,24,3
38,62,False,3.386469546555729,-0.004507224822638794,0.0014201037001896205,-0.6292682349112404,0.20638666767216116,0.5464065374034626,08,Добыча прочих полезных ископаем,raw,24,3
39,63,False,3.1715567797581166,-0.0036879406580985954,0.0008018448846076707,-0.532315589370226,0.11258557448686526,0.47898137001115215,08,Добыча прочих полезных ископаем,raw,24,3
40,64,False,3.0560333752882696,-0.0031765483144899505,0.0009269714126304865,-0.5119295497575853,0.1428860974391901,0.3896721282208452,08,Добыча прочих полезных ископаем,raw,24,3
41,65,False,3.3067105115751945,-0.0036653270786800012,0.000941473128658523,-0.5514654546414188,0.14153645298350948,0.4280546217718856,08,Добыча прочих полезных ископаем,raw,24,3
42,66,False,3.405072557230864,-0.003838737444062356,0.0009723345466062046,-0.5360658527217352,0.1463568148366026,0.42724167270594093,08,Добыча прочих полезных ископаем,raw,24,3
43,67,False,3.2867438214011333,-0.0036388720696331617,0.0017800732941820455,-0.4998089057211957,0.2596515367216086,0.4510703043217752,08,Добыча прочих полезных ископаем,raw,24,3
44,68,False,3.0755455230564253,-0.00345978841932776,0.0017687479527492725,-0.4877971780458214,0.23972353119646184,0.4465420603248452,08,Добыча прочих полезных ископаем,raw,24,3
45,69,False,3.14895448099757,-0.003860081686546285,0.0017632173930000287,-0.5855280732541754,0.24296553273430174,0.45858361065894837,08,Добыча прочих полезных ископаем,raw,24,3
46,70,False,3.2676454904881647,-0.0040579443496765975,0.0021555204616288985,-0.6168770530437037,0.3297051771938019,0.44310419308108484,08,Добыча прочих полезных ископаем,raw,24,3
47,71,False,3.3153127448032564,-0.004062286855900412,0.0018190114364780238,-0.6054296785057904,0.2740519210328005,0.4520499576213213,08,Добыча прочих полезных ископаем,raw,24,3
48,72,False,3.1610051609495,-0.004132510705178797,0.0017234548865944165,-0.5685352241984054,0.24434047245222784,0.5042170378436333,08,Добыча прочих полезных ископаем,raw,24,3
49,73,False,3.0223624015353683,-0.003543018709466426,0.0016529689081168524,-0.5126607048537891,0.24398679687028318,0.4656764555519769,08,Добыча прочих полезных ископаем,raw,24,3
50,74,False,2.881178771002126,-0.0029645895285866507,0.001055010790101247,-0.444905690539474,0.15490527659325817,0.5364898968542392,08,Добыча прочих полезных ископаем,raw,24,3
51,75,False,3.0931992197602636,-0.003137080235484154,0.001188915055267973,-0.493704266903616,0.18152059272497628,0.5172063801142985,08,Добыча прочих полезных ископаем,raw,24,3
52,76,False,3.3301671445730037,-0.0035150635496949954,0.0017417095770077035,-0.5850326888429092,0.2834186463169477,0.5586098927450468,08,Добыча прочих полезных ископаем,raw,24,3
53,77,False,3.508870662712931,-0.004454181027409724,0.002641158838910947,-0.6546981949009818,0.4253134619707225,0.41125474777393334,08,Добыча прочих полезных ископаем,raw,24,3
54,78,False,3.5196474493818664,-0.0039720596212259604,0.0018426698207216219,-0.5799309654256324,0.26510430322077577,0.43694207343500435,08,Добыча прочих полезных ископаем,raw,24,3
55,79,False,3.2744027728776,-0.003385138530549554,-0.0007397092009248686,-0.40696913394531586,-0.09384772079031375,0.4505073949196825,08,Добыча прочих полезных ископаем,raw,24,3
56,80,False,3.382986183694857,-0.0004053591288395945,-0.0030013294312321824,-0.052959584308442276,-0.35667452166224356,0.36681512829104146,08,Добыча прочих полезных ископаем,raw,24,3
57,81,False,3.563829736691971,-0.0003849187108742912,-0.0028592395707266725,-0.059272471296468204,-0.37328442163217707,0.36837868803036156,08,Добыча прочих полезных ископаем,raw,24,3
58,82,False,4.160620967748869,-0.00045173892647466064,-0.003216824309490069,-0.07657958866261455,-0.48698674631907474,0.3731189763926298,08,Добыча прочих полезных ископаем,raw,24,3
59,83,False,4.9655442770663925,-0.0013209707356132347,-0.001989554689019857,-0.22327045664940162,-0.3393731981655085,0.33050242261145935,08,Добыча прочих полезных ископаем,raw,24,3
60,84,False,5.165050206368093,-0.0010376925782673648,-0.003353984543366835,-0.1704671007110774,-0.5677176564881484,0.3338516262102401,08,Добыча прочих полезных ископаем,raw,24,3
61,85,False,4.996261746802357,-0.001566460712362834,-0.003723609420552264,-0.20160153610891735,-0.4958246063641748,0.4675302804853665,08,Добыча прочих полезных ископаем,raw,24,3
62,86,False,4.2247261188126055,-0.002634195515524114,-0.0028081637977211103,-0.3667182620555623,-0.35786452191353163,0.4768556500894676,08,Добыча прочих полезных ископаем,raw,24,3
63,87,False,3.287168138191525,-0.002696350985237902,-0.0010787807978197297,-0.40143750680790036,-0.15344917353643242,0.41262619546767365,08,Добыча прочих полезных ископаем,raw,24,3
64,88,False,2.9780177794253113,-0.0023419964524853615,-0.0015795745622716102,-0.3131416846890449,-0.2028042347023833,0.4765404050060973,08,Добыча прочих полезных ископаем,raw,24,3
65,89,False,3.3454565571677017,-0.0028295016454399583,-0.00132607651125783,-0.38322472837274973,-0.153747870341636,0.600850565432619,08,Добыча прочих полезных ископаем,raw,24,3
66,90,False,3.4672045940294147,-0.0029724228219034066,-0.0005670102842382371,-0.41685370381683273,-0.07588377745192953,0.5976662110636465,08,Добыча прочих полезных ископаем,raw,24,3
67,91,False,3.7670606585712982,-0.0029018901785498184,-0.0005337825344221007,-0.40644485926849433,-0.07466621260347586,0.5926190716112163,08,Добыча прочих полезных ископаем,raw,24,3
68,92,False,3.910140734621986,-0.0029421086598861728,-0.0005652405423769726,-0.4020923355126168,-0.07768362209875289,0.5947804413000687,08,Добыча прочих полезных ископаем,raw,24,3
69,93,False,3.8456346883540635,-0.0028084869572909924,-0.0006211088570061436,-0.3728442554665969,-0.08219541230502661,0.6175880821788375,08,Добыча прочих полезных ископаем,raw,24,3
