model,case,regime,stage,start,end,method,active_threshold,validation_r2,validation_mae,alpha,l1_ratio,support_size,true_lag_count,false_lag_count,hit_rate,false_lag_rate,no_model,coef_mae,coef_mae_true,false_coef_l1,sign_correct_share,support_intersection
delay,delay_g_1_25,усиленный цикл,early,0,25,enter,0.05,0.9999999999769708,1.081793778889839e-06,,,1.0,1.0,0.0,1.0,0.0,0.0,2.08429663508334e-07,3.979039320256561e-13,2.292725900687742e-06,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,0,25,stepwise,0.05,1.0,5.366077952354923e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,0,25,ridge,0.05,0.880425320282537,0.09655609721125104,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.01403566796780722,0.002126526928547312,0.1522658207173321,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,0,25,lasso,0.05,0.9998181426813414,0.0037648686741006596,0.003727593720314938,,1.0,1.0,0.0,1.0,0.0,0.0,0.00042359019549034,0.00465949215039374,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,0,25,elastic_net,0.05,0.999986913298026,0.0010099492387172782,0.001,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363068210228973,0.001249937503125187,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,3,28,enter,0.05,0.9997344641021724,0.000383729472186974,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0003696044027790961,5.414355809474358e-06,0.0040602340747605825,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,3,28,stepwise,0.05,1.0,4.440892098500626e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,3,28,ridge,0.05,0.9987190864260034,0.000906083214028112,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.0011390526815010466,0.0014573429766904233,0.011072236519821086,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,3,28,lasso,0.05,-23.28179145359028,0.1886027869951367,0.19306977288832497,,1.0,1.0,0.0,1.0,0.0,0.0,0.02193974691912781,0.24133721611040593,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,3,28,elastic_net,0.05,0.9945584200593177,0.0022957797770635224,0.001,0.2,1.0,1.0,0.0,1.0,0.0,0.0,0.002303300163629486,0.008792748300590736,0.01654355349933361,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,6,31,enter,0.05,0.9999060677606982,0.003405217100432447,,,8.0,1.0,7.0,1.0,0.875,0.0,0.15535045957776428,0.09316701937200378,1.6156880359834034,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,6,31,stepwise,0.05,1.0,1.7578531223231644e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,6,31,ridge,0.05,0.9992510179955131,0.011630879221794685,0.001,,7.0,1.0,6.0,1.0,0.8571428571428571,0.0,0.16513021528408592,0.6574518089219499,1.1589805592029951,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,6,31,lasso,0.05,0.9999987497893912,0.0004126044923810542,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363634103,0.0012499999999997513,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,6,31,elastic_net,0.05,0.9995690869507354,0.00888926567280445,0.001,0.2,2.0,1.0,1.0,1.0,0.5,0.0,0.1102713626414818,0.5614977903676744,0.6514871986886253,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,9,34,enter,0.05,0.9999410435747632,0.004760957663278702,,,10.0,1.0,9.0,1.0,0.9,0.0,0.0944842699473825,0.16170943612620903,0.8776175332949985,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,9,34,stepwise,0.05,1.0,2.590520390792032e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,9,34,ridge,0.05,0.9998359809101406,0.008517746485362113,0.001,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.12445329450929292,0.4418442155398594,0.9271420240623628,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,9,34,lasso,0.05,0.999998588142064,0.0009737314704559852,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.0016125540590474067,0.009497245217924277,0.008240849431597199,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,9,34,elastic_net,0.05,0.9999355811499512,0.005507249687610627,0.003727593720314938,0.95,2.0,1.0,1.0,1.0,0.5,0.0,0.04488710620049779,0.24920869581872207,0.2445494723867536,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,12,37,enter,0.05,0.9927587260705215,0.009570681991445729,,,8.0,1.0,7.0,1.0,0.875,0.0,0.16258338692614138,0.17219329464973088,1.6162239615378244,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,12,37,stepwise,0.05,1.0,2.590520390792032e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,12,37,ridge,0.05,0.9957414813906174,0.006975283289652245,0.001,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.15883333323475599,0.40553836225847306,1.3416283033238425,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,12,37,lasso,0.05,0.9999659976634049,0.0007552234684663114,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363634103,0.0012499999999997513,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,12,37,elastic_net,0.05,0.9977790154259819,0.005401855375035014,0.001,0.5,2.0,1.0,1.0,1.0,0.5,0.0,0.07835924853010418,0.4296786565907371,0.4322730772404088,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,15,40,enter,0.05,0.9999852501804103,0.0018891213622693563,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.04642668899045537,0.10878229217530588,0.4019112867197032,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,15,40,stepwise,0.05,1.0,3.7007434154171886e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,6.055761952500853e-17,6.661338147750939e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,15,40,ridge,0.05,0.9970509084953173,0.02884807421535281,0.013894954943731374,,8.0,1.0,7.0,1.0,0.875,0.0,0.15713778477206375,0.6363587896866462,1.092156842806055,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,15,40,lasso,0.05,0.9999967315194737,0.000828311726847201,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,15,40,elastic_net,0.05,0.9984213893097605,0.020239238509388396,0.001,0.2,2.0,1.0,1.0,1.0,0.5,0.0,0.10093849303452439,0.5444654663240468,0.5658579570557215,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,18,43,enter,0.05,0.9981620078986945,0.024219227520589064,,,2.0,1.0,1.0,1.0,0.5,0.0,0.16342320498924148,0.07089214940485178,1.7267631054768047,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,18,43,stepwise,0.05,1.0,5.181040781584064e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,18,43,ridge,0.05,0.9986917037432269,0.018222048318642974,0.001,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.14446898841558245,0.3377727281500983,1.2513861444213088,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,18,43,lasso,0.05,0.9999985492042216,0.0008029468843773202,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363634103,0.0012499999999997513,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,18,43,elastic_net,0.05,0.9998894889249963,0.006570621837850362,0.001,0.8,2.0,1.0,1.0,1.0,0.5,0.0,0.022093618058488276,0.12185372939359573,0.12117606924977532,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,21,46,enter,0.05,0.9912777760721369,0.018464800031332402,,,10.0,1.0,9.0,1.0,0.9,0.0,0.19784137647932543,0.34466053119573914,1.8315946100768405,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,21,46,stepwise,0.05,1.0,5.551115123125783e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,21,46,ridge,0.05,0.9915049500696593,0.018504795856529976,0.001,,10.0,1.0,9.0,1.0,0.9,0.0,0.17727347367244808,0.3413899080431966,1.6086183023537326,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,21,46,lasso,0.05,0.9999959828924481,0.00043550948835198905,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.0003653914549604094,0.0026337955308060046,0.0013855104737584987,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,21,46,elastic_net,0.05,0.9999865837749631,0.0008842686540119956,0.001,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.0022907347774858535,0.01317935230772549,0.012018730244618902,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,24,49,enter,0.05,0.9850292310097694,0.02423268476065447,,,10.0,1.0,9.0,1.0,0.9,0.0,0.08365996821734524,0.154094629528986,0.7661650208618117,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,24,49,stepwise,0.05,1.0,1.0547118733938987e-15,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,24,49,ridge,0.05,0.886345335839318,0.09354629408280796,0.0517947467923121,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.15612443430238868,0.6064450705302648,1.110923706796011,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,24,49,lasso,0.05,0.9997329221623031,0.0035351349987536675,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.005930645989554278,0.0330238813694137,0.032213224515683356,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,24,49,elastic_net,0.05,0.9993002729972351,0.006053208960535128,0.001,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.009511697262384673,0.052449576754655114,0.05217909313157628,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,27,52,enter,0.05,-1.262947976658395,0.06535684983520999,,,5.0,1.0,4.0,1.0,0.8,0.0,0.18205280489268347,0.14801005904763875,1.8545707947718792,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,27,52,stepwise,0.05,1.0,1.4802973661668753e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,27,52,ridge,0.05,0.6709187051198624,0.02478603287771497,0.001,,5.0,1.0,4.0,1.0,0.8,0.0,0.07172113215369962,0.06873851332696224,0.7201939403637335,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,27,52,lasso,0.05,0.9997167477695107,0.0009116684512887238,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363634103,0.0012499999999997513,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,27,52,elastic_net,0.05,0.9973180373649005,0.002789145860798777,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.0014884835567067192,0.010369756646798622,0.006003562476975288,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,30,55,enter,0.05,0.9782428736455101,0.05523308686459002,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1760063024609088,0.18310591670234544,1.7529634103676512,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,30,55,stepwise,0.05,1.0,2.4054832200211723e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,30,55,ridge,0.05,0.9277340748319529,0.12644163135585557,0.0517947467923121,,8.0,1.0,7.0,1.0,0.875,0.0,0.16730689330602055,0.5387065825883794,1.3016692437778468,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,30,55,lasso,0.05,0.9999984810007517,0.000496902114851779,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,30,55,elastic_net,0.05,0.9999985387889523,0.0004863122529104961,0.001,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.00012751241415411937,0.0013009341262306684,0.00010170242946464466,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,33,58,enter,0.05,0.9763596439694502,0.1151783816697286,,,7.0,1.0,6.0,1.0,0.8571428571428571,0.0,0.13617876494037895,0.08381174819132475,1.4141546661528437,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,33,58,stepwise,0.05,1.0,4.3599383362883753e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,33,58,ridge,0.05,0.9836471061948237,0.07712818568184057,0.001,,8.0,1.0,7.0,1.0,0.875,0.0,0.12630833738454347,0.2271199206396517,1.1622717905903266,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,33,58,lasso,0.05,0.9999988613565816,0.000823032016196387,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00015855150474509313,0.0015089125796039493,0.00023515397259207514,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,33,58,elastic_net,0.05,0.9999856429311732,0.0028932709320651957,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.000607668793357428,0.005598734058746002,0.0010856226681857063,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,36,61,enter,0.05,-0.8389523666316274,0.1110864319496967,,,8.0,1.0,7.0,1.0,0.875,0.0,0.15541074596538954,0.1886632653663174,1.5208549402529674,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,36,61,stepwise,0.05,1.0,3.700743415417188e-17,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,36,61,ridge,0.05,-0.3497893054086356,0.0924497706837097,0.7196856730011514,,7.0,1.0,6.0,1.0,0.8571428571428571,0.0,0.17438331561959167,0.6825336713688368,1.2356828004466716,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,36,61,lasso,0.05,0.9999208000734269,0.0008442724599221352,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,36,61,elastic_net,0.05,0.9989224395298426,0.003114976288080218,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.0004421536186562889,0.0047273235081475296,0.00013636629707164814,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,39,64,enter,0.05,0.9963585239009498,0.027042623852863296,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.09556550009205175,0.1843344985545894,0.8668860024579799,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,39,64,stepwise,0.05,1.0,1.3646491344350883e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,39,64,ridge,0.05,0.9009977631603541,0.15370495132455964,0.001,,8.0,1.0,7.0,1.0,0.875,0.0,0.16244357912179777,0.5052425840555634,1.2816367862842122,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,39,64,lasso,0.05,0.999998129920276,0.0005983258598529148,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.0002444225721936254,0.002006742892220803,0.0006819054019090761,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,39,64,elastic_net,0.05,0.8233789182574787,0.20828247199608518,0.001,0.2,4.0,1.0,3.0,1.0,0.75,0.0,0.12436983415604698,0.4842267387268976,0.8838414369896191,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,42,67,enter,0.05,0.8723794684254607,0.27336353566504534,,,1.0,1.0,0.0,1.0,0.0,0.0,0.15695377387909,0.0396663498451999,1.6868251628247901,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,42,67,stepwise,0.05,1.0,3.7007434154171886e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,42,67,ridge,0.05,0.9546799069140544,0.15400576763107066,0.0517947467923121,,7.0,1.0,6.0,1.0,0.8571428571428571,0.0,0.12035145445007496,0.3062695065660693,1.0175964923847554,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,42,67,lasso,0.05,0.9999860924488123,0.0028741468182963783,0.003727593720314938,,1.0,1.0,0.0,1.0,0.0,0.0,0.00042359019549036023,0.004659492150393962,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,42,67,elastic_net,0.05,0.9999936452358802,0.0016660846324241623,0.001,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0006472306673663958,0.004148945587139075,0.0029705917538912787,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,45,70,enter,0.05,0.661594400083324,0.13195598330088276,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.17628220475931616,0.2565830950474628,1.682521157305015,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,45,70,stepwise,0.05,1.0,1.4802973661668753e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,45,70,ridge,0.05,0.7968495340294272,0.10200884590953356,0.001,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1385537666255148,0.20534105900332578,1.318750373877337,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,45,70,lasso,0.05,0.9999976549187093,0.00033053104350796075,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363634103,0.0012499999999997513,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,45,70,elastic_net,0.05,0.9999674273440198,0.0012318558492434943,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.0004235112615943751,0.004658623877538126,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,48,73,enter,0.05,0.6266228825272276,0.14048002687190744,,,4.0,1.0,3.0,1.0,0.75,0.0,0.1369600548057937,0.07230012582237455,1.4342604770413563,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,48,73,stepwise,0.05,1.0,1.4802973661668753e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,48,73,ridge,0.05,0.9896930254704855,0.025037226776199684,0.001,,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.047746731951114584,0.057348064088830863,0.46786598737342944,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,48,73,lasso,0.05,0.9999868089570187,0.001006265522448239,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,48,73,elastic_net,0.05,0.9856229953559347,0.029913749228651348,0.001,0.2,1.0,1.0,0.0,1.0,0.0,0.0,0.01757237964593091,0.05812333519091317,0.13517284091432685,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,51,76,enter,0.05,-42.296391224721106,0.21142489795404132,,,1.0,1.0,0.0,1.0,0.0,0.0,0.147148669799865,0.026188167152327413,1.5924472006461876,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,51,76,stepwise,0.05,1.0,2.220446049250313e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,51,76,ridge,0.05,0.5971123466806612,0.020267188155204046,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.014034294102742156,0.004068317480094841,0.1503089176500689,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,51,76,lasso,0.05,0.9909512702196364,0.0037553415550547107,0.003727593720314938,,1.0,1.0,0.0,1.0,0.0,0.0,0.00042359019549034,0.00465949215039374,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,early,51,76,elastic_net,0.05,0.9909546422757148,0.0037546417661009635,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.0004235112615943751,0.004658623877538126,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,54,79,enter,0.05,0.9800913920040606,0.04508550412968473,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1771768403228278,0.1548695729388827,1.7940756706122232,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,54,79,stepwise,0.05,1.0,2.4054832200211723e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,54,79,ridge,0.05,0.9118441304272771,0.12866752126623757,0.7196856730011514,,10.0,1.0,9.0,1.0,0.9,0.0,0.19272842734101178,0.7282115289068501,1.391801171844279,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,54,79,lasso,0.05,0.9999988016836309,0.0004125572671735041,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,54,79,elastic_net,0.05,0.9999988018034536,0.000412536640341669,0.001,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363068210228973,0.001249937503125187,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,57,82,enter,0.05,0.9836894243817996,0.08673029879597155,,,1.0,1.0,0.0,1.0,0.0,0.0,0.1505543009469155,0.023776251158977857,1.6323210592570927,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,57,82,stepwise,0.05,1.0,4.996003610813204e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,6.055761952500853e-17,6.661338147750939e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,57,82,ridge,0.05,0.9866445921143121,0.07968321133162265,0.001,,8.0,1.0,7.0,1.0,0.875,0.0,0.14279129382575195,0.28378624121161,1.2869179908716613,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,57,82,lasso,0.05,0.9999985932528962,0.0009815711291853064,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.0001805999121238312,0.001660457436779783,0.00032614159658236023,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,57,82,elastic_net,0.05,0.9999824707512578,0.003466527880280179,0.003727593720314938,0.95,1.0,1.0,0.0,1.0,0.0,0.0,0.000556869797145234,0.005418001817343532,0.0007075659512540422,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,60,85,enter,0.05,0.9449522400291642,0.02512227111937378,,,1.0,1.0,0.0,1.0,0.0,0.0,0.17616053587421132,0.04361751034291084,1.8941483842734137,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,60,85,stepwise,0.05,1.0,3.700743415417188e-17,,,1.0,1.0,0.0,1.0,0.0,0.0,2.0185873175002847e-17,2.220446049250313e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,60,85,ridge,0.05,0.9764837001564644,0.018030662756440347,0.19306977288832497,,8.0,1.0,7.0,1.0,0.875,0.0,0.15872981429538305,0.5078969556297154,1.2381310016194984,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,60,85,lasso,0.05,0.9999585247214091,0.0007757723167088152,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,60,85,elastic_net,0.05,0.9997650207218162,0.0018667834451149279,0.003727593720314938,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.003203013100496623,0.01929690314413146,0.015936240961331394,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,63,88,enter,0.05,0.9999454741812204,0.0025533407248213755,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1089732336181159,0.17053950681943775,1.028166062979837,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,63,88,stepwise,0.05,1.0,8.326672684688674e-17,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,63,88,ridge,0.05,0.994765684876796,0.039499184684102455,0.013894954943731374,,7.0,1.0,6.0,1.0,0.8571428571428571,0.0,0.1574376509411518,0.648637023346118,1.0831771370065517,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,63,88,lasso,0.05,0.9999958832602956,0.0010802366604573215,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.006583250348449724,0.036655028712630155,0.035760725120316805,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,63,88,elastic_net,0.05,0.9970285040153185,0.028870720747865536,0.001,0.2,2.0,1.0,1.0,1.0,0.5,0.0,0.10575206877633789,0.5623135600854859,0.6009591964542308,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,66,91,enter,0.05,0.9973065916189147,0.032651320425709174,,,2.0,1.0,1.0,1.0,0.5,0.0,0.16175079666126854,0.05799382563713351,1.7212649376368203,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,66,91,stepwise,0.05,1.0,1.295260195396016e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,66,91,ridge,0.05,0.9980062202939183,0.025519116720929307,0.001,,5.0,1.0,4.0,1.0,0.8,0.0,0.14686778742943946,0.33875227675948927,1.2767933849643447,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,66,91,lasso,0.05,0.9999822593437362,0.003111159535923169,0.003727593720314938,,1.0,1.0,0.0,1.0,0.0,0.0,0.0015830635298630512,0.011045258536555691,0.006368440291937872,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,66,91,elastic_net,0.05,0.9999333963254001,0.004958916353962524,0.001,0.8,2.0,1.0,1.0,1.0,0.5,0.0,0.014345041881100841,0.07947612020059758,0.07831934049151168,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,69,94,enter,0.05,0.9872679391763814,0.026734909910808475,,,10.0,1.0,9.0,1.0,0.9,0.0,0.19718950677906993,0.34710491722943004,1.821979657340339,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,69,94,stepwise,0.05,1.0,2.4054832200211723e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,69,94,ridge,0.05,0.9900505915845879,0.02363174416991598,0.001,,10.0,1.0,9.0,1.0,0.9,0.0,0.1734409554011999,0.3231369230318243,1.5847135863813744,1.0,1.0
delay,delay_g_1_25,усиленный цикл,middle,69,94,lasso,0.05,0.9999980080094305,0.0003475761668849849,0.001,,1.0,1.0,0.0,1.0,0.0,0.0,0.00011363636363636121,0.0012499999999999734,0.0,1.0,1.0
