model,case,regime,stage,start,end,method,active_threshold,validation_r2,validation_mae,alpha,l1_ratio,support_size,true_lag_count,false_lag_count,hit_rate,false_lag_rate,no_model,coef_mae,coef_mae_true,false_coef_l1,sign_correct_share,support_intersection
base,base_a_2_52,предтурбулентный цикл,early,9,34,lasso,0.05,0.9997905232625834,0.011475716130194399,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,9,34,elastic_net,0.05,0.9999993106282824,0.0005327071668251674,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3084863477168071,1.6918109228874105,1.701538901997468,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,12,37,enter,0.05,0.9999999985400614,1.8415156277651334e-05,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1980939985148398,0.3780834677968232,1.8009505158664147,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,12,37,stepwise,0.05,1.0,8.881784197001252e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,12,37,ridge,0.05,0.9999998581638729,0.00024776418182681503,0.001,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.4334697327048243,1.8558736324222886,2.9122934273307792,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,12,37,lasso,0.05,0.9997856075926524,0.01065278157058347,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,12,37,elastic_net,0.05,0.9999977694733546,0.001073646336836746,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3191874328035897,1.755568719492636,1.7554930413468508,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,15,40,enter,0.05,0.9999999998633325,3.924641883220244e-06,,,8.0,1.0,7.0,1.0,0.875,0.0,0.27991833657892173,0.5982759498706582,2.4808257524974806,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,15,40,stepwise,0.05,1.0,7.401486830834377e-17,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,15,40,ridge,0.05,0.9999999895384235,4.673377754105257e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4423711652025089,1.8683143347951037,2.9977684824324946,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,15,40,lasso,0.05,0.9997218883036654,0.00912651334475556,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,15,40,elastic_net,0.05,0.9999984785579357,0.0006730372452935137,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3130006636363304,1.721665062363289,1.7213422376363456,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,18,43,enter,0.05,0.9999999998664023,4.426118890399344e-06,,,8.0,1.0,7.0,1.0,0.875,0.0,0.24832819830846017,0.2589292014640523,2.4726809799290095,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,18,43,stepwise,0.05,1.0,5.551115123125783e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.6148698540002277e-16,1.7763568394002505e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,18,43,ridge,0.05,0.9999999953226012,4.4512148528149296e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.43091045803576694,1.852252810489539,2.8877622279038984,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,18,43,lasso,0.05,0.9997498029288406,0.009944916648674881,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,18,43,elastic_net,0.05,0.9999980360702745,0.0007556817038291141,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3145575248554657,1.7306083188874952,1.729524454522627,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,21,46,enter,0.05,0.9999999999959669,9.37926870632951e-07,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.27598535096699134,0.19488780070561917,2.8409510599312853,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,21,46,stepwise,0.05,1.0,9.80697005085555e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,21,46,ridge,0.05,0.999999996831865,4.467162795749694e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4388573749913547,1.8635086830287815,2.963922441876121,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,21,46,lasso,0.05,0.9997905025223113,0.011475152474118991,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,21,46,elastic_net,0.05,0.999998978479008,0.0007302250627264454,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31394249089078374,1.727048945509995,1.7263184542886258,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,24,49,enter,0.05,0.9999999999998312,1.7990470987013415e-07,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.19538911994744426,0.3848227557213977,1.7644575637004891,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,24,49,stepwise,0.05,1.0,5.181040781584064e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.6148698540002277e-16,1.7763568394002505e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,24,49,ridge,0.05,0.9999999902489691,5.913741181055402e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.44943937377302456,1.878153361526934,3.0656797499763364,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,24,49,lasso,0.05,0.999785580995223,0.010655820603111618,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,24,49,elastic_net,0.05,0.9999980129592643,0.001020429836475693,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31279576393451164,1.720471418140183,1.7202819851394446,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,27,52,enter,0.05,0.9999999999999895,3.389058113774842e-08,,,8.0,1.0,7.0,1.0,0.875,0.0,0.27533150428607106,0.5732262691995129,2.455420277947269,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,27,52,stepwise,0.05,1.0,3.885780586188048e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.6148698540002277e-16,1.7763568394002505e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,27,52,ridge,0.05,0.999999994922478,3.962395018991538e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4443513660876221,1.871096277668593,3.01676874929525,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,27,52,lasso,0.05,0.9997217419604723,0.009125824834001059,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,27,52,elastic_net,0.05,0.9999987128351602,0.0006227913592926071,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31952250615997463,1.7575678023574572,1.7571797654022638,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,30,55,enter,0.05,0.9999999999999892,4.079688686875471e-08,,,8.0,1.0,7.0,1.0,0.875,0.0,0.24606262386776506,0.2591433469392359,2.44754551560618,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,30,55,stepwise,0.05,1.0,7.031412489292658e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,30,55,ridge,0.05,0.9999999924419918,5.2765274147585174e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4314798056540081,1.8534663500083275,2.8928115121857623,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,30,55,lasso,0.05,0.999749789490603,0.009945600680277203,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,30,55,elastic_net,0.05,0.9999978853811793,0.0008200929354376477,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31462329031002984,1.7308929888769669,1.7299632045333615,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,33,58,enter,0.05,0.9999999999999998,1.066472591719029e-08,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.2763101282322102,0.19842344567179682,2.8409879648825154,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,33,58,stepwise,0.05,1.0,2.220446049250313e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,33,58,ridge,0.05,0.9999999963051384,4.3879391152209145e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4393116007776048,1.8642067021312414,2.9682209064224114,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,33,58,lasso,0.05,0.9997905046039456,0.01147520727488686,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,33,58,elastic_net,0.05,0.9999990079675113,0.0007164611193121543,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3138923747354484,1.7267895727437899,1.7260265493461422,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,36,61,enter,0.05,0.9999999999999998,1.0525859702366821e-08,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.1955350882030854,0.38460433065891264,1.766281639575027,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,36,61,stepwise,0.05,1.0,2.590520390792032e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,36,61,ridge,0.05,0.9999999945833388,5.371167508498124e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.44954146005111256,1.8782859863240722,3.0666700742381665,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,36,61,lasso,0.05,0.9997855836096863,0.010655520863758317,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,36,61,elastic_net,0.05,0.9999979798786957,0.0010294163769539362,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3128304813176606,1.720654975859805,1.720480318634461,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,39,64,enter,0.05,0.9999999999999994,1.3422150761203492e-08,,,8.0,1.0,7.0,1.0,0.875,0.0,0.27580380266024307,0.5757078868150711,2.4581339424476027,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,39,64,stepwise,0.05,1.0,4.440892098500626e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,39,64,ridge,0.05,0.9999999952230998,3.895060686668709e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.44437556740171935,1.8711659870048267,3.016965254414086,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,39,64,lasso,0.05,0.9997217565385029,0.009125890828159807,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,39,64,elastic_net,0.05,0.9999986655849626,0.0006312782062927921,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3195239873262462,1.7575655276107274,1.757198332977981,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,42,67,enter,0.05,0.9999999999999647,1.2406995205290391e-07,,,8.0,1.0,7.0,1.0,0.875,0.0,0.24629468907009472,0.2591345715522766,2.4501070082187653,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,42,67,stepwise,0.05,1.0,1.0732155904709846e-15,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,42,67,ridge,0.05,0.999999993289144,4.822585756199723e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.43148541510689425,1.853458126476764,2.8928814396990736,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,42,67,lasso,0.05,0.9997497907994568,0.00994553346215236,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,42,67,elastic_net,0.05,0.9999978971571256,0.0008152572671214312,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3146297119889746,1.7309342908287313,1.7299925410499901,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,45,70,enter,0.05,0.9999999999998416,3.1460055756789746e-07,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.2762810750847513,0.19807459831237795,2.8410172276198864,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,45,70,stepwise,0.05,1.0,9.251858538542972e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,45,70,ridge,0.05,0.9999999970155252,4.0817408820263225e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.439311854640483,1.8642006908788802,2.9682297101664323,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,45,70,lasso,0.05,0.999790504399163,0.011475201867783244,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,45,70,elastic_net,0.05,0.9999990046234235,0.0007180326636502624,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31390636851414544,1.7268647281910932,1.726105325464507,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,48,73,enter,0.05,0.9999999999956661,1.5637270357471422e-06,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.19552014662460848,0.3846192169189453,1.766102395951748,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,48,73,stepwise,0.05,1.0,3.3306690738754696e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,48,73,ridge,0.05,0.9999999943688148,5.434304655456875e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.449543921672112,1.8782906566457362,3.0666924817474954,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,48,73,lasso,0.05,0.9997855833519717,0.010655550399374639,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,48,73,elastic_net,0.05,0.9999979827407484,0.0010286338155817143,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3128338182714146,1.720673997388848,1.7204980035967121,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,51,76,enter,0.05,0.9999999999656265,3.0745661751356104e-06,,,8.0,1.0,7.0,1.0,0.875,0.0,0.2757597745548595,0.5754676055908203,2.4578899145126343,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,51,76,stepwise,0.05,1.0,1.3692750637043598e-15,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,51,76,ridge,0.05,0.9999999952294715,3.905810019179853e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.44437591889045175,1.871163581718223,3.0169715260767465,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,51,76,lasso,0.05,0.9997217551035144,0.009125884305787868,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,early,51,76,elastic_net,0.05,0.9999986703663831,0.0006304658127468388,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31952112354932855,1.75755079511762,1.757181563924994,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,54,79,enter,0.05,0.9999999997297462,1.080653764856665e-05,,,8.0,1.0,7.0,1.0,0.875,0.0,0.24638956069946288,0.25939987182617186,2.45088529586792,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,54,79,stepwise,0.05,1.0,1.850371707708594e-17,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,54,79,ridge,0.05,0.9999999932073422,4.8689788892479026e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4314854338130718,1.853459924807712,2.8928798471360775,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,54,79,lasso,0.05,0.9997497906703289,0.009945540087997326,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,54,79,elastic_net,0.05,0.9999978959431391,0.0008157522638716311,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.314630873431275,1.730940076572853,1.7299995311711713,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,57,82,enter,0.05,0.9999999939411665,6.092637523822756e-05,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.2762656662680886,0.19816162109375002,2.8407607078552246,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,57,82,stepwise,0.05,1.0,4.255854927729767e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,57,82,ridge,0.05,0.9999999969514383,4.1122605289785806e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4393122632598104,1.8642018929569524,2.968233002900962,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,57,82,lasso,0.05,0.9997905044193468,0.011475202400564303,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,57,82,elastic_net,0.05,0.9999990049352917,0.0007178856705197986,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3139066778670015,1.7268666082438708,1.7261068482931463,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,60,85,enter,0.05,0.9999999951995949,4.5418372705330334e-05,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.19549209247935903,0.3839306640625,1.7664823532104492,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,60,85,stepwise,0.05,1.0,4.070817756958907e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,4.0371746350005693e-17,4.440892098500626e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,60,85,ridge,0.05,0.9999999943921957,5.428164898109896e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.44954380381539116,1.8782903723971593,3.0666914695721434,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,60,85,lasso,0.05,0.9997855833773677,0.010655547488744829,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366324,0.035015286458202954,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,60,85,elastic_net,0.05,0.9999979824550836,0.001028711825594682,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3128335076272711,1.7206722223300464,1.7204963615699358,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,63,88,enter,0.05,0.9999999672372334,0.00010083033321149164,,,8.0,1.0,7.0,1.0,0.875,0.0,0.27582649924538355,0.576396484375,2.4576950073242188,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,63,88,stepwise,0.05,1.0,2.4054832200211723e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,63,88,ridge,0.05,0.9999999952291581,3.904791431041943e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4443759105198455,1.8711638613045125,3.0169711544137874,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,63,88,lasso,0.05,0.9997217552449418,0.009125884948356366,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,63,88,elastic_net,0.05,0.9999986698930362,0.0006305464030398888,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3195214119321625,1.7575522802089045,1.7571832510448826,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,66,91,enter,0.05,0.9999985817708543,0.0004732624641439753,,,8.0,1.0,7.0,1.0,0.875,0.0,0.23734530362215908,0.24318359374999998,2.36761474609375,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,66,91,stepwise,0.05,1.0,4.625929269271486e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,66,91,ridge,0.05,0.9999999932154238,4.864422859331604e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.43148543756724356,1.853459757303202,2.8928800559364776,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,66,91,lasso,0.05,0.9997497906830525,0.0099455394350668,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366727,0.0350152864582034,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,66,91,elastic_net,0.05,0.9999978960624458,0.0008157036200650188,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31463076072149804,1.7309395158735352,1.7299988520629432,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,69,94,enter,0.05,0.9999940349022627,0.001707417224960354,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.2684530362215909,0.22117187500000002,2.7318115234375,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,69,94,stepwise,0.05,1.0,2.0354088784794536e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,69,94,ridge,0.05,0.9999999969578123,4.109256175853041e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.43931222722247126,1.8642017804385795,2.9682327190086046,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,69,94,lasso,0.05,0.9997905044173578,0.01147520234806019,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.003183207859836694,0.0350152864582034,2.3526635054961176e-16,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,69,94,elastic_net,0.05,0.9999990049045184,0.0007179001761882797,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3139066480536335,1.7268664266483311,1.726106701941637,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,72,97,enter,0.05,0.9999595544781728,0.004770989494585209,,,6.0,1.0,5.0,1.0,0.8333333333333334,0.0,0.47424919128417964,1.8547759246826172,3.3619651794433594,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,72,97,stepwise,0.05,1.0,7.771561172376096e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,8.074349270001139e-17,8.881784197001252e-16,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,72,97,ridge,0.05,0.9999999943899133,5.428770753842146e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.449543816638654,1.878290402115167,3.066691580910027,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,72,97,lasso,0.05,0.999785583374865,0.010655547775574944,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.003183207859836675,0.0350152864582034,2.5434200198014573e-17,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,72,97,elastic_net,0.05,0.9999979824831995,0.0010287041467242537,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.3128335384185681,1.7206723982306333,1.7204965243736154,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,75,100,enter,0.05,1.0,2.0499284307066525e-09,,,8.0,1.0,7.0,1.0,0.875,0.0,0.46913788106568144,1.9070170697264257,3.2534996219960703,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,75,100,stepwise,0.05,1.0,4.996003610813204e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,75,100,ridge,0.05,0.999999995229192,3.904892203071553e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4443759116001523,1.8711638341665848,3.016971193435091,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,75,100,lasso,0.05,0.9997217552310049,0.009125884885032428,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366368,0.035015286458202954,5.086840063147076e-17,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,75,100,elastic_net,0.05,0.9999986699396616,0.000630538466394992,0.001,0.2,3.0,1.0,2.0,1.0,0.6666666666666666,0.0,0.31952138357438187,1.7575521341891411,1.7571830851290589,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,78,103,enter,0.05,1.0,3.98417759894798e-09,,,9.0,1.0,8.0,1.0,0.8888888888888888,0.0,0.46913788180973076,1.9070170706036333,3.2534996293034055,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,78,103,stepwise,0.05,1.0,2.0354088784794536e-16,,,1.0,1.0,0.0,1.0,0.0,0.0,1.2111523905001707e-16,1.3322676295501878e-15,0.0,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,78,103,ridge,0.05,0.9999999932146276,4.864871990116019e-05,0.001,,11.0,1.0,10.0,1.0,0.9090909090909091,0.0,0.4314854372516023,1.8534597739042544,2.8928800358633704,1.0,1.0
base,base_a_2_52,предтурбулентный цикл,middle,78,103,lasso,0.05,0.9997497906817986,0.009945539499410147,0.013894954943731374,,1.0,1.0,0.0,1.0,0.0,0.0,0.0031832078598366354,0.035015286458202954,3.815130014937918e-17,1.0,1.0
