variant,step,value
thresholded,74,1.0000000000248808
thresholded,75,1.000000000029482
thresholded,76,1.000000000009578
thresholded,77,0.999999999985993
thresholded,78,0.9999999999783313
thresholded,79,0.9999999999895375
thresholded,80,1.000000000006873
thresholded,81,1.0000000000152436
thresholded,82,1.0000000000097458
thresholded,83,0.9999999999975515
thresholded,84,0.9999999999897555
thresholded,85,0.9999999999917148
thresholded,86,0.999999999999911
thresholded,87,1.0000000000065399
thresholded,88,1.0000000000066118
thresholded,89,1.0000000000013805
thresholded,90,0.9999999999960917
thresholded,91,0.999999999994988
thresholded,92,0.9999999999981153
thresholded,93,1.0000000000021254
thresholded,94,1.000000000003634
thresholded,95,1.0000000000019342
thresholded,96,0.9999999999990277
thresholded,97,0.9999999999974809
thresholded,98,0.9999999999982594
thresholded,99,1.0000000000002753
thresholded,100,1.0000000000016684
