scope,mean_regime_consistency,mean_interpretability_consistency,mean_tool_consistency,mean_top_beta_consistency,mean_top_b_consistency,mean_reading_mode_consistency
all_series,0.9297305870037719,0.747145419959738,0.8486793107618413,0.7186974086471335,0.7099980751885522,0.7452103025812734
