variant,window,regime_consistency,interpretability_consistency,tool_consistency,top_beta_consistency,top_b_consistency
adj_unsmoothed,24,0.8201887697968325,0.6432570788673813,0.7467605183170692,0.69140937450008,0.6752519596864501
adj_unsmoothed,36,0.8818357657816072,0.6863020924916476,0.7958501846316159,0.716194830314753,0.7110954809213997
adj_unsmoothed,48,0.9111848526254148,0.7241850478235409,0.8274448565293773,0.7366777278938123,0.7308217841108725
