date,series_code,series_name,series_label,variant,index_value
2019-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.556
2019-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.882
2019-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,111.023
2019-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.744
2019-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.217
2019-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,109.768
2019-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,109.764
2020-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.084
2020-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,110.069
2020-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,108.343
2020-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.19
2020-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,98.971
2020-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,95.4572
2020-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,95.1208
2020-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,96.8033
2020-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,98.432
2020-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.0646
2020-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.0023
2020-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,98.9741
2021-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.2392
2021-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.9728
2021-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.205
2021-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.673
2021-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.875
2021-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.549
2021-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.958
2021-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,105.483
2021-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,106.182
2021-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,106.753
2021-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,107.137
2021-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,107.439
