series_code,series_name,parent_code,parent_name,child_interpretable_share,parent_interpretable_share,child_plateau_share,parent_plateau_share,child_dominant_mode,parent_dominant_mode
06.1,Добыча сырой нефти и нефтяног,06,Добыча сырой нефти и природного,0.36639118457300274,0.36639118457300274,0.6143250688705234,0.6143250688705234,do_not_read,do_not_read
