start,end,var_omega,cond_scaled,mean_abs_pair_corr,regime_label,preferred_tool,mean_x,std_x,rel_range,omega_std,turning_rate,unique_ratio,lag1_autocorr,lag2_autocorr,dominant_period,dominant_acf,corr_omega_x,corr_omega_lag1,start_mean,end_mean,max_x,collapse_ratio,growth_ratio,series_code,series_name,variant,window,lags,interpretability_label,var_q10_threshold,cond_q90_threshold,corr_q90_threshold,center_date
87,123,0.0008683170480474,3.0369598773776727,0.3894892412182869,turbulent_informative,phase_short_forecast,128.71930555555556,3.761970507736636,0.1367005510483082,0.0294672198900306,0.6764705882352942,1.0,0.4919405135338228,0.4709339821670306,3.0,0.4034261126380585,-0.4697224850251481,0.0136651238305613,125.45975,131.3685,137.787,0.9534172309434128,1.047096778050331,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2021-10-01
88,124,0.0007687584802062,2.990249871193957,0.4180035781443511,turbulent_informative,phase_short_forecast,129.0473333333333,3.8463180951253735,0.1363530694163899,0.027726494192491,0.6764705882352942,1.0,0.5629790926394493,0.5325252639029227,5.0,0.2853341849888781,-0.4193089683547897,0.0139520811966224,125.67966666666666,132.05133333333333,137.787,0.958372947617216,1.0506976731850022,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2021-11-01
89,125,0.0007542534671886,3.0400919290541353,0.4601131943947072,turbulent_informative,phase_short_forecast,129.06027777777777,3.8563849840312527,0.1363393935219762,0.0274636754129632,0.7058823529411765,1.0,0.5892784302150763,0.5956253011171009,5.0,0.3247586180245987,-0.4655972999621495,0.003267800998499,125.36441666666666,131.82991666666666,137.787,0.9567659987275045,1.051573645631768,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2021-12-01
90,126,0.0007379772112636,3.045237211451609,0.4690271618735029,turbulent_informative,phase_short_forecast,129.26075,3.949101707807879,0.1361279429370478,0.0271657359786859,0.7058823529411765,1.0,0.6004017561106797,0.6189620363226344,16.0,0.0975605768055909,-0.4315476635656876,0.0406530698847557,125.25941666666664,132.42033333333333,137.787,0.961050994167326,1.0571686892469163,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-01-01
91,127,0.0007837040121032,3.098794938489226,0.4764062781964788,turbulent_informative,phase_short_forecast,129.73316666666665,4.295376302878868,0.1605680377287226,0.0279947140028832,0.6764705882352942,1.0,0.619453777574571,0.5900943458628236,9.0,0.1096313901005511,-0.3670079156863092,0.0425355796610864,125.68174999999998,133.31775,141.022,0.945368453149154,1.0607566333218623,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-02-01
92,128,0.0008014557246927,3.1555873985349385,0.4878920170859375,turbulent_informative,phase_short_forecast,129.99686111111112,4.404043010895895,0.1602423306374704,0.0283099933714719,0.6764705882352942,1.0,0.6426971309945938,0.6067345320100461,5.0,0.348739071589439,-0.4209844669823598,-0.0050923549314107,125.91941666666666,134.07766666666666,141.022,0.9507570922740188,1.0647894519841723,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-03-01
93,129,0.0008076221433091,3.2492605950600164,0.4927468342653443,turbulent_informative,phase_short_forecast,130.41255555555557,4.525525840805956,0.1597315527731224,0.0284186935538761,0.6764705882352942,1.0,0.6535667681908536,0.6357408016268081,5.0,0.3536535658679809,-0.4119221773887616,0.016061288485944,126.14916666666667,134.92866666666666,141.022,0.9567916117107024,1.069596179126563,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-04-01
94,130,0.0008213360637819,3.3617322234021896,0.4951886314224237,turbulent_informative,phase_short_forecast,130.7068611111111,4.516398560017937,0.1593718938923336,0.0286589613172213,0.7058823529411765,1.0,0.651496054203748,0.637965738786021,5.0,0.3252129847861601,-0.5117420050091459,-0.0626239357770837,126.76933333333336,135.1556666666667,141.022,0.9584012896332962,1.0661542749560882,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-05-01
95,131,0.0007939915675475,3.4069307517785363,0.4978282575375919,turbulent_informative,phase_short_forecast,131.0475,4.428760871972104,0.1589576298670328,0.0281778559785428,0.7058823529411765,1.0,0.6305829249918659,0.6522480472121224,9.0,0.1461216535097263,-0.4040169654158609,0.0502849732826743,127.64266666666668,135.4851666666667,141.022,0.9607378045033164,1.061441054192955,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-06-01
96,132,0.0006749337832567,3.6583888717086066,0.4942283433156934,turbulent_informative,phase_short_forecast,131.57725,4.234818567378195,0.1233571913077678,0.0259794877404604,0.6764705882352942,1.0,0.6632929055579619,0.634016953754172,5.0,0.4171031348835427,-0.3987370652546416,-0.0132086894786457,128.728,136.0545,141.022,0.9647749996454452,1.0569145795786463,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-07-01
97,133,0.0006449453076692,3.938016152371165,0.5084818687958086,turbulent_informative,phase_short_forecast,131.8963611111111,4.439161577199872,0.1230587399323837,0.0253957734213632,0.6764705882352942,1.0,0.6954352476290668,0.6502408574113555,5.0,0.4132352347060358,-0.3962064608312202,-0.0122287074749614,128.84575,136.7600833333333,141.022,0.9697783560957391,1.0614248691426245,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-08-01
98,134,0.0006489667816842,4.061162089090411,0.5236558223479423,turbulent_informative,phase_short_forecast,132.28483333333332,4.427498883242221,0.1226973613755166,0.0254748264308954,0.6764705882352942,1.0,0.6957753381952869,0.6554917147881546,5.0,0.4530648860859156,-0.3977652558706867,-0.0184734843494791,129.16891666666666,136.857,141.022,0.9704656011118832,1.0595196083681124,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-09-01
99,135,0.0006622582935683,4.189234901516794,0.5324431193833262,turbulent_informative,phase_short_forecast,132.78522222222222,4.568008416702155,0.1258272548735762,0.0257343796033316,0.7058823529411765,1.0,0.7008837146863892,0.6825914334643844,5.0,0.4440939410685086,-0.3363745792780302,0.051016805229164,129.32966666666667,137.6575,142.805,0.9639543433353174,1.0643922894721245,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-10-01
100,136,0.0006650140532561,4.235932916235449,0.5541180953681997,turbulent_informative,phase_short_forecast,133.19938888888888,4.663008984894827,0.1254360109259761,0.0257878663959655,0.7058823529411765,1.0,0.7210526940087945,0.6871377469089437,5.0,0.4117532852656206,-0.3736582438582108,-0.0005577824323406,129.41100000000003,138.13583333333335,142.805,0.967303899256562,1.0674195650550056,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-11-01
101,137,0.0006623548361726,4.749163725874835,0.5813032570184751,turbulent_informative,phase_short_forecast,133.52497222222223,4.699960670557143,0.1251301514760348,0.0257362552865151,0.6764705882352942,1.0,0.7263182782841342,0.6951218503659451,5.0,0.4520563972435454,-0.3660108792660371,-0.0144553187596279,129.98650000000004,138.7585,142.805,0.9716641574174572,1.067483931023606,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2022-12-01
102,138,0.0006643006940634,4.860862978772962,0.6130571074759046,turbulent_informative,phase_short_forecast,134.0025,4.793396647124737,0.1236394843379788,0.0257740313894323,0.7058823529411765,1.0,0.7332059426918107,0.7176907335154727,5.0,0.5211756115810858,-0.3226671155654617,0.035153381597111,130.1025,139.48466666666667,143.288,0.9734567211955408,1.0721136539779534,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-01-01
103,139,0.0007509272314228,5.310385798488354,0.6489105726171829,turbulent_informative,phase_short_forecast,134.1875555555556,4.728052914046615,0.1234689754307404,0.0274030514983789,0.7058823529411765,1.0,0.7018461791459869,0.6994111238286016,5.0,0.544312797750333,-0.4326867872818496,-0.0728732623143164,130.20000000000002,139.0449166666667,143.288,0.9703877272811868,1.0679333077316948,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-02-01
104,140,0.0007727829799488,5.368308284217109,0.6670809648732561,turbulent_informative,phase_short_forecast,134.50530555555557,4.803796049997246,0.1231772972193786,0.0277989744405945,0.7058823529411765,1.0,0.685247338998679,0.7183200451359132,5.0,0.5800218213763557,-0.3640798211032276,0.050270954987052,129.9935,139.44474999999997,143.288,0.9731781447155377,1.0727055583548406,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-03-01
105,141,0.0007263920282101,5.41440818380379,0.6834963314794132,turbulent_informative,phase_short_forecast,134.8578888888889,4.688568484313605,0.1228552525662817,0.0269516609545704,0.7352941176470589,1.0,0.7021503982178785,0.7359503073164768,5.0,0.5970982825617336,-0.3704824957334656,0.0645676939223018,130.15983333333332,139.4851666666667,143.288,0.9734602106712822,1.0716452464213873,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-04-01
106,142,0.0007304286654697,5.547234951321634,0.6969511645801296,turbulent_informative,phase_short_forecast,134.9955,4.691922192567895,0.1227300169264902,0.0270264438184112,0.7058823529411765,1.0,0.7046722583338446,0.7321157776091297,5.0,0.588437565071437,-0.381629415457593,0.0360793379281881,130.19558333333333,139.63525,143.288,0.9745076349729216,1.0725037395661785,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-05-01
107,143,0.0007325871364574,5.790530317239714,0.7049111827390317,turbulent_informative,phase_short_forecast,135.0513611111111,4.692601601059421,0.1226792522762431,0.027066346935954,0.7058823529411765,1.0,0.7043914908333111,0.734065674486308,5.0,0.5899493258456582,-0.4007836282148899,0.0192114881996129,130.01466666666667,139.65425000000002,143.288,0.974640235051086,1.0741422762560122,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-06-01
108,144,0.0007387112503446,5.989184941605328,0.6997467749169104,turbulent_informative,phase_short_forecast,135.24552777777777,4.75677557388821,0.1225031265153767,0.0271792430053638,0.7352941176470589,1.0,0.7004904512425416,0.7428050880764516,5.0,0.5745244534705729,-0.4102954571016985,0.029517597354479,129.94925,139.73283333333333,143.288,0.9751886643217388,1.0752877245027064,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-07-01
109,145,0.0007352166243083,5.516878134640809,0.6851844872966935,turbulent_informative,phase_short_forecast,135.50830555555555,4.73107808843376,0.1222655683876696,0.0271148782831193,0.7647058823529411,1.0,0.696216227289923,0.7330935902780635,9.0,0.2824706112700538,-0.4558843586818369,0.0066056880393118,130.08325,139.68158333333332,143.288,0.9748309930582696,1.0737860818616796,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-08-01
110,146,0.0007353033284637,4.927157555530048,0.6682167810197672,turbulent_informative,phase_short_forecast,135.74408333333335,4.602795740845388,0.122053201827704,0.0271164770658689,0.7352941176470589,1.0,0.6734321934069937,0.7107250568682703,5.0,0.5431540110204673,-0.4842307934765169,-0.0088846348198329,130.82858333333334,139.54666666666665,143.288,0.9738894161874452,1.0666374511686092,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-09-01
111,147,0.0007355570568184,4.780028536308308,0.6432828380996531,turbulent_informative,phase_short_forecast,136.0288888888889,4.345630869542533,0.1176441278813325,0.0271211551527295,0.7352941176470589,1.0,0.6340879133178122,0.731078669624383,9.0,0.2535478410508702,-0.4182581027914611,0.1156614127274531,131.3685,139.06066666666666,143.288,0.9704976457670332,1.0585541181231928,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-10-01
112,148,0.0006468581079462,4.361788784189141,0.6177570944051611,turbulent_informative,phase_short_forecast,136.26597222222225,4.10387994251315,0.117439443898014,0.0254334053548925,0.7058823529411765,1.0,0.6526706072719717,0.6935608073154431,5.0,0.4329911363731302,-0.4751695887132053,-0.0119844633444318,132.05133333333333,138.61075,143.288,0.9673576991792752,1.0496732331366083,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-11-01
113,149,0.000583643848106,4.245107538956065,0.5867622751213464,turbulent_informative,phase_short_forecast,136.4275,4.162491758416933,0.117300397647102,0.0241587219882611,0.7058823529411765,1.0,0.6680050275082169,0.7011470030467573,5.0,0.4340599849149051,-0.4519952935020514,0.0019359971061704,131.82991666666666,138.6940833333333,143.288,0.9679392784694693,1.0520683532253363,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2023-12-01
114,150,0.0005752973956005,3.790398037786789,0.5296362749423805,turbulent_informative,phase_short_forecast,136.7747222222222,3.9164729640832534,0.1170026137870668,0.0239853579418886,0.7058823529411765,1.0,0.6413657192714597,0.6381137151397767,5.0,0.4150948714334393,-0.5341539990343253,-0.0687411333691387,132.42033333333333,138.41916666666663,143.288,0.9660206483911188,1.0453014516904502,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-01-01
115,151,0.000564632739503,3.496587823395559,0.4638678072066873,turbulent_informative,phase_short_forecast,136.99149999999997,3.7624423915855503,0.1168174667771359,0.0237620020095746,0.6764705882352942,1.0,0.6002528692022666,0.5931134245692753,5.0,0.3822353492097544,-0.5709349294906965,-0.0727681337129209,133.31775,138.61183333333332,143.288,0.9673652597100476,1.0397102661373547,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-02-01
116,152,0.0005658963138609,3.063555784372882,0.4144529379987817,turbulent_informative,phase_short_forecast,137.34408333333332,3.4150106505039703,0.1056325081349822,0.023788575280184,0.7058823529411765,1.0,0.5101956939259638,0.5634279749120475,5.0,0.3170749243787176,-0.5356211743564879,0.0381259676100334,134.07766666666666,138.50983333333335,143.288,0.9666534066588502,1.0330567109113376,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-03-01
117,153,0.0005393706204054,2.829603424937244,0.3617586944608384,turbulent_informative,phase_short_forecast,137.66602777777777,3.126606391442033,0.0835137047649738,0.0232243540363434,0.6764705882352942,1.0,0.4705696917415407,0.4947925471761366,5.0,0.359575937397306,-0.5683557042128698,0.0078307174138443,134.92866666666666,138.58425,143.288,0.9671727569649936,1.0270927107162795,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-04-01
118,154,0.0005404840921486,2.6451594862770267,0.3171389127823041,turbulent_informative,phase_short_forecast,137.83202777777777,3.031283936681607,0.0834131238244297,0.0232483137484999,0.6764705882352942,1.0,0.4274509537883024,0.4535122150827448,5.0,0.3220740254858745,-0.6010277509435799,0.0005647666018218,135.1556666666667,138.7051666666667,143.288,0.9680166285150656,1.026262309879719,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-05-01
119,155,0.0005535530548879,2.2738477658337297,0.254734587077531,turbulent_informative,phase_short_forecast,138.11905555555558,2.944340012298967,0.0832397814606803,0.0235277082370541,0.6764705882352942,1.0,0.3604429587996721,0.3921269733672919,5.0,0.3146388514048301,-0.6375290953072134,0.0059289323223638,135.4851666666667,139.21775000000002,143.288,0.9715939227290492,1.0275497563693934,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-06-01
120,156,0.0005944125431595,1.977208235119224,0.1962548919263838,turbulent_informative,phase_short_forecast,138.24711111111114,2.790348661784219,0.0831626781029783,0.0243805771703536,0.6764705882352942,1.0,0.234825667436157,0.3928688648830045,5.0,0.2243158472013829,-0.6160938475732225,0.1031028299603984,136.0545,138.95400000000004,143.288,0.969753224275585,1.0213113127459954,10,Производство пищевых продуктов,adj_unsmoothed,36,6,interpretable,0.000515944996748,8.291992382467097,0.7167770849661994,2024-07-01
0,48,0.0006676924759599,7.220717715163294,0.7613506795753529,turbulent_informative,phase_short_forecast,106.45431458333331,4.3089255431308695,0.1681322177504508,0.025839746050608,0.6956521739130435,1.0,0.7721435930168231,0.8135023193272497,5.0,0.5566635040809187,-0.3191204517263792,0.0867498126112814,101.34294375,110.246,115.893,0.951274020001208,1.087850775994456,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-01-01
1,49,0.0006783809918067,7.022759835707135,0.7501225184957121,turbulent_informative,phase_short_forecast,106.77323958333334,4.236900837126294,0.1569288340916413,0.0260457480561937,0.717391304347826,1.0,0.769076750815799,0.8121989229178993,5.0,0.538707397921672,-0.3353535851569058,0.0919387330421611,101.86521875,110.52575,115.893,0.953687884514164,1.0850195126096462,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-02-01
2,50,0.0006855993461916,6.756610107302113,0.7389122443899355,turbulent_informative,phase_short_forecast,107.12309791666668,4.322510134530705,0.1610745052707761,0.0261839520735826,0.717391304347826,1.0,0.772644574494903,0.8210878190778278,6.0,0.4862203839299567,-0.3148089335117556,0.1151698457637264,102.34666875,110.8620625,116.392,0.9524886804935048,1.0832014744984066,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-03-01
3,51,0.0007091751242122,6.647504793056965,0.7273716894307876,turbulent_informative,phase_short_forecast,107.35451458333334,4.310511439540826,0.1607272881533644,0.0266303421722713,0.7391304347826086,1.0,0.7679087585659805,0.8200904167471977,8.0,0.3600831647221404,-0.3764961333148664,0.0576773715652927,102.57854375,111.082625,116.392,0.954383677572342,1.0829031192987668,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-04-01
4,52,0.0007310110112166,6.524505592167651,0.7146199408795402,turbulent_informative,phase_short_forecast,107.69316041666669,4.3895024007444725,0.1627661397639438,0.0270372153007049,0.7391304347826086,1.0,0.7596703774398114,0.8277327493558153,6.0,0.4582128369345182,-0.3334306029773105,0.1242499764542807,103.02491875,111.688,116.666,0.9573311847496272,1.0840872417577128,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-05-01
5,53,0.0007626471801604,6.579937654841594,0.7098043064528642,turbulent_informative,phase_short_forecast,107.95450416666668,4.288550345200108,0.1623721042054713,0.0276160674275042,0.7391304347826086,1.0,0.7468607326594465,0.8179186033857051,6.0,0.4603447439916084,-0.4153736608795967,0.0542272515674011,103.47795,111.9096875,116.666,0.959231374179281,1.0814834223136425,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-06-01
6,54,0.0007527351972763,6.350082169867031,0.7008029692263117,turbulent_informative,phase_short_forecast,108.18769166666664,4.211649775910925,0.1620221277482041,0.0274360200699069,0.717391304347826,1.0,0.7353365063560247,0.8028283533209547,6.0,0.4720678644742761,-0.4060901079856165,0.0692655628388738,103.77995,112.2206875,116.666,0.9618971036977354,1.0813330272369566,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-07-01
7,55,0.0007876313800954,6.33385485052519,0.6880911591202926,turbulent_informative,phase_short_forecast,108.57229166666666,4.210518039972107,0.1574619061416453,0.0280647711570112,0.7391304347826086,1.0,0.714131868209177,0.7842905617492119,11.0,0.1499512547924373,-0.372322871372066,0.1057035599054141,104.65825,112.7581875,117.598,0.9588444318780932,1.0773941614731757,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-08-01
8,56,0.0007937779314681,6.280267751443433,0.674875622999335,turbulent_informative,phase_short_forecast,108.88027083333334,4.201894075590511,0.1570165087683279,0.028174064873003,0.7391304347826086,1.0,0.7160542085842111,0.7695464194741793,6.0,0.4508237144969402,-0.4124672529585642,0.0765448135937713,104.840375,113.1264375,117.598,0.9619758626847394,1.079035033020437,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-09-01
9,57,0.0007904744420191,6.203918515329474,0.664096226766855,turbulent_informative,phase_short_forecast,109.20220833333332,4.216980539825134,0.1565536105992973,0.02811537732308,0.7391304347826086,1.0,0.7134548823888472,0.7793730538895405,11.0,0.1599813494867689,-0.3652995926008859,0.1286269653642456,105.33775,113.57825,117.598,0.9658178710522288,1.078229314751834,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-10-01
10,58,0.0007730650711452,6.076307790863911,0.6541777627279598,turbulent_informative,phase_short_forecast,109.52010416666666,4.123241404119979,0.1505659634408827,0.0278040477475003,0.7391304347826086,1.0,0.7171951955003397,0.7759819168469917,6.0,0.4585416752161583,-0.392096436178631,0.0893071913589829,105.916375,113.83675,117.598,0.9680160376877156,1.0747795135549154,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-11-01
11,59,0.0007689996862568,5.8161866446297,0.6503812398638195,turbulent_informative,phase_short_forecast,109.770375,4.14480914631482,0.1502226807551672,0.0277308435907894,0.7608695652173914,1.0,0.7183654166990696,0.7811512111942575,6.0,0.451692650168401,-0.4244776837631029,0.065634302797031,106.06825,114.0869375,117.598,0.9701435185972552,1.0755993193062017,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2015-12-01
12,60,0.0007707791457022,5.54319225480219,0.6475370068498874,turbulent_informative,phase_short_forecast,110.106625,4.2235241930614045,0.1623880488571872,0.0277629095323651,0.7391304347826086,1.0,0.7145254461987706,0.7775479467095581,8.0,0.3675052750459824,-0.3977981022073968,0.0989781412768934,106.3176875,114.7011875,118.988,0.9639727325444584,1.0788532952242778,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-01-01
13,61,0.0007730822198293,5.472306768162891,0.6508158341192258,turbulent_informative,phase_short_forecast,110.45922916666666,4.16362187203833,0.1536041861599387,0.0278043561304588,0.7608695652173914,1.0,0.7105937860444788,0.7773720250671005,8.0,0.3655740748355925,-0.3833112349404762,0.1247706230113882,106.9370625,115.2330625,118.988,0.9684427211147344,1.0775783419336025,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-02-01
14,62,0.0007663954201508,5.553003377517027,0.664644504375846,turbulent_informative,phase_short_forecast,110.773875,4.083960555356567,0.1341200711810433,0.0276838476399302,0.7391304347826086,1.0,0.7100082278743611,0.7750590548654657,9.0,0.4013040674539824,-0.3997252765861273,0.0975381030309499,107.2098125,115.4229375,118.988,0.9700384702659092,1.076607959742491,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-03-01
15,63,0.0007759029800163,5.704942356849272,0.6764671724938692,turbulent_informative,phase_short_forecast,111.0981875,4.186810866957937,0.1431166462549175,0.0278550350927146,0.7391304347826086,1.0,0.7123876682308625,0.7860280558804938,6.0,0.512913317126417,-0.3513569025214333,0.1483329581045404,107.404375,116.0010625,120.031,0.9664258608192884,1.0800403847608628,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-04-01
16,64,0.0007786700432155,5.861731705688748,0.6887793495547495,turbulent_informative,phase_short_forecast,111.38289583333334,4.177379238428,0.142750822566077,0.0279046598835316,0.7608695652173914,1.0,0.7200064124815814,0.7934201389950989,11.0,0.282142465631719,-0.3649462127433833,0.1316661361555599,107.774,116.1286875,120.031,0.9674891278086494,1.0775204362833335,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-05-01
17,65,0.000782776598737,6.320812040740024,0.7087377696794638,turbulent_informative,phase_short_forecast,111.59225,4.171758794261719,0.1424830129332458,0.0279781450195878,0.7391304347826086,1.0,0.7223209003975871,0.7876511525357878,6.0,0.5523588234006981,-0.396646700524704,0.080853371774451,107.92875,116.32225,120.031,0.969101732052553,1.0777688984631064,10,Производство пищевых продуктов,adj_unsmoothed,48,6,interpretable,0.0005219849928328,7.57335142547494,0.7905111941263302,2016-06-01
