start,end,var_omega,cond_scaled,mean_abs_pair_corr,regime_label,preferred_tool,mean_x,std_x,rel_range,omega_std,turning_rate,unique_ratio,lag1_autocorr,lag2_autocorr,dominant_period,dominant_acf,corr_omega_x,corr_omega_lag1,start_mean,end_mean,max_x,collapse_ratio,growth_ratio,series_code,series_name,variant,window,lags,interpretability_label,var_q10_threshold,cond_q90_threshold,corr_q90_threshold,center_date
11,35,1.2557107185101491e-05,3.743769222480235,0.3184335821508571,plateau_degenerate,do_not_read_regression,101.52229166666666,0.4164125037314412,0.0146667295975636,0.0035436008783582,0.4545454545454545,0.9583333333333334,0.6148739046445768,0.3901072292321016,17.0,0.2175084283709962,-0.3822324769575197,-0.1441514862538991,101.7135,101.725125,102.261,0.9947597324493208,1.0001142916132075,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2014-12-01
12,36,1.299909447303187e-05,3.6073805816526097,0.3356682400139592,plateau_degenerate,do_not_read_regression,101.53316666666666,0.4231422797226576,0.0146651586755722,0.0036054256992804,0.4545454545454545,0.9583333333333334,0.6292668311652833,0.4281385168009159,17.0,0.1659117086667715,-0.4105439709310409,-0.1999943787354339,101.694625,101.782625,102.261,0.9953220191470844,1.000865335803146,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-01-01
13,37,1.5466544315412578e-05,4.390209083647639,0.3643699172487797,plateau_degenerate,do_not_read_regression,101.572,0.4859699064756986,0.0195132516835348,0.0039327527656099,0.5,0.9583333333333334,0.6335715648428387,0.5410245249069803,19.0,0.1682045983752286,-0.2813188170709295,-0.0028951740325282,101.610875,101.927,102.754,0.9919516515172158,1.0031111335277842,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-02-01
14,38,1.6097957440300777e-05,4.998343406828696,0.3860677864928571,plateau_degenerate,do_not_read_regression,101.60508333333333,0.512894475555698,0.0195068980308563,0.0040122259956663,0.5,0.9583333333333334,0.6802582053083421,0.5664818583027941,17.0,0.0150036321001479,-0.3421695129503836,-0.0442259787543735,101.507625,102.055,102.754,0.9931973451155186,1.005392452044859,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-03-01
15,39,1.7316202517041827e-05,5.86306924650405,0.4312506353921415,plateau_degenerate,do_not_read_regression,101.66554166666668,0.5817340442709945,0.0217576178097051,0.0041612741458646,0.5454545454545454,0.9583333333333334,0.7189652509786255,0.6820326842822213,2.0,0.5661181051371799,-0.2330678494703114,0.1051270604296167,101.418,102.26,102.984,0.9929697817136642,1.0083022737581098,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-04-01
16,40,1.6552375013958635e-05,6.817501957482933,0.5332695521255173,plateau_degenerate,do_not_read_regression,101.71516666666666,0.6226210502562697,0.0217470026593869,0.0040684610129579,0.5909090909090909,0.9583333333333334,0.7719740983796733,0.7314676590031054,2.0,0.597428573318912,-0.2693631045455049,0.0616457508674733,101.3315,102.364375,102.984,0.9939832886662008,1.0101930298081052,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-05-01
17,41,1.6604227760013864e-05,9.235826571726424,0.6845148117606187,plateau_degenerate,do_not_read_regression,101.737875,0.6467004273296341,0.0217421486344194,0.0040748285559043,0.5454545454545454,0.9583333333333334,0.790760589312759,0.8150329835254051,2.0,0.7008756431952513,-0.2136851177447732,0.1404208966021967,101.217875,102.4985,102.984,0.9952856754447292,1.0126521624762426,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-06-01
18,42,1.1735629927563111e-05,9.995892550362312,0.7906879877748142,plateau_degenerate,do_not_read_regression,101.77125,0.6902342144760222,0.022157534667207,0.0034257305684427,0.5454545454545454,0.9583333333333334,0.867106919426943,0.8743430911965925,2.0,0.7444461369850705,-0.1217768062453241,0.1645703965198043,101.102,102.59875,103.027,0.9958433226241664,1.014804355996914,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-07-01
19,43,1.255563981991497e-05,10.590524781814924,0.8191699722909048,plateau_degenerate,do_not_read_regression,101.87475,0.7713846451889822,0.0281325843744401,0.0035433938279444,0.5,0.9583333333333334,0.8874294332307527,0.8747395246099843,2.0,0.6837472158903988,-0.0177090857677891,0.2053868733469492,101.12825,102.770875,103.638,0.991633136494336,1.0162429884824469,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-08-01
20,44,1.946267754125913e-05,10.82879723758284,0.8496732394939411,plateau_degenerate,do_not_read_regression,101.90929166666668,0.7726588552506343,0.0281230489696106,0.0044116524728563,0.5454545454545454,0.9583333333333334,0.8309536101686168,0.8667046019049011,2.0,0.688920623684665,-0.3693771745853854,-0.113417818498979,101.12225,102.823,103.638,0.9921360890792952,1.016818751560611,06,Добыча сырой нефти и природного,adj_unsmoothed,24,6,plateau_degenerate,1.3026372466563196e-05,15.876474564777798,0.816924066668326,2015-09-01
