start,end,var_omega,cond_scaled,mean_abs_pair_corr,regime_label,preferred_tool,mean_x,std_x,rel_range,omega_std,turning_rate,unique_ratio,lag1_autocorr,lag2_autocorr,dominant_period,dominant_acf,corr_omega_x,corr_omega_lag1,start_mean,end_mean,max_x,collapse_ratio,growth_ratio,series_code,series_name,variant,window,lags,interpretability_label,var_q10_threshold,cond_q90_threshold,corr_q90_threshold
11,35,0.0004496176131809215,4.673047654711938,0.5841479632257075,turbulent_informative,phase_short_forecast,107.83479166666666,3.816730374058912,0.11557494392463775,0.021204188576338438,0.45454545454545453,1.0,0.8179206064900068,0.588496262733163,9.0,0.15446273084454473,-0.2893574886841136,-0.3210600848292986,104.287,109.970375,114.524,0.9602386835947051,1.0544974445520534,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
12,36,0.0004212566138351096,5.869122523094601,0.61415759613918,turbulent_informative,phase_short_forecast,108.22854166666667,3.9597529276791854,0.1151544667245431,0.020524536872609564,0.45454545454545453,1.0,0.836242000877603,0.6326261254963557,10.0,0.16681989997849317,-0.19866786938464095,-0.27182446509836017,104.38625,111.022875,114.524,0.9694288969997555,1.0635775784645967,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
13,37,0.00036958490115384073,6.246338060515089,0.6534258515178748,turbulent_informative,phase_short_forecast,108.76666666666667,4.019758996368922,0.12263867606497088,0.01922459105296757,0.4090909090909091,1.0,0.8642519334948442,0.6537391972094971,11.0,0.2568176869377568,-0.1961873155342157,-0.3265826662137836,104.804125,112.203875,115.4,0.9723039428076256,1.0706055224448465,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
14,38,0.0003779077830948849,6.467386074318113,0.6907020425041804,turbulent_informative,phase_short_forecast,109.03033333333333,4.070955996104873,0.12234210051637005,0.01943985038766721,0.45454545454545453,1.0,0.8649776258435474,0.6731731585825481,12.0,0.24454319722238757,-0.32708173845330435,-0.4149104183873854,104.971875,113.098625,115.4,0.9800574090121317,1.0774183561072908,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
15,39,0.00038199227860783716,6.304782540603659,0.6901406987173081,turbulent_informative,phase_short_forecast,109.48808333333334,4.163104790064208,0.12348375812588429,0.019544622754298357,0.5,1.0,0.8610616414702831,0.6920246687083857,11.0,0.19818152389555835,-0.3542996381876318,-0.36507722523912395,105.902625,113.84087500000001,115.581,0.9849445410577864,1.0749580097754896,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
16,40,0.0003704003318231441,6.027179010520601,0.6832817152271699,turbulent_informative,phase_short_forecast,110.01225,4.133516271993293,0.12494063161147954,0.019245787378622474,0.45454545454545453,1.0,0.8594643530583573,0.6757087829097789,10.0,0.10693754651153073,-0.2746695988134276,-0.3086289155815556,107.23474999999999,114.59887499999999,115.806,0.9895763172892595,1.0686729348462136,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
17,41,0.0003766653858799678,5.458920277577376,0.6721852694200773,turbulent_informative,phase_short_forecast,110.74149999999999,4.209582708931294,0.13077301643918496,0.01940786917412542,0.45454545454545453,1.0,0.8581510054893425,0.6832547997824173,8.0,0.09892744380042803,-0.17270113858413416,-0.21288636288261822,108.41775000000001,115.24225,119.563,0.9638621479889263,1.0629463348944244,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
18,42,0.00040560810200062286,5.324583370704466,0.6644345311808211,turbulent_informative,phase_short_forecast,111.24258333333334,4.221701769001322,0.12630055486845188,0.020139714546155388,0.45454545454545453,1.0,0.8539772001194375,0.6824182953462822,8.0,0.16333884377545047,-0.2962566262081516,-0.307010669695039,109.102875,115.565125,119.563,0.9665626071610782,1.0592307947888633,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
19,43,0.0004110793711709623,5.129464663769572,0.6702130604244659,turbulent_informative,phase_short_forecast,111.68299999999999,4.161941273812819,0.1258024945604971,0.020275092383783663,0.4090909090909091,1.0,0.8490684710171061,0.665949532442838,8.0,0.14769555059812003,-0.3397570865767859,-0.3482070101214757,109.24700000000001,115.831625,119.563,0.9687915575888862,1.0602728221369921,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
20,44,0.0004303132541682001,5.2132918083645245,0.6917175795686732,turbulent_informative,phase_short_forecast,112.25337499999999,4.214957105480632,0.12358648459344769,0.02074399320690691,0.45454545454545453,1.0,0.8384263161376142,0.6754413233293199,7.0,0.14160804934029814,-0.24612896190613393,-0.2344040185122367,109.2765,116.46075,119.563,0.9740534278999357,1.065743778397002,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
21,45,0.0004365422550290995,5.326718705772159,0.7403137034097679,turbulent_informative,phase_short_forecast,112.74029166666666,4.118451089094527,0.12305272405199713,0.020893593636067003,0.5,1.0,0.8365223506982133,0.7163646860367517,2.0,0.6236969585274549,-0.22557013378455085,-0.17081163810965316,109.292,116.725,119.563,0.976263559796927,1.0680104673718112,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
22,46,0.0004013935854821216,5.727191195895215,0.7679825209708523,turbulent_informative,phase_short_forecast,113.04699999999998,4.016568684835354,0.12271886914292292,0.020034809344790922,0.5,1.0,0.8483338558644388,0.7389935025419779,2.0,0.7113523490989547,-0.26270875561335466,-0.20329550472121335,109.0205,117.021875,119.563,0.9787465603907562,1.073393306763407,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
23,47,0.0003912222664371612,5.73836710341839,0.7755785338953283,turbulent_informative,phase_short_forecast,113.17616666666667,4.031956510871063,0.12257881149888745,0.019779339383234243,0.45454545454545453,1.0,0.8536632155491501,0.7379112499048607,2.0,0.7260578555615462,-0.2604370980383456,-0.2180535842806132,108.72075000000001,116.966875,119.563,0.978286551859689,1.0758468369653447,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
24,48,0.00039474152478909987,5.818249129308378,0.7936805256809304,turbulent_informative,phase_short_forecast,113.35241666666666,4.149735593149949,0.12238821551371135,0.0198681032005851,0.5,1.0,0.8564408897662339,0.7533608363879348,2.0,0.7135193101483636,-0.23810704753915424,-0.17887653226586211,108.203125,117.25525,119.563,0.9806984602259896,1.0836586281588447,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
25,49,0.00043417807481384085,5.850716272178191,0.810698237615051,turbulent_informative,phase_short_forecast,113.80508333333334,4.5031930700769305,0.14673334011881423,0.020836940149979815,0.5,1.0,0.8576648498679703,0.7468919185160532,8.0,0.09484296312934085,-0.2209890196612205,-0.18444498566681872,108.5645,117.60849999999999,122.389,0.9609401171673925,1.0833053161945203,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
26,50,0.00036501639210479933,5.493901842624612,0.7952558320247506,turbulent_informative,phase_short_forecast,114.33441666666666,4.825956951015576,0.153724490948701,0.01910540217071599,0.5,1.0,0.8887348275987004,0.7760635445123663,8.0,0.12529601648249794,-0.28025226560601535,-0.20859528170536357,109.05975000000001,118.378375,123.266,0.9603489607839956,1.085445134433189,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
27,51,0.00036536076035305066,5.059976664490939,0.7418649135093296,turbulent_informative,phase_short_forecast,114.97208333333333,4.794239980753526,0.15287189281456012,0.01911441237268493,0.5,1.0,0.8869118999815665,0.7729612713066343,6.0,0.1539472839156829,-0.37834459382814023,-0.2943456144497907,109.970375,119.11425,123.266,0.9663187740333912,1.083148529774496,05,Добыча угля,adj_unsmoothed,24,3,collinearity_heavy,0.0002661188779000506,6.332175360559282,0.7415546714894172
28,52,0.00036809836667308884,4.6956670332185935,0.7058565083061237,turbulent_informative,phase_short_forecast,115.63799999999999,4.571691408366638,0.15199155986786358,0.019185889780593674,0.45454545454545453,1.0,0.8748541512679652,0.746122886580515,8.0,0.1613488973484622,-0.4853870653055163,-0.3829628184745082,111.022875,119.430375,123.266,0.9688833498288254,1.0757276372098994,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
29,53,0.000365945924551606,4.567084673430184,0.6749122881940712,turbulent_informative,phase_short_forecast,116.30079166666667,4.261982685902249,0.15112536852178213,0.019129713133019168,0.45454545454545453,1.0,0.8541753241496857,0.7187617312629884,8.0,0.18585100817155922,-0.3747313328968125,-0.27006516570774,112.203875,119.9735,123.266,0.9732894715493323,1.0692456031487327,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
30,54,0.00033071971293035856,4.838923442684965,0.6771818175579014,turbulent_informative,phase_short_forecast,117.07233333333333,3.934783493267308,0.12440172315121414,0.0181857007819429,0.45454545454545453,1.0,0.8392885351002497,0.6733810270097282,2.0,0.4702062863801117,-0.36137147059560587,-0.2806623456523466,113.098625,121.09649999999999,124.207,0.9749571280201599,1.070715934875424,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
31,55,0.0003325332419617031,5.040690747065784,0.6983612243081763,turbulent_informative,phase_short_forecast,117.66666666666667,3.8439379294618616,0.12293201133144466,0.018235494014742323,0.5,1.0,0.8311878458090379,0.6927498252256606,10.0,0.016277161294110935,-0.21691832175204376,-0.14234408519999664,113.84087500000001,122.19225,124.207,0.9837790945759901,1.073360073875047,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
32,56,0.00027964324936028106,5.290586070243137,0.7191536232732276,turbulent_informative,phase_short_forecast,118.19712499999999,3.583340181921749,0.09610216830570115,0.016722537168751668,0.5,1.0,0.8483140687678407,0.7016836675081699,2.0,0.5924231689906152,-0.27821109799576965,-0.23890477361213977,114.59887499999999,122.73724999999999,124.207,0.9881669310103295,1.0710161858046163,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
33,57,0.00029417398489665214,5.510182344735179,0.7278068673940555,turbulent_informative,phase_short_forecast,118.45308333333332,3.5230020332649374,0.09589450675619106,0.017151500951714173,0.45454545454545453,1.0,0.8380226663747448,0.6751456760846177,2.0,0.5987464520122203,-0.3468001683921011,-0.32337474913944514,115.24225,122.5085,124.207,0.9863252473693109,1.0630519622794592,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
34,58,0.0002935337388912385,5.5107765131955455,0.7148932875779986,turbulent_informative,phase_short_forecast,118.74616666666667,3.476218631246058,0.09565782474381625,0.017132826354435467,0.45454545454545453,1.0,0.8305742180622712,0.6645256903331193,2.0,0.5887515586037361,-0.3563970719191832,-0.3100058639612468,115.565125,122.29499999999999,124.207,0.9846063426376935,1.058234480341712,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
35,59,0.00032197357117821977,5.543880180580512,0.6930596526674334,turbulent_informative,phase_short_forecast,118.94154166666668,3.335541722358936,0.09550069589507726,0.01794362201948703,0.5,1.0,0.7997162409434003,0.6315849536569741,2.0,0.5730392061173859,-0.37159420719937747,-0.3135787508802107,115.831625,121.87875,124.207,0.9812550822417416,1.0522061656305002,05,Добыча угля,adj_unsmoothed,24,3,interpretable,0.0002661188779000506,6.332175360559282,0.7415546714894172
