variant,reading_mode,window_share
adj_unsmoothed,beta_bsum_caution,0.10837582791161128
adj_unsmoothed,current_state,0.0016411699196999003
adj_unsmoothed,do_not_read,0.20854580622472305
adj_unsmoothed,memory_structure,0.0024617548795498505
adj_unsmoothed,phase_caution,0.6789754410644159
