model,case,regime,start,end,window,lags,period,rho,rho_band,no_model,b_sum,R2_enter,selected,selected_count,hit_rate,false_lag_count,false_lag_rate
base,base_a_2_2,затухающие колебания,0,15,15,3,4,3.75,rho>=2,0,1.4814538484841933e-15,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,1,16,15,3,4,3.75,rho>=2,0,7.771561172376096e-16,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,2,17,15,3,4,3.75,rho>=2,0,1.2351231148954867e-15,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,3,18,15,3,4,3.75,rho>=2,0,3.469446951953614e-16,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,4,19,15,3,4,3.75,rho>=2,0,1.1657341758564144e-15,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,5,20,15,3,4,3.75,rho>=2,0,3.0531133177191805e-16,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,6,21,15,3,4,3.75,rho>=2,0,8.756884106730922e-15,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,7,22,15,3,4,3.75,rho>=2,0,5.984102102729594e-14,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,8,23,15,3,4,3.75,rho>=2,0,8.526512829121202e-14,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,9,24,15,3,4,3.75,rho>=2,0,1.1937117960769683e-12,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,10,25,15,3,4,3.75,rho>=2,0,-6.821210263296962e-13,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,11,26,15,3,4,3.75,rho>=2,0,1.4551915228366852e-11,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,12,27,15,3,4,3.75,rho>=2,0,-5.093170329928398e-11,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,13,28,15,3,4,3.75,rho>=2,0,1.979060471057892e-09,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,14,29,15,3,4,3.75,rho>=2,0,2.9103830456733704e-09,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,15,30,15,3,4,3.75,rho>=2,0,6.332993507385254e-08,0.9999999999999881,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,16,31,15,3,4,3.75,rho>=2,0,6.891787052154541e-08,0.9999999999999463,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,17,32,15,3,4,3.75,rho>=2,0,-7.152557373046875e-07,0.9999999998137831,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,18,33,15,3,4,3.75,rho>=2,0,-2.6226043701171875e-06,0.9999999999896584,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,19,34,15,3,4,3.75,rho>=2,0,-0.0001392364501953125,0.9999999822498123,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,20,35,15,3,4,3.75,rho>=2,0,0.000133514404296875,0.999999956642131,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,21,36,15,3,4,3.75,rho>=2,0,-0.0037841796875,0.9999395175918577,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,22,37,15,3,4,3.75,rho>=2,0,0.0040283203125,0.9999660499812182,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,23,38,15,3,4,3.75,rho>=2,0,0.842562254954828,1.0,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,24,39,15,3,4,3.75,rho>=2,0,0.8425624787341803,0.9999999999999991,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,25,40,15,3,4,3.75,rho>=2,0,0.8425623828079551,0.9999999999999952,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,26,41,15,3,4,3.75,rho>=2,0,0.8425626717507839,0.999999999999994,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,27,42,15,3,4,3.75,rho>=2,0,0.8425620030611753,0.9999999999998636,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,28,43,15,3,4,3.75,rho>=2,0,0.8425678312778473,0.9999999999977376,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,29,44,15,3,4,3.75,rho>=2,0,0.8425577208399773,0.9999999999966662,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,30,45,15,3,4,3.75,rho>=2,0,0.8425663709640503,0.9999999999135252,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,31,46,15,3,4,3.75,rho>=2,0,0.8424980640411377,0.9999999999627565,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,32,47,15,3,4,3.75,rho>=2,0,0.8425965309143066,0.9999999905567609,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,33,48,15,3,4,3.75,rho>=2,0,0.8426704406738281,0.9999999958416481,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,34,49,15,3,4,3.75,rho>=2,0,0.8430385589599609,0.9999998000023146,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,35,50,15,3,4,3.75,rho>=2,0,0.8429546356201172,0.9999991120299677,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,36,51,15,3,4,3.75,rho>=2,0,0.8429718017578125,0.9999997222281602,['X_n'],1.0,1.0,0.0,0.0
base,base_a_2_2,затухающие колебания,37,52,15,3,4,3.75,rho>=2,0,0.8370361328125,0.9999984953653474,"['X_n', 'Lag_1']",2.0,1.0,1.0,0.5
base,base_a_2_2,затухающие колебания,38,53,15,3,4,3.75,rho>=2,0,0.8599853515625,0.9997171189413467,"['X_n', 'Lag_1']",2.0,1.0,1.0,0.5
base,base_a_2_2,затухающие колебания,39,54,15,3,4,3.75,rho>=2,0,1.0615234375,0.9999562972987539,"['X_n', 'Lag_1']",2.0,1.0,1.0,0.5
base,base_a_2_2,затухающие колебания,40,55,15,3,4,3.75,rho>=2,0,0.446441650390625,0.9999978659737563,"['X_n', 'Lag_1', 'Lag_2']",3.0,1.0,2.0,0.6666666666666666
base,base_a_2_2,затухающие колебания,41,56,15,3,4,3.75,rho>=2,0,0.6116548042704629,1.0,"['X_n', 'Lag_1', 'Lag_3', 'Lag_2']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,42,57,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_1', 'X_n', 'Lag_2', 'Lag_3']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,43,58,15,3,4,3.75,rho>=2,0,0.6116548042704625,1.0,"['X_n', 'Lag_1', 'Lag_3', 'Lag_2']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,44,59,15,3,4,3.75,rho>=2,0,0.6116548042704618,1.0,"['Lag_1', 'Lag_2', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,45,60,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,46,61,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,47,62,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,48,63,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,49,64,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,50,65,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,51,66,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,52,67,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,53,68,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,54,69,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,55,70,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,56,71,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,57,72,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,58,73,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,59,74,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,60,75,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,61,76,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,62,77,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,63,78,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,64,79,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,65,80,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,66,81,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,67,82,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,68,83,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,69,84,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,70,85,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,71,86,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,72,87,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,73,88,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,74,89,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,75,90,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,76,91,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,77,92,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,78,93,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,79,94,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,80,95,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,81,96,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,82,97,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,83,98,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,84,99,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,85,100,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,86,101,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,87,102,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,88,103,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,89,104,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,90,105,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,91,106,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,92,107,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,93,108,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,94,109,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,95,110,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,96,111,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,97,112,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,98,113,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,99,114,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,100,115,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,101,116,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,102,117,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,103,118,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,104,119,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,105,120,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,106,121,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,107,122,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,108,123,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,109,124,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,110,125,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,111,126,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,112,127,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,113,128,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,114,129,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,115,130,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,116,131,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,117,132,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,118,133,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,119,134,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,120,135,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,121,136,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,122,137,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,123,138,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,124,139,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,125,140,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,126,141,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,127,142,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,128,143,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,129,144,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,130,145,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,131,146,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,132,147,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,133,148,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,134,149,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,135,150,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,136,151,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,137,152,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,138,153,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,139,154,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,140,155,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,141,156,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,142,157,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,143,158,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,144,159,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,145,160,15,3,4,3.75,rho>=2,0,0.611654804270462,1.0,"['Lag_2', 'Lag_1', 'Lag_3', 'X_n']",4.0,1.0,3.0,0.75
base,base_a_2_2,затухающие колебания,146,161,15,3,4,3.75,rho>=2,0,0.6116548042704624,1.0,"['Lag_3', 'Lag_2', 'Lag_1', 'X_n']",4.0,1.0,3.0,0.75
