model,case,regime,start,end,window,lags,period,rho,rho_band,no_model,b_sum,R2_enter,selected,selected_count,hit_rate,false_lag_count,false_lag_rate
delay,delay_g_1_05,цикл,67,82,15,5,6,2.5,rho>=2,0,-1.0500000000001957,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,68,83,15,5,6,2.5,rho>=2,0,-1.0499999999998835,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,69,84,15,5,6,2.5,rho>=2,0,-1.050000000000061,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,70,85,15,5,6,2.5,rho>=2,0,-1.0499999999999172,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,71,86,15,5,6,2.5,rho>=2,0,-1.049999999999896,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,72,87,15,5,6,2.5,rho>=2,0,-1.0500000000001037,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,73,88,15,5,6,2.5,rho>=2,0,-1.050000000000244,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,74,89,15,5,6,2.5,rho>=2,0,-1.0500000000002174,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,75,90,15,5,6,2.5,rho>=2,0,-1.0499999999996703,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,76,91,15,5,6,2.5,rho>=2,0,-1.0499999999998924,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,77,92,15,5,6,2.5,rho>=2,0,-1.0499999999997476,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,78,93,15,5,6,2.5,rho>=2,0,-1.04999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,79,94,15,5,6,2.5,rho>=2,0,-1.049999999999926,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,80,95,15,5,6,2.5,rho>=2,0,-1.0499999999996348,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,81,96,15,5,6,2.5,rho>=2,0,-1.0500000000006864,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,82,97,15,5,6,2.5,rho>=2,0,-1.0500000000001966,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,83,98,15,5,6,2.5,rho>=2,0,-1.0500000000003595,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,84,99,15,5,6,2.5,rho>=2,0,-1.0500000000000114,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,85,100,15,5,6,2.5,rho>=2,0,-1.0499999999998266,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,86,101,15,5,6,2.5,rho>=2,0,-1.0499999999997556,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,87,102,15,5,6,2.5,rho>=2,0,-1.0500000000002743,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,88,103,15,5,6,2.5,rho>=2,0,-1.050000000000023,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,89,104,15,5,6,2.5,rho>=2,0,-1.0500000000005798,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,90,105,15,5,6,2.5,rho>=2,0,-1.049999999999919,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,91,106,15,5,6,2.5,rho>=2,0,-1.0500000000000602,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,92,107,15,5,6,2.5,rho>=2,0,-1.0500000000002006,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,93,108,15,5,6,2.5,rho>=2,0,-1.0500000000001428,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,94,109,15,5,6,2.5,rho>=2,0,-1.0500000000003509,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,95,110,15,5,6,2.5,rho>=2,0,-1.0499999999999545,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,96,111,15,5,6,2.5,rho>=2,0,-1.0500000000002583,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,97,112,15,5,6,2.5,rho>=2,0,-1.0500000000000829,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,98,113,15,5,6,2.5,rho>=2,0,-1.0500000000000043,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,99,114,15,5,6,2.5,rho>=2,0,-1.0499999999995282,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,100,115,15,5,6,2.5,rho>=2,0,-1.0500000000000824,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,101,116,15,5,6,2.5,rho>=2,0,-1.050000000000015,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,102,117,15,5,6,2.5,rho>=2,0,-1.050000000000061,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,103,118,15,5,6,2.5,rho>=2,0,-1.049999999999848,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,104,119,15,5,6,2.5,rho>=2,0,-1.0500000000009475,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,105,120,15,5,6,2.5,rho>=2,0,-1.050000000000196,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,106,121,15,5,6,2.5,rho>=2,0,-1.0500000000001108,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,107,122,15,5,6,2.5,rho>=2,0,-1.0500000000006562,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,108,123,15,5,6,2.5,rho>=2,0,-1.0499999999999474,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,109,124,15,5,6,2.5,rho>=2,0,-1.0499999999996206,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,110,125,15,5,6,2.5,rho>=2,0,-1.0499999999998444,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,111,126,15,5,6,2.5,rho>=2,0,-1.0499999999996348,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,112,127,15,5,6,2.5,rho>=2,0,-1.0499999999995495,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,113,128,15,5,6,2.5,rho>=2,0,-1.0499999999993146,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,114,129,15,5,6,2.5,rho>=2,0,-1.0500000000000966,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,115,130,15,5,6,2.5,rho>=2,0,-1.049999999999926,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,116,131,15,5,6,2.5,rho>=2,0,-1.0499999999999368,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,117,132,15,5,6,2.5,rho>=2,0,-1.0499999999998764,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,118,133,15,5,6,2.5,rho>=2,0,-1.050000000000452,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,119,134,15,5,6,2.5,rho>=2,0,-1.0499999999998622,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,120,135,15,5,6,2.5,rho>=2,0,-1.0500000000002387,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,121,136,15,5,6,2.5,rho>=2,0,-1.0500000000001677,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,122,137,15,5,6,2.5,rho>=2,0,-1.0500000000000345,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,123,138,15,5,6,2.5,rho>=2,0,-1.050000000000054,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,124,139,15,5,6,2.5,rho>=2,0,-1.0500000000000327,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,125,140,15,5,6,2.5,rho>=2,0,-1.0500000000001695,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,126,141,15,5,6,2.5,rho>=2,0,-1.050000000000109,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,127,142,15,5,6,2.5,rho>=2,0,-1.050000000000125,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,128,143,15,5,6,2.5,rho>=2,0,-1.050000000000141,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,129,144,15,5,6,2.5,rho>=2,0,-1.0500000000004341,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,130,145,15,5,6,2.5,rho>=2,0,-1.0500000000002032,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,131,146,15,5,6,2.5,rho>=2,0,-1.0500000000003684,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,132,147,15,5,6,2.5,rho>=2,0,-1.0500000000001748,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,133,148,15,5,6,2.5,rho>=2,0,-1.050000000000118,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,134,149,15,5,6,2.5,rho>=2,0,-1.0499999999999967,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,135,150,15,5,6,2.5,rho>=2,0,-1.0499999999995406,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,136,151,15,5,6,2.5,rho>=2,0,-1.049999999999585,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,137,152,15,5,6,2.5,rho>=2,0,-1.0499999999997929,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,138,153,15,5,6,2.5,rho>=2,0,-1.0499999999996206,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,139,154,15,5,6,2.5,rho>=2,0,-1.0500000000002387,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,140,155,15,5,6,2.5,rho>=2,0,-1.04999999999972,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,141,156,15,5,6,2.5,rho>=2,0,-1.0500000000004923,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,142,157,15,5,6,2.5,rho>=2,0,-1.050000000000054,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,143,158,15,5,6,2.5,rho>=2,0,-1.0499999999996703,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,144,159,15,5,6,2.5,rho>=2,0,-1.0499999999998257,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,145,160,15,5,6,2.5,rho>=2,0,-1.0500000000000966,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,146,161,15,5,6,2.5,rho>=2,0,-1.0499999999998124,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,147,162,15,5,6,2.5,rho>=2,0,-1.0499999999999474,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,148,163,15,5,6,2.5,rho>=2,0,-1.0499999999997627,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,149,164,15,5,6,2.5,rho>=2,0,-1.0499999999999972,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,150,165,15,5,6,2.5,rho>=2,0,-1.0500000000005905,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,151,166,15,5,6,2.5,rho>=2,0,-1.0500000000000682,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,152,167,15,5,6,2.5,rho>=2,0,-1.050000000000196,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,153,168,15,5,6,2.5,rho>=2,0,-1.050000000000157,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,154,169,15,5,6,2.5,rho>=2,0,-1.049999999999713,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,155,170,15,5,6,2.5,rho>=2,0,-1.0500000000003098,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,156,171,15,5,6,2.5,rho>=2,0,-1.049999999999887,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,157,172,15,5,6,2.5,rho>=2,0,-1.0499999999999474,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,158,173,15,5,6,2.5,rho>=2,0,-1.0500000000000824,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,159,174,15,5,6,2.5,rho>=2,0,-1.0499999999998915,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,160,175,15,5,6,2.5,rho>=2,0,-1.050000000000046,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,161,176,15,5,6,2.5,rho>=2,0,-1.0499999999998764,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,162,177,15,5,6,2.5,rho>=2,0,-1.050000000000057,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,163,178,15,5,6,2.5,rho>=2,0,-1.0499999999998806,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,164,179,15,5,6,2.5,rho>=2,0,-1.0500000000000789,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,0,20,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,1,21,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,2,22,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999985,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,3,23,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,4,24,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,5,25,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,6,26,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,7,27,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,"['Lag_1', 'Lag_3']",2.0,1.0,1.0,0.5
delay,delay_g_1_05,цикл,8,28,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,9,29,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,10,30,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000016,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,11,31,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000002,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,12,32,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,13,33,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999994,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,14,34,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,15,35,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,16,36,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000018,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,17,37,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,18,38,20,3,6,3.3333333333333335,rho>=2,0,-1.05,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,19,39,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999998,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,20,40,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,21,41,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,22,42,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999983,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,23,43,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999947,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,24,44,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,25,45,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,26,46,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,27,47,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,28,48,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999992,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,29,49,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999996,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,30,50,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000002,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,31,51,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999978,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,32,52,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,33,53,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,"['Lag_1', 'Lag_3']",2.0,1.0,1.0,0.5
delay,delay_g_1_05,цикл,34,54,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,35,55,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999983,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,36,56,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000027,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,37,57,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,38,58,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999974,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,39,59,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,40,60,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999978,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,41,61,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999992,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,42,62,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000016,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,43,63,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000007,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,44,64,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999998,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,45,65,20,3,6,3.3333333333333335,rho>=2,0,-1.05,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,46,66,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999987,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,47,67,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,48,68,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000034,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,49,69,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999998,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,50,70,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,51,71,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,52,72,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,53,73,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,54,74,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000012,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,55,75,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,56,76,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999992,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,57,77,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,58,78,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,59,79,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999994,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,60,80,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999954,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,61,81,20,3,6,3.3333333333333335,rho>=2,0,-1.05,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,62,82,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999996,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,63,83,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,64,84,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,65,85,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999983,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,66,86,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999998,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,67,87,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000027,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,68,88,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999995,1.0,"['Lag_1', 'Lag_2']",2.0,1.0,1.0,0.5
delay,delay_g_1_05,цикл,69,89,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999999,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,70,90,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000012,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,71,91,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000005,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,72,92,20,3,6,3.3333333333333335,rho>=2,0,-1.049999999999997,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,73,93,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000036,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,74,94,20,3,6,3.3333333333333335,rho>=2,0,-1.050000000000001,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,75,95,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999987,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,76,96,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000003,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,77,97,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999996,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,78,98,20,3,6,3.3333333333333335,rho>=2,0,-1.0499999999999987,1.0,['Lag_1'],1.0,1.0,0.0,0.0
delay,delay_g_1_05,цикл,79,99,20,3,6,3.3333333333333335,rho>=2,0,-1.0500000000000034,1.0,['Lag_1'],1.0,1.0,0.0,0.0
