b1_group,group_label,median_2010,median_2014,median_2022,firms,mean_growth_2010_2014,median_growth_2010_2014,min_growth_pct,max_growth_pct,cumulative_growth_2010_2014,cumulative_growth_2014_2022
high_90_50,High growth,43525.0,165765.0,183985.0,2394,4.10559762374674,2.0801066902227214,0.9000334126884685,0.9999791170697072,2.8085008615738083,0.10991463819262215
low_10_50,Low growth,66144.5,20991.0,20566.5,2394,-0.615157785506595,-0.5865661617623719,2.088293029277868e-05,0.09996658731153156,-0.6826493510420368,-0.020222952694011753
middle_45_55_50,Middle growth,72347.5,90732.0,100853.0,2394,0.2587018788156809,0.2604965903835351,0.45000626487908785,0.5499519692603266,0.2541138256332285,0.11154829608076544
