model,case,regime,segment,method,observation,valid_share,a_mae,a_median_ae,a_iqr_ae,k_mae,k_median_ae,k_iqr_ae,mean_R2,g_mae,g_median_ae,g_iqr_ae,q_mae,q_median_ae,q_iqr_ae,gamma_mae,gamma_median_ae,gamma_iqr_ae
mixed,mixed_q_1_5_gamma_0_5,"смешанная память, устойчивый",late,direct,noisy,0.7457627118644068,,,,0.3430052523195275,0.27090996919513055,0.4700743551252921,,,,,2.3951586374541276,1.2916204375474198,1.5201183314544595,0.5171197360382652,0.4098617134329051,0.713989560590479
mixed,mixed_q_1_5_gamma_0_5,"смешанная память, устойчивый",middle,direct,noisy,0.7288135593220338,,,,0.31452677115627753,0.18076942334357504,0.3263392805735739,,,,,1.8668541187396859,0.9254434090138681,1.0568491764189472,0.47045822391149117,0.2687060031631814,0.4858453259881419
mixed,mixed_q_1_5_gamma_0_5,"смешанная память, устойчивый",early,regression,noisy,1.0,,,,0.1551285032422867,0.15507458128699037,0.15641954754663737,0.7233967347701249,,,,0.30047363422873874,0.26260822399534367,0.39306514964593137,0.23403151115607967,0.23633758505403554,0.22716239648083136
mixed,mixed_q_1_5_gamma_0_5,"смешанная память, устойчивый",late,regression,noisy,1.0,,,,0.2942227864532506,0.31387759088861833,0.22631570092566766,0.6488068322896093,,,,0.4170925556634429,0.4132056930649668,0.12508656620351433,0.43724347785820095,0.4668301960499128,0.34185339774358914
mixed,mixed_q_1_5_gamma_0_5,"смешанная память, устойчивый",middle,regression,noisy,1.0,,,,0.3100645228109115,0.29268653661965716,0.15113512219998693,0.5332893475945171,,,,0.10397829058784905,0.06535026869642424,0.08694003330948685,0.4637590846017382,0.4396859519610332,0.22727842064049464
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",early,direct,clean,1.0,,,,5.8965610172379e-12,1.1102230246251565e-16,2.220446049250313e-16,,,,,1.6510478807884377e-11,4.440892098500626e-16,3.3306690738754696e-16,2.5320745500323483e-11,1.1102230246251565e-16,1.1102230246251565e-16
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",late,direct,clean,1.0,,,,6.021548608136442e-17,0.0,1.1102230246251565e-16,,,,,2.0322726552460493e-16,0.0,4.440892098500626e-16,6.774242184153498e-17,5.551115123125783e-17,1.1102230246251565e-16
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",middle,direct,clean,1.0,,,,7.526935760170552e-17,0.0,2.220446049250313e-16,,,,,2.1828113704494604e-16,0.0,4.440892098500626e-16,9.40866970021319e-17,1.1102230246251565e-16,5.551115123125783e-17
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",early,regression,clean,1.0,,,,2.983724378680108e-16,2.220446049250313e-16,2.7755575615628914e-16,1.0,,,,1.4247862149356176e-15,1.3322676295501878e-15,8.881784197001252e-16,2.301399811462564e-16,1.6653345369377348e-16,2.220446049250313e-16
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",late,regression,clean,1.0,,,,2.877516818926426e-16,2.220446049250313e-16,3.3306690738754696e-16,1.0,,,,1.1328806373726087e-15,8.881784197001252e-16,8.881784197001252e-16,1.948554696280887e-16,1.6653345369377348e-16,2.220446049250313e-16
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",middle,regression,clean,1.0,,,,2.897870267665663e-16,2.220446049250313e-16,1.1102230246251565e-16,1.0,,,,9.182861627408074e-16,8.881784197001252e-16,4.440892098500626e-16,2.0604986643466888e-16,1.6653345369377348e-16,2.498001805406602e-16
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",early,direct,noisy,0.9827586206896551,,,,0.0940250689485222,0.02128605463122224,0.02121769626358938,,,,,96.18962158559619,0.06563536165296568,0.07643998270150609,0.32818760437124683,0.022042875592617972,0.03056806020637165
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",late,direct,noisy,1.0,,,,0.019699874143783675,0.018279112871874115,0.020687341912796253,,,,,0.05093748429537913,0.033846235745477404,0.055186151878735545,0.027843165016924794,0.022710741424035397,0.03162846425638133
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",middle,direct,noisy,1.0,,,,0.015709044696506583,0.013580381214604254,0.015067609136640014,,,,,0.05233649179578201,0.04677519713217171,0.04511063312048602,0.0233261111007754,0.01941647957741688,0.027270330908420154
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",early,regression,noisy,1.0,,,,0.00642232309843378,0.006076103576155789,0.005456395417264337,0.993950947479881,,,,0.019464911532579537,0.016775533352863414,0.014531481164998583,0.007247818952380073,0.006547865342050735,0.007898911426998556
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",late,regression,noisy,1.0,,,,0.0032591928370911166,0.0031746638914482705,0.0034113876142705113,0.9959033399209004,,,,0.00853137697282331,0.007150861700751854,0.007988992148987517,0.004288591158217021,0.004282865767630151,0.004902185191766162
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",middle,regression,noisy,1.0,,,,0.005207422886204383,0.004491748926812811,0.004638811530929543,0.9967289557115832,,,,0.013178373703356075,0.01116264265402478,0.00814432444922053,0.004394712085976496,0.004064738807255275,0.003506130613983166
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",early,direct,clean,0.10344827586206896,,,,0.09332237706461387,1.4222512056960568e-11,0.1362410042103393,,,,,0.4428457151474829,4.9779069755118144e-11,0.6032959279616332,0.23184903839487184,7.088349351924705e-11,0.46117214296448855
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",late,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",middle,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",early,regression,clean,0.125,,,,0.8983031199691361,0.8546403453090423,0.24539578655974548,0.05661598557626144,,,,3.2291481405124998,3.2303914634077153,0.1857991486372792,1.7341276656749882,1.6879339331880245,1.3721838705879095
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",late,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",middle,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",early,direct,noisy,0.10344827586206896,,,,0.7522996646236962,0.9731379819326978,0.4670588418332209,,,,,409.387977812669,46.7082406351625,201.83935211496274,2.7440182756755735,2.654915575667964,4.0574079440300554
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",late,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",middle,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",early,regression,noisy,0.14583333333333334,,,,0.9294512460865023,0.8930883310222684,0.24315723710888426,0.19165864091623158,,,,3.154180125471978,3.2059257173266382,0.24257274869306,1.574491872049604,1.4468378958865118,1.5811318008442385
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",late,regression,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_3_5_gamma_0_5,"смешанная память, турбулентный",middle,regression,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_2_8_gamma_0_1,слабая память,early,direct,clean,0.9482758620689655,,,,3.0174995483109063e-07,2.5870416919815398e-12,6.096943561129109e-09,,,,,1.182863981882579e-06,1.014210937455573e-11,2.3900020851286286e-08,3.8020703035884277e-07,3.2599339894190393e-12,7.682147314114207e-09
mixed,mixed_q_2_8_gamma_0_1,слабая память,late,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_2_8_gamma_0_1,слабая память,middle,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_2_8_gamma_0_1,слабая память,early,regression,clean,1.0,,,,4.572358418738117e-08,1.6202594821379535e-12,1.3954208066824236e-09,0.9999999999999932,,,,1.5486304591472155e-07,6.192379942149273e-12,4.8268560259856486e-09,5.4862315382204575e-08,2.089120543224965e-12,1.6409839355413514e-09
mixed,mixed_q_2_8_gamma_0_1,слабая память,late,regression,clean,1.0,,,,0.946205571565802,0.9462055715658017,7.771561172376096e-16,1.0,,,,1.5955371900826438,1.5955371900826443,4.440892098500626e-16,1.1922190201729106,1.192219020172911,8.881784197001252e-16
mixed,mixed_q_2_8_gamma_0_1,слабая память,middle,regression,clean,1.0,,,,0.7063722160872221,0.9462055715658017,0.4600208658983834,0.9999987498380516,,,,1.1925056304549575,1.5955371900826438,0.7507959387913233,0.8899602789675862,1.1922190201729101,0.5804382722661748
mixed,mixed_q_2_8_gamma_0_1,слабая память,early,direct,noisy,0.6379310344827587,,,,0.28125834677770756,0.20924517505371965,0.28973456217238414,,,,,116.07040936031842,1.0778109646023037,1.2821500030825406,0.5800325975692547,0.2833324079238312,0.35783814167027994
mixed,mixed_q_2_8_gamma_0_1,слабая память,late,direct,noisy,0.6949152542372882,,,,0.25889789299647853,0.19577764972644318,0.25462319963586844,,,,,2.5941951892290733,0.8839406687737181,1.3858571464762388,0.33268045509574506,0.27259839806000186,0.31856571159008595
mixed,mixed_q_2_8_gamma_0_1,слабая память,middle,direct,noisy,0.6440677966101694,,,,0.3507410061762746,0.26344876442861875,0.4608382535654747,,,,,4.751997361937373,1.109745934725682,1.0468909125406252,0.44428391979868526,0.3145715569598579,0.5711190439697776
mixed,mixed_q_2_8_gamma_0_1,слабая память,early,regression,noisy,1.0,,,,0.2800850747052998,0.3310472606688143,0.16001215353858692,0.9961519203407637,,,,0.7194622514294959,0.8780875051376839,0.3529866712569255,0.35003484992126493,0.41265689583616855,0.20887469869188818
mixed,mixed_q_2_8_gamma_0_1,слабая память,late,regression,noisy,1.0,,,,0.48999263483216005,0.453870737148217,0.12549919384293318,0.9970071130439793,,,,1.1029580395175407,1.0777884119325227,0.18858991238620515,0.6144803400216878,0.5674050574517454,0.16261762151421155
mixed,mixed_q_2_8_gamma_0_1,слабая память,middle,regression,noisy,1.0,,,,0.26215750201800436,0.2798682400900314,0.1881963533960847,0.99603810916456,,,,0.7260041116989814,0.7585705997775478,0.3986043010115883,0.33003515528013694,0.34338684934778435,0.23213832394633
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",early,direct,clean,1.0,,,,3.322613695671914e-09,5.939693181744587e-14,3.6332048480858248e-12,,,,,3.741811110000638e-09,6.683542608243442e-14,4.08800771012352e-12,3.004774392423687e-09,7.123468481751161e-14,3.897243638917303e-12
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",late,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",middle,direct,clean,0.2711864406779661,,,,1.5747087287951156e-06,2.5078801102473847e-07,3.086493309822913e-06,,,,,1.7715470629064978e-06,2.8213644809316207e-07,3.4722963894728842e-06,1.4172378559607068e-06,2.2570920990561127e-07,2.7778439789030718e-06
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",early,regression,clean,1.0,,,,3.806582364133486e-12,2.220446049250313e-15,4.0245584642661925e-14,1.0,,,,4.127795327768524e-12,1.7763568394002505e-15,1.2284617767477357e-13,3.614908141343539e-12,1.8041124150158794e-15,9.492406860545088e-14
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",late,regression,clean,1.0,,,,0.9690721649484538,0.9690721649484537,1.1102230246251565e-16,1.0,,,,0.6313432835820896,0.6313432835820896,0.0,0.8721649484536087,0.8721649484536085,2.220446049250313e-16
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",middle,regression,clean,1.0,,,,0.3947894335240389,0.0004887784611624646,0.9690720213695309,0.9999994634300878,,,,0.25749072213813684,0.001007080078125,0.6313431264214051,0.35530955662193925,0.0008591380117673186,0.872164860040037
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",early,direct,noisy,0.8103448275862069,,,,0.6078332242674592,0.6468711099292672,0.6451562124682497,,,,,239.8306002823994,1.1071043158058518,2.922071415222943,0.7516991543041791,0.5667340660585717,0.6211512167755685
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",late,direct,noisy,0.6271186440677966,,,,0.44002143405143695,0.3623216194253822,0.5047763101017383,,,,,1.423919822384269,0.43604934027334497,1.2709964410084358,0.3936503426386245,0.31300151108035196,0.4648336093405902
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",middle,direct,noisy,0.6949152542372882,,,,0.5910360576346038,0.6051370573554813,0.42346440632434557,,,,,5.042262975440657,0.9189728128488461,1.4409368609336684,0.5270990213948132,0.5293256812561197,0.41221951973971793
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",early,regression,noisy,1.0,,,,0.05902618503029705,0.04332587751898287,0.0665990264359021,0.9953634718384974,,,,0.06888999102642145,0.05052502253428737,0.08328844179606798,0.053243622309564455,0.0386576508154306,0.05768688857786488
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",late,regression,noisy,1.0,,,,0.2615761899979989,0.27313982874860443,0.2901322153235789,0.9960620100364654,,,,0.23817181159329537,0.25731127399734843,0.22357578689114765,0.23780980654846018,0.2453556374719606,0.2556619907583096
mixed,mixed_q_1_5_gamma_neg_0_2,"отрицательная память, умеренная",middle,regression,noisy,1.0,,,,0.1373650669516611,0.13362365565432954,0.0978274020352311,0.9946093538876689,,,,0.14692607734791524,0.1526834009553304,0.1036889329132552,0.12441375564968683,0.12113969472181062,0.08828553369659706
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",early,direct,clean,0.25862068965517243,,,,0.2599897287618192,5.473399511402022e-14,4.5649595215024874e-11,,,,,0.5885359592151131,8.237854842718662e-14,6.847489242289839e-11,0.1425013392450371,9.836575998178887e-14,9.09794461989577e-11
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",late,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",middle,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",early,regression,clean,0.3125,,,,0.821443253264701,0.9639228749503255,0.3241728734753436,0.23481037310105737,,,,1.2284241954594808,1.2502814516335916,0.11721954351369379,0.4448992646743942,0.408677335800204,0.2952560930961683
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",late,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",middle,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",early,direct,noisy,0.22413793103448276,,,,0.6134990783429287,0.9376798642263524,0.8819009163397463,,,,,452.0157994941279,1.1454450354496162,71.04312615872914,0.9795091998679367,0.8848557852630516,1.8435124522923925
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",late,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",middle,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",early,regression,noisy,0.3125,,,,0.8103799646610735,0.9282032673482543,0.33429746194179,0.23799949896404504,,,,1.226248986247423,1.2451547809271428,0.11535232121037242,0.43681850336493244,0.4022022194486212,0.2324593642740907
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",late,regression,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_5,"отрицательная память, сильная",middle,regression,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",early,direct,clean,0.2413793103448276,,,,0.5282081065300389,4.1916470294722785e-13,1.581154651653094e-10,,,,,0.06868678744725391,6.288303211476887e-13,2.371726703920274e-10,0.21172101324986217,6.98885394001536e-13,2.6848087641972995e-10
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",late,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",middle,direct,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",early,regression,clean,0.3125,,,,1.945496668674012,2.286021127574172,2.0888887281234796,0.1787084416102055,,,,1.378398937420831,1.3828308031768282,0.07321439830427168,1.0901852826544103,1.2550454108107132,1.0221388364198947
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",late,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",middle,regression,clean,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",early,direct,noisy,0.2413793103448276,,,,1.0649578216125934,0.9312665708419757,0.9109532650905492,,,,,366.44347386256015,1.1542893234411067,238.2021522512679,1.0128538277804693,1.1472149387938528,1.563775949974581
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",late,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",middle,direct,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",early,regression,noisy,0.3125,,,,2.013440272462342,2.45627191960561,2.1873860729581276,0.17997779717068504,,,,1.380624270436681,1.3841265969295296,0.0750330215478543,1.1357356440104396,1.3478872094373142,1.041562836509978
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",late,regression,noisy,0.0,,,,,,,,,,,,,,,,
mixed,mixed_q_1_5_gamma_neg_0_8,"отрицательная память, очень сильная",middle,regression,noisy,0.0,,,,,,,,,,,,,,,,
