start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
110,115,mixed,True,,1.0259761376632446,2.9284803460335542,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.854335728220189,0.5445091690041278
111,116,mixed,True,,1.027832136903933,2.9207401481741533,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8416509304448243,0.545857161020438
112,117,mixed,True,,1.0137862015054453,2.9044573679697177,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.864960445956629,0.5153166470862323
113,118,mixed,True,,1.0065479341528443,2.8518113107906014,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8332593153557193,0.5060345887666292
114,119,mixed,True,,1.0177501190554303,2.8021623085223837,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7532910643361643,0.5130072861374263
115,120,mixed,True,,1.017409643568343,2.8018582573010797,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7539136030539,0.5122635488025746
116,121,mixed,True,,1.0118911404743187,2.762625377204053,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.730160653357521,0.505341730910396
117,122,mixed,True,,0.998442605463934,2.8247798276372267,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8291859864340134,0.496345971914165
118,123,mixed,True,,1.0164883507572848,2.843369832260886,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.797247828902882,0.534808684842178
119,124,mixed,True,,1.0248636242710958,2.9043059237931117,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8338462357454772,0.5454171972837503
120,125,mixed,True,,1.0256619556594682,2.900920258761448,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8283395350237477,0.5460038227611246
121,126,mixed,True,,1.0004545879336404,2.8715629739268103,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.870258189187573,0.4916160974934901
122,127,mixed,True,,0.9922806987504044,2.812698067225602,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8345790367258776,0.48102835156822044
123,128,mixed,True,,0.9995385936764826,2.77417889952737,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7754595140978413,0.4851414008319226
124,129,mixed,True,,1.0016698144190497,2.775832479164338,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.771205080962004,0.48968646988116926
125,130,mixed,True,,0.9801394338187809,2.637482110819004,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6909254130740865,0.4621392709002599
126,131,mixed,True,,0.9645227600547484,2.7223510509908135,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8224850296288366,0.45388195553914346
127,132,mixed,True,,0.9896458226630624,2.740321907543269,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7689925474239554,0.5079967111978477
128,133,mixed,True,,0.9999996396341837,2.8107716604466297,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8107726733530187,0.521332274958425
129,134,mixed,True,,0.9940996044490241,2.8389109922710167,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.855761112433469,0.5172680494643233
130,135,mixed,True,,0.9834484621456553,2.827991825710136,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.875587216375444,0.4942229952500858
131,136,mixed,True,,0.9989819330176724,2.94062256349557,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9436193651797997,0.5145970899668502
132,137,mixed,True,,1.0237477459129398,2.8193341791177597,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.75393444368816,0.5302951808564836
133,138,mixed,True,,1.0043588831511205,2.8024676965096718,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7903050826982128,0.4884595144844454
134,139,mixed,True,,1.0070049966261125,2.8206743100307454,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8010529436111864,0.49184418368198746
135,140,mixed,True,,1.0134300072931752,2.7890683606239888,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7521075363393486,0.49556023660594967
136,141,mixed,True,,1.0266470723790344,2.799574554733437,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.726910376558152,0.5238444322953131
137,142,mixed,True,,1.0311203320356035,2.8300677855487155,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7446532646308017,0.5294303548467647
138,143,mixed,True,,1.0230931109084196,2.863269752387478,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.798640438351831,0.5240178371653288
139,144,mixed,True,,1.0337529994852195,2.8742713281096446,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7804236887737717,0.5471800386775155
140,145,mixed,True,,1.0134874309225301,2.7295576249663576,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.693232833170678,0.5219771231504364
141,146,mixed,True,,0.9817208871281259,2.8613867914856153,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.914664268635624,0.4994812856928525
142,147,mixed,True,,0.9913639613680536,2.8728095462276517,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.897835364383488,0.5207096947887164
143,148,mixed,True,,0.993069740757632,2.8857784048014903,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9059171640854493,0.5229304950927502
144,149,mixed,True,,0.9963031144347406,2.870688818008314,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8813408052397977,0.5252095762978547
145,150,mixed,True,,0.974421853959592,2.846889618476001,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9216192216005634,0.4772892585759646
146,151,mixed,True,,0.9762948504261043,2.8603199656278777,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9297706163045825,0.4797773282177196
147,152,mixed,True,,0.9979376083320608,2.743696000596934,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.749366270685709,0.49134944290423
148,153,mixed,True,,0.9866845491446324,2.735926878406635,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7728486077728083,0.46689885601649717
149,154,mixed,True,,0.9834466088932948,2.714581945858489,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.760273838264894,0.46272064791697665
150,155,mixed,True,,0.9793911057722892,2.7376752149803876,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7952829046998757,0.4606459808874862
151,156,mixed,True,,0.9774197302684711,2.736325332560476,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.799539693974543,0.4564473915661903
152,157,mixed,True,,0.9609185903651627,2.632740318795009,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7398161979513067,0.4349318900494763
153,158,mixed,True,,0.9548749746775332,2.6722373502404917,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.798520666166711,0.4324848052658161
154,159,mixed,True,,0.995741849213158,2.6919473247253465,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.703459061053366,0.5195789856272433
155,160,mixed,True,,1.0294434614499466,2.9151195388861333,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8317432166505356,0.5625677113069406
156,161,mixed,True,,1.0369197532048688,2.8842779822128097,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7815826377096227,0.5681413918963338
157,162,mixed,True,,1.0115518958635046,2.8558964674805454,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8232822054499023,0.5131663687531077
158,163,mixed,True,,1.0000296452193669,2.77129817501645,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7712160217095736,0.49852313842683205
159,164,mixed,True,,0.9943629783756727,2.7990777244132214,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.814945633822384,0.4947553379803545
160,165,mixed,True,,1.0111146288389188,2.8156770447625252,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7847258505158985,0.5302328443123212
161,166,mixed,True,,1.021776044840465,2.8928314015188183,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.83117950956708,0.5437683939493985
162,167,mixed,True,,1.0202779887167186,2.8994898830216647,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8418626247818737,0.5426495416669832
163,168,mixed,True,,1.0184483860160873,2.897356919575464,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.844873593358218,0.5387492754458068
164,169,mixed,True,,1.0288487433605162,2.9751428131541195,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8917203158906006,0.55199499633563
165,170,mixed,True,,1.0473224755010473,2.900123992452334,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7690840789651645,0.5654546599666034
166,171,mixed,True,,1.0202598683757138,2.8698373141205824,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.812849356399223,0.5067063741348484
167,172,mixed,True,,1.0097070491952451,2.7925807804377736,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7657336676648057,0.4933737708471875
168,173,mixed,True,,1.0041819243963452,2.8196697053625646,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.807927166242893,0.48990392482903566
169,174,mixed,True,,1.005631398504257,2.821037365161019,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8052399411523314,0.49297064468342805
170,175,mixed,True,,0.9475371135996365,2.4565153180394903,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.592526754659072,0.41845805562591487
171,176,mixed,True,,0.9127202085697942,2.679434015969192,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9356575989127998,0.4032870672174969
172,177,mixed,True,,0.9431337302647196,2.697300902446683,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.859934721759556,0.4690909009527318
173,178,mixed,True,,0.9604958811278788,2.811983089957579,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.927636802206335,0.49246323613872306
174,179,mixed,True,,0.972441733760098,2.7410489619557024,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8187282248335928,0.49946972983040455
175,180,mixed,True,,0.9676209766418601,2.7375063737036784,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8291101989171694,0.48903322926615894
0,25,mixed,True,,1.0127924603043414,2.807838906990448,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9977764096845643,,2.7723734299391403,0.5095133766203536
1,26,mixed,True,,1.0117967785982775,2.81014343220388,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9976204258794094,,2.7773793034773195,0.5089614598101613
2,27,mixed,True,,1.0117060960120001,2.796402829896736,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9974367178998685,,2.764046634610341,0.5090819962460482
3,28,mixed,True,,1.012820154794294,2.832090822111275,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9980355256564615,,2.796242559654116,0.5119057246183621
4,29,mixed,True,,1.0094038091827149,2.791855252526373,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9985844867961982,,2.7658457667074368,0.507028837332781
5,30,mixed,True,,1.0094935199276367,2.8141341104357593,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9982884061098106,,2.7876693162304638,0.5062222495037452
6,31,mixed,True,,1.0031264529322061,2.7732701137456703,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9983689008451401,,2.7646266386846996,0.4977503036058314
7,32,mixed,True,,0.9991369604980715,2.7741729972176765,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9983582967805135,,2.776569286191501,0.49371858865306756
8,33,mixed,True,,0.9990169194793419,2.786828340632937,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9983911580550531,,2.789570713262143,0.49620313110846936
9,34,mixed,True,,0.99957899831444,2.7902929114092965,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9982060032719892,,2.7914681241947696,0.49665500468037327
10,35,mixed,True,,1.00504402864968,2.822434330927016,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9971351646528284,,2.8082693399204395,0.503706810697017
11,36,mixed,True,,0.9951401518142249,2.778790617341778,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9951440089399552,,2.7923610682131628,0.48692103417612387
12,37,mixed,True,,0.9938774429605537,2.8154224151096425,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9953158903344002,,2.832766187673086,0.48625482718513025
13,38,mixed,True,,0.9959783496964365,2.779077241265102,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9945002358499619,,2.790298847472071,0.48596268214585747
14,39,mixed,True,,0.9959456814207276,2.7511704258409373,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9940817074710746,,2.762369953666913,0.48754735623538975
15,40,mixed,True,,0.9939703498871347,2.7378338225173624,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9942845114370393,,2.7544421449072836,0.4848339308759303
16,41,mixed,True,,0.9905705639535882,2.7594976389651826,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9935974248342597,,2.785765839791778,0.48333015895656267
17,42,mixed,True,,0.9965657060742739,2.766347638824538,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9925607909601517,,2.775880829495815,0.49395135385864924
18,43,mixed,True,,0.9952457650030243,2.749844274852426,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,noisy,0.9927375740214923,,2.7629801316904574,0.4917178964771117
