series_code,series_name,variant,window,start,end,regime_label,interpretability_label,reading_mode,R2_enter,top_beta_predictor,top_b_predictor,b_sum,selected,selected_count,beta_x,beta_lag1,b_x,b_lag1
C,Обрабатывающие производства,adj_unsmoothed,24,24,48,plateau_degenerate,plateau_degenerate,do_not_read,0.30073351645275026,X_n,X_n,0.0003575013366183346,[],0.0,-0.4289213393601711,0.019685672788041703,-0.0038679792252775277,0.00018208755878950316
C,Обрабатывающие производства,adj_unsmoothed,24,25,49,plateau_degenerate,plateau_degenerate,do_not_read,0.3276908250924526,Lag_3,Lag_3,-0.0005856806377073174,[],0.0,-0.39779150566911503,0.09978720244970794,-0.0032481804608902355,0.0008591347186781375
C,Обрабатывающие производства,adj_unsmoothed,24,26,50,plateau_degenerate,plateau_degenerate,do_not_read,0.08836376223703413,X_n,X_n,0.001009598595753767,[],0.0,-0.2861632703307629,0.11794119468269372,-0.0020661439371808636,0.0009110059028672638
C,Обрабатывающие производства,adj_unsmoothed,24,27,51,plateau_degenerate,plateau_degenerate,do_not_read,0.10527329752870906,X_n,Lag_2,0.0005524232314479834,[],0.0,-0.31705094363689756,0.016623133567508774,-0.0020248574356513975,0.0001208685566326836
C,Обрабатывающие производства,adj_unsmoothed,24,28,52,plateau_degenerate,plateau_degenerate,do_not_read,0.09247451405730756,X_n,X_n,0.002739407546579581,[],0.0,-0.422473960127655,0.3210072637500966,-0.002727118871723734,0.0021866042163790032
C,Обрабатывающие производства,adj_unsmoothed,24,29,53,plateau_degenerate,plateau_degenerate,do_not_read,0.15359454584242926,X_n,X_n,0.0028422794577599017,[],0.0,-0.6238014540914913,0.43065135689924305,-0.0036367166112727042,0.0028868709633933605
C,Обрабатывающие производства,adj_unsmoothed,24,30,54,plateau_degenerate,plateau_degenerate,do_not_read,0.1692974533727606,X_n,X_n,0.002149513508681991,[],0.0,-0.5988449340230063,0.509124337380606,-0.00325702592662016,0.002895839496403297
C,Обрабатывающие производства,adj_unsmoothed,24,31,55,plateau_degenerate,plateau_degenerate,do_not_read,0.2512580694381965,X_n,X_n,0.0031088178448136494,[],0.0,-0.7882749716534332,0.6866221791494973,-0.004047204187664347,0.0036580330509361474
C,Обрабатывающие производства,adj_unsmoothed,24,32,56,plateau_degenerate,plateau_degenerate,do_not_read,0.2592223796503327,X_n,X_n,0.004017077399795158,[],0.0,-0.912275806211963,0.6609078849914909,-0.004491732215391304,0.003392921746710606
C,Обрабатывающие производства,adj_unsmoothed,24,33,57,plateau_degenerate,plateau_degenerate,do_not_read,0.32154308893723105,X_n,X_n,0.0049338299093350715,[],0.0,-1.1963150411155203,0.5494533429044421,-0.005334013778115922,0.002525281352855624
C,Обрабатывающие производства,adj_unsmoothed,24,34,58,plateau_degenerate,plateau_degenerate,do_not_read,0.6279776326894072,X_n,X_n,0.007679097725560289,[],0.0,-1.9423318126676397,0.6945422116108108,-0.008828823145096322,0.003100363394204604
C,Обрабатывающие производства,adj_unsmoothed,24,35,59,plateau_degenerate,plateau_degenerate,do_not_read,0.5918309338986774,X_n,X_n,0.008890939270925515,[],0.0,-2.1875769505774483,0.662543368190462,-0.010365338776683407,0.0027850497478227525
C,Обрабатывающие производства,adj_unsmoothed,24,36,60,plateau_degenerate,plateau_degenerate,do_not_read,0.577188297916855,X_n,X_n,0.008926779847383584,[],0.0,-2.21308880086215,0.06924247183233137,-0.01065704810768743,0.0003296313718397295
C,Обрабатывающие производства,adj_unsmoothed,24,37,61,plateau_degenerate,plateau_degenerate,do_not_read,0.5920604202972661,X_n,X_n,0.008255567582202264,[],0.0,-1.9975297038784063,0.14612231998692662,-0.009936252233611047,0.0007222296321543414
C,Обрабатывающие производства,adj_unsmoothed,24,38,62,plateau_degenerate,plateau_degenerate,do_not_read,0.6057133422480623,X_n,X_n,0.008173069230482497,[],0.0,-1.873347740676732,0.1788007193661985,-0.010000031144731341,0.0008939551673709776
C,Обрабатывающие производства,adj_unsmoothed,24,39,63,plateau_degenerate,plateau_degenerate,do_not_read,0.5955136242585528,X_n,X_n,0.008567657652388273,[],0.0,-1.7489068203352605,0.16207452209513368,-0.010181182597121577,0.0008685600548370175
C,Обрабатывающие производства,adj_unsmoothed,24,40,64,plateau_degenerate,plateau_degenerate,do_not_read,0.6079554999685273,X_n,X_n,0.008190750901666943,[],0.0,-1.7662267300460128,0.13245012759662617,-0.010136179254164053,0.0007766339251955448
C,Обрабатывающие производства,adj_unsmoothed,24,41,65,plateau_degenerate,plateau_degenerate,do_not_read,0.6076443941948779,X_n,X_n,0.008390457020985355,[],0.0,-1.6600007317284033,0.27508404890431054,-0.010384368482849307,0.0015884796121048567
C,Обрабатывающие производства,adj_unsmoothed,24,42,66,plateau_degenerate,plateau_degenerate,do_not_read,0.5734096533190916,X_n,X_n,0.008453445837046845,[],0.0,-1.514918255905728,0.3406776545718923,-0.009305095422473882,0.001971159842944286
C,Обрабатывающие производства,adj_unsmoothed,24,43,67,plateau_degenerate,plateau_degenerate,do_not_read,0.5268175968861364,X_n,X_n,0.007899477440954544,[],0.0,-1.6147985654924015,0.2933976916421941,-0.008903620332155967,0.0016977141835761958
C,Обрабатывающие производства,adj_unsmoothed,24,44,68,plateau_degenerate,plateau_degenerate,do_not_read,0.5186101446827984,X_n,X_n,0.007500783317023344,[],0.0,-1.500450759676051,0.2002490887496084,-0.009260406862478358,0.0011784876374345851
C,Обрабатывающие производства,adj_unsmoothed,24,45,69,plateau_degenerate,plateau_degenerate,do_not_read,0.5508473334452335,X_n,X_n,0.007263292111968168,[],0.0,-1.3210605369677992,0.1603942840960741,-0.00922466612348756,0.001022287605544504
C,Обрабатывающие производства,adj_unsmoothed,24,46,70,plateau_degenerate,plateau_degenerate,do_not_read,0.547145673938715,X_n,X_n,0.007394950905006469,[],0.0,-1.2795579627147542,0.2606651557818195,-0.008976958555786646,0.0017766610613974873
C,Обрабатывающие производства,adj_unsmoothed,24,47,71,plateau_degenerate,plateau_degenerate,do_not_read,0.5156819562912298,X_n,X_n,0.00713487541451729,[],0.0,-1.3037053237381024,0.2605252690150284,-0.008800279885813962,0.0017640472422134278
C,Обрабатывающие производства,adj_unsmoothed,24,48,72,plateau_degenerate,plateau_degenerate,do_not_read,0.5337864751557806,X_n,X_n,0.007774801515090251,[],0.0,-1.2146832113674553,0.1559933555403332,-0.007947556771682733,0.0009568169927163923
