model,case,regime,start,end,stage,var_x,var_omega,mean_x,mean_omega,cond_raw,cond_scaled,max_vif,mean_vif,infinite_vif_share,selected_count,false_lag_count,false_lag_rate,hit_rate,no_model,degenerate_window,failure_type,degraded_window,R2_enter,pairwise_b,pairwise_beta,correct_top_b,correct_top_beta,true_beta_mass_share,true_b_mass_share,beta_scale_gap,log10_var_x,log10_var_omega,log10_cond_raw,log10_cond_scaled,var_omega_band,cond_scaled_band
delay,delay_g_0_8,затухающие колебания,110,135,late,1.882689478444375e-12,1.278962595721044e-12,1.0000002435605644,-9.735475371403196e-08,3.1131001883629926e+17,472863283644.96094,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999998019306,0.5,0.8,0.0,0.0,0.1361549128259094,0.046025080167009055,0.5753244746785888,-11.725221304475582,-11.89314215662337,17.493193097731353,11.674735593716335,Q2,Q2
delay,delay_g_0_8,затухающие колебания,111,136,late,1.6555787502508025e-12,1.2049212661714476e-12,1.000000146205034,-1.9484845151362783e-07,1.8677561173983107e+17,561526360313.7704,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999999663618,0.5,1.0,0.0,1.0,0.24687064977273315,0.046022969825025184,0.19384159232946663,-11.781050156509043,-11.919041330503571,17.271320167513505,11.749370148611897,Q2,Q2
delay,delay_g_0_8,затухающие колебания,112,137,late,1.0530561302872904e-12,1.0595704001250155e-12,0.9999999513556502,-1.1696402714412479e-07,4.298502839524755e+17,497641320395.1798,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999999992194,0.5,0.8,0.0,0.0,0.12078409770595719,0.04602222295624875,0.14925102470434384,-11.977548479313707,-11.974870182539705,17.633317217962613,11.696916433729744,Q2,Q2
delay,delay_g_0_8,затухающие колебания,113,138,late,9.096567232578428e-13,6.739559233590672e-13,0.9999998343910274,3.891547983434797e-08,5.714522416012028e+17,495312929639.4486,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999995332988,0.5,1.0,0.0,1.0,0.2503095641137657,0.04602441137840299,0.47897460122166274,-12.0,-12.0,17.756979940635503,11.694879664945457,Q2,Q2
delay,delay_g_0_8,затухающие колебания,114,139,late,8.610986851583244e-13,5.821803028648198e-13,0.9999998733061394,1.3248717818528425e-07,3.261480522429181e+17,398473548331.60754,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999991471484,0.5,1.0,0.0,1.0,0.26372828345657345,0.04603058489597192,0.6739197316704287,-12.0,-12.0,17.513414789258388,11.600399497137635,Q2,Q2
delay,delay_g_0_8,затухающие колебания,115,140,late,5.658391208005337e-13,5.511031584864825e-13,1.000000005792862,1.0135508848728046e-07,4.17310416657828e+17,596587251880.9688,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.999999999962475,0.5,1.0,0.0,1.0,0.24058048317534128,0.04603269497774103,0.7079134674342474,-12.0,-12.0,17.62045922545111,11.775673968944076,Q2,Q2
delay,delay_g_0_8,затухающие колебания,116,141,late,4.4113594878921727e-13,3.621370373245164e-13,1.0000001071476132,-4.634289642907316e-09,3.975402510183095e+17,501356057095.10645,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999986289371,0.5,1.0,0.0,1.0,0.23394467187589246,0.04603403308595097,0.4349164742753105,-12.0,-12.0,17.599381107609208,11.700146266204897,Q2,Q2
delay,delay_g_0_8,затухающие колебания,117,142,late,4.3857534262563574e-13,2.8232700722939023e-13,1.0000001025131409,-8.57180905884505e-08,4.186458426177165e+17,466520656033.7953,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999998945246,0.5,0.8,0.0,0.0,0.1555708523263749,0.0460284758368264,0.5864515483171999,-12.0,-12.0,17.62184678278389,11.668870877670715,Q2,Q2
delay,delay_g_0_8,затухающие колебания,118,143,late,3.0684306929726094e-13,2.8068821928671195e-13,1.0000000167948342,-8.20105126019133e-08,4.8607107268636704e+17,391009737708.31256,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999811393617,0.5,0.9,0.0,0.0,0.1403198673200996,0.04601905547642251,0.9696444468056804,-12.0,-12.0,17.686699775885266,11.592187573202327,Q2,Q2
delay,delay_g_0_8,затухающие колебания,119,144,late,2.170582541519328e-13,1.963795643577642e-13,0.9999999347841351,-1.3435867480128564e-08,4.943991900708103e+17,264410889550.5015,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999890441856,0.5,0.4,0.0,0.0,0.07201194879905527,0.04602953900467671,1.5848544901924801,-12.0,-12.0,17.694077750616223,11.422279337251977,Q2,Q2
delay,delay_g_0_8,затухающие колебания,120,145,late,2.1886741454888442e-13,1.389172826664968e-13,0.999999921348171,5.2172691890825064e-08,6.009744900116855e+17,266262164088.5563,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999999047284,0.5,0.6,0.0,0.0,0.08893088480719483,0.046035791971826355,0.8090449582453981,-12.0,-12.0,17.77885603758961,11.425309457482903,Q2,Q2
delay,delay_g_0_8,затухающие колебания,121,146,late,1.6614776702097916e-13,1.4007514532136545e-13,0.9999999735207633,6.292146300305154e-08,4.2887153015809184e+17,260057826825.9891,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999397604272,0.5,0.0,0.0,0.0,0.03002720712919692,0.04603427132163468,0.42924600606809027,-12.0,-12.0,17.632327217361425,11.41506992904408,Q2,Q2
delay,delay_g_0_8,затухающие колебания,122,147,late,1.0934456924190683e-13,1.0633457090813697e-13,1.000000036442126,2.118338943259674e-08,6.351195146274845e+17,210153754712.59842,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999919093175,0.5,0.6,0.0,0.0,0.08756497291366659,0.0460221045974166,0.7011762515048965,-12.0,-12.0,17.802855457038916,11.322537153734249,Q2,Q2
delay,delay_g_0_8,затухающие колебания,123,148,late,1.0734534947333259e-13,6.998052433322242e-14,1.000000057625462,-2.9153700880344385e-08,5.1282873947338534e+17,137565053420.6495,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.999999940414672,0.5,0.5,0.0,0.0,0.06170783825782072,0.0459678807248238,0.6228709769616629,-12.0,-12.0,17.709972355521998,11.13850812115108,Q2,Q2
delay,delay_g_0_8,затухающие колебания,124,149,late,8.904160952797631e-14,6.870102368299954e-14,1.0000000284717152,-4.610036971613239e-08,2.7272599751168563e+17,134462150838.78065,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999924748588,0.5,0.0,0.0,0.0,0.007113157840308229,0.045950610513446934,0.4248637331102145,-12.0,-12.0,17.435726538886684,11.128600053891358,Q2,Q2
delay,delay_g_0_8,затухающие колебания,125,150,late,5.66174930387789e-14,5.698663011416403e-14,0.9999999823712937,-2.2777372352083024e-08,4.17976679000545e+17,91799623331.7262,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999544797775,0.5,0.0,0.0,0.0,0.01302926517196367,0.04594114445146945,0.7433169634003373,-12.0,-12.0,17.621152051000102,10.962840899226423,Q2,Q2
delay,delay_g_0_8,затухающие колебания,126,151,late,5.2037674760964834e-14,3.6235195557915936e-14,0.9999999595938911,1.410296492314438e-08,4.075241816168037e+17,99112899838.05019,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999122487901,0.5,0.1,0.0,0.0,0.024444069256269685,0.046032953620640235,0.5482690902431799,-12.0,-12.0,17.610153383949992,10.996130182879694,Q2,Q2
delay,delay_g_0_8,затухающие колебания,127,152,late,4.693803769814603e-14,3.330411186064348e-14,0.9999999736968349,3.23248871072544e-08,3.5117967525551776e+17,52765715070.219826,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.999999103377121,0.5,0.6,0.0,0.0,0.10072710387582741,0.04617475124224745,0.483403165710115,-12.0,-12.0,17.54552937289522,10.722351827985793,Q2,Q2
delay,delay_g_0_8,затухающие колебания,128,153,late,3.0049732930698115e-14,3.004034414005986e-14,1.0000000060216958,2.1042532156729178e-08,5.432212876057238e+17,70008058298.16933,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999968913351528,0.5,1.0,0.0,1.0,0.16334606560906986,0.046097519881498204,0.5419652064407604,-12.0,-12.0,17.73497678061808,10.84514803248576,Q2,Q2
delay,delay_g_0_8,затухающие колебания,129,154,late,2.5143145164835777e-14,1.9231829083716118e-14,1.0000000270642107,-4.817356774262244e-09,3.3558157559956384e+17,58332079232.51139,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999559567985,0.5,0.1,0.0,0.0,0.04017836773193165,0.0461081052199436,1.0800297476790464,-12.0,-12.0,17.5257981087863,10.76590745702512,Q2,Q2
delay,delay_g_0_8,затухающие колебания,130,155,late,2.4252946613777873e-14,1.6091612910803735e-14,1.0000000222468437,-2.165136863261731e-08,3.5073594953689165e+17,98025759668.5255,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999991775305,0.5,0.6,0.0,0.0,0.10633225775819974,0.04597463514160448,2.066806744726901,-12.0,-12.0,17.544980282235485,10.991340216629682,Q2,Q2
delay,delay_g_0_8,затухающие колебания,131,156,late,1.6213150775925292e-14,1.5521885837676664e-14,1.0000000005954626,-1.779747505883554e-08,2.6637973700358445e+17,42426116469.978745,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999582196232,0.5,0.0,0.0,0.0,0.03942768084197502,0.045886538657161954,0.6326223324679383,-12.0,-12.0,17.425501185805224,10.627633279872942,Q1,Q2
delay,delay_g_0_8,затухающие колебания,132,157,late,1.2235450450833104e-14,1.0376416502039608e-14,0.9999999827979777,-4.763701180012945e-10,3.5160156370496794e+17,45668677512.86041,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.999999713017507,0.5,0.7,0.0,0.0,0.12894527865374314,0.04604445764376009,0.3619214156077016,-12.0,-12.0,17.54605079787764,10.65961843536038,Q1,Q2
delay,delay_g_0_8,затухающие колебания,133,158,late,1.2270495346349493e-14,7.830688293480095e-15,0.9999999823216026,1.3761617737236928e-08,2.5604437387164477e+17,29631456180.672455,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999957746730392,0.5,0.1,0.0,0.0,0.007888865114243028,0.046171876555796944,0.5097892338261855,-12.0,-12.0,17.4083152374118,10.471752994567838,Q1,Q3
delay,delay_g_0_8,затухающие колебания,134,159,late,8.797559603345108e-15,7.85311702666521e-15,0.9999999960832143,1.4142717962471632e-08,2.4591719706569357e+17,39520986093.8663,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999970271241075,0.5,0.2,0.0,0.0,0.0535001176940337,0.04624414130493137,0.45239911408134503,-12.0,-12.0,17.390788900148188,10.5968277721955,Q1,Q2
delay,delay_g_0_8,затухающие колебания,135,160,late,6.060782922859202e-15,5.630438149500729e-15,1.000000010225927,3.1334284794250915e-09,5.320459351298286e+17,28732178701.613125,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999981571315283,0.5,0.5,0.0,0.0,0.08747011157329813,0.046152310428399186,0.8647348632598137,-12.0,-12.0,17.72594912949844,10.458368558891818,Q1,Q3
delay,delay_g_0_8,затухающие колебания,136,161,late,6.0870402526285125e-15,3.8789010729249264e-15,1.0000000133593527,-8.18074161967547e-09,2.906950140281822e+17,24776066958.647434,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999950730444309,0.5,0.5,0.0,0.0,0.05700234966059568,0.045373343214672686,0.5935512169532806,-12.0,-12.0,17.463437582858774,10.394032366054406,Q1,Q3
delay,delay_g_0_8,затухающие колебания,137,162,late,4.752033517516166e-15,3.895705763502278e-15,1.0000000051786084,-1.0687482184543523e-08,3.202042884777798e+17,26801624008.415623,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999893460621431,0.5,0.4,0.0,0.0,0.07301392091815405,0.045489010972715134,0.8718261512496445,-12.0,-12.0,17.505427144103468,10.428161110317026,Q1,Q3
delay,delay_g_0_8,затухающие колебания,138,163,late,3.079601226423508e-15,3.0413014519245608e-15,0.9999999944911233,-4.142886711058101e-09,2.699911836119505e+17,27470926982.748936,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999907917611971,0.5,0.9,0.0,0.0,0.20567483642170714,0.0456812426029711,0.8123617241898583,-12.0,-12.0,17.431349582784193,10.438873314560722,Q1,Q3
delay,delay_g_0_8,затухающие колебания,139,164,late,2.9721596794964025e-15,1.970944785253469e-15,0.9999999903482352,4.407101312556597e-09,5.094433420552864e+17,28345685709.335697,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.999981842642332,0.5,0.5,0.0,0.0,0.10629682585649196,0.045884512358293474,1.2869617339549058,-12.0,-12.0,17.707095890793887,10.4524869674543,Q1,Q3
delay,delay_g_0_8,затухающие колебания,140,165,late,2.5347368440550275e-15,1.9021821953931033e-15,0.9999999947553351,7.721411926200765e-09,3.1065024990153734e+17,29577231533.19501,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999999930423306,0.5,0.5,0.0,0.0,0.08674344050033703,0.04645493343784026,1.4654879033223551,-12.0,-12.0,17.492271707315993,10.470957521042726,Q1,Q3
delay,delay_g_0_8,затухающие колебания,141,166,late,1.608157612241185e-15,1.622231580604535e-15,1.0000000024767457,4.195731870761534e-09,2.6515727129564502e+17,15615781912.209732,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999184155283218,0.5,1.0,0.0,1.0,0.13707887615659325,0.046203979751355456,0.776791954512274,-12.0,-12.0,17.423503541091677,10.193563735069974,Q1,Q3
delay,delay_g_0_8,затухающие колебания,142,167,late,1.4378193153635131e-15,1.0292208721437905e-15,1.0000000066724766,-1.981396511297541e-09,2.240686454990699e+17,16301704957.001886,,,1.0,1.0,0.0,0.0,1.0,0,1,low_dispersion,1,0.9999537071079746,0.5,0.5,0.0,0.0,0.09598000905132392,0.04522237132606288,0.6956429864049741,-12.0,-12.0,17.350381088844614,10.212233028618394,Q1,Q3
