model,case,regime_family,start,end,true_label,predicted_label,true_tool,recommended_tool,true_regression_admissible,predicted_regression_admissible,mean_x,std_x,rel_range,omega_std,turning_rate,unique_ratio,lag1_autocorr,lag2_autocorr,dominant_period,dominant_acf,corr_omega_x,corr_omega_lag1,start_mean,end_mean,max_x,collapse_ratio,growth_ratio,selected,no_model,b_sum,R2_enter,selected_count,hit_rate,false_lag_count,false_lag_rate
base,base_a_2_8,chaotic_informative,62,87,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8833470990474815,0.3232916483928045,1.1725015293894612,0.8897650663634652,0.8695652173913043,1.0,-0.537770335250938,0.05023119714132276,10.0,0.5752496059702404,-1.0,0.5109382630477401,0.9446294515603213,0.8430832104102153,1.2873386058231953,0.6549040062937453,0.8925015084143588,['X_n'],0,-3.7692071686024065e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,63,88,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8792241318952437,0.31915914200817624,1.1779997693902227,0.8981153057001938,0.8695652173913043,1.0,-0.5224020050886391,0.07020073417960326,10.0,0.538690117261545,-0.9999999999999998,0.5022399960115894,0.9297057994706945,0.8760340101602524,1.2873386058231953,0.6805000690553111,0.9422701360570206,['X_n'],0,1.2240208846492351e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,64,89,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8913383315057737,0.30462283932977885,1.1619895476336384,0.8602329086405727,0.8695652173913043,1.0,-0.5421544932670934,0.13869296572242598,10.0,0.43346554535901977,-1.0,0.53019820642599,0.9728730831825436,0.8130479620471853,1.2873386058231953,0.6315727333658868,0.8357184262796901,['X_n'],0,-6.827871601444713e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,65,90,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9027041924540081,0.31379264794369494,1.148710716589354,0.8680298078262291,0.8695652173913043,1.0,-0.564058036685245,0.17106275553715378,10.0,0.4123676217124816,-0.9999999999999997,0.5498738329376199,1.0082388792498838,0.8962308094906544,1.288558760990337,0.6955296387118935,0.8889072103204729,['X_n'],0,2.0233814623793478e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,66,91,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8729220133880665,0.3382813159682858,1.192672150237191,0.895222922411415,0.8695652173913043,1.0,-0.6085447768272967,0.2097313574851595,7.0,0.3495331591946799,-1.0,0.5724387920747565,0.9156900440331744,0.7670783523235677,1.288558760990337,0.5952994737578133,0.8377052446097987,"['X_n', 'Lag_3']",0,9.992007221626409e-15,1.0,2.0,1.0,1.0,0.5
base,base_a_2_8,chaotic_informative,67,92,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8631077983406619,0.3375982024403805,1.206233771376499,0.963199452443766,0.8695652173913043,1.0,-0.5500560952480451,0.18190894168066268,7.0,0.3825682040281304,-1.0,0.6164432637936088,0.8862711277971911,0.8289074259745476,1.288558760990337,0.6432825968584319,0.9352752221938903,['X_n'],0,1.021405182655144e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,68,93,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8748123037216812,0.3461975583776496,1.190095029834136,0.962602126856567,0.8260869565217391,1.0,-0.5582736945667113,0.07342822565121304,7.0,0.4135168693830003,-1.0,0.5621727655194103,0.9221804076314604,0.8832773730511292,1.288558760990337,0.6854769838918917,0.9578140738423947,['X_n'],0,-1.709743457922741e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,69,94,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8458686688678416,0.3606902521930568,1.230817280524651,0.9843390014146578,0.8260869565217391,1.0,-0.594490556200165,0.06873951634034627,7.0,0.4254147185150242,-1.0,0.5651513371635777,0.833918442976196,0.7704982665571263,1.288558760990337,0.5979535352853841,0.9239491859746769,['X_n'],0,-3.885780586188048e-16,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,70,95,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8466454052996316,0.3608548599666848,1.229688093952946,1.0300140334253833,0.8260869565217391,1.0,-0.596082495592247,0.08221545385078147,7.0,0.44346195533026533,-1.0,0.6075567262547782,0.8406106951346046,0.8299366585982905,1.288558760990337,0.6440813439974075,0.9873020452891038,['X_n'],0,-1.2378986724570495e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,71,96,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8455834577642511,0.36004167346287796,1.2312324290847054,1.0173790042844337,0.782608695652174,1.0,-0.5780232606181479,-0.007052356721093739,7.0,0.4199787458545826,-1.0,0.5935805827935465,0.8308217604805737,0.8245786928113424,1.288558760990337,0.639923236544993,0.992485671456631,['X_n'],0,2.0816681711721685e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,72,97,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8482212456155636,0.35924230130990714,1.2274035578316345,1.0256287499708758,0.782608695652174,1.0,-0.5777130211205354,-0.03652253661419881,7.0,0.42035249455912144,-0.9999999999999999,0.579229190453169,0.8537178789869906,0.8381321897756365,1.288558760990337,0.6504415748424853,0.9817437474428347,['X_n'],0,9.547918011776346e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,73,98,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8473446581597838,0.35819495145090363,1.228673320438401,0.9941507325125865,0.782608695652174,1.0,-0.5338890380219657,0.014366227664609729,10.0,0.39767969241995055,-1.0,0.5415604029098029,0.8385939149979146,0.8352403345804328,1.288558760990337,0.648197319258067,0.9960009483046509,['X_n'],0,-2.961519918187605e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,74,99,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8502792407280373,0.35357298691840583,1.2244327802305166,0.9628341192961288,0.8260869565217391,1.0,-0.6175144172386771,0.11419141506079539,7.0,0.4224876201713853,-0.9999999999999999,0.5890020318081964,0.8850293150272026,0.8449313794705829,1.288558760990337,0.655718159737784,0.9546930990015995,"['X_n', 'Lag_5']",0,7.271960811294775e-15,1.0,2.0,1.0,1.0,0.5
base,base_a_2_8,chaotic_informative,75,100,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8566929107504795,0.353673614533156,1.2152660091290952,1.0095598084156747,0.8260869565217391,1.0,-0.6099368265141775,0.11324920009097011,7.0,0.42859761321969575,-0.9999999999999999,0.6227092704937968,0.9477549714906113,0.8662246040778714,1.288558760990337,0.6722429976046449,0.9139752680120364,['X_n'],0,6.63358257213531e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,76,101,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8502113078000082,0.34763572401796217,1.2245306139139465,0.9827873114976783,0.782608695652174,1.0,-0.5667516739280939,0.05166922971711469,7.0,0.34183677819174724,-1.0,0.581778826862712,0.8243930690266235,0.8453022953762324,1.288558760990337,0.6560060130486911,1.025363175814053,['X_n'],0,2.1510571102112408e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,77,102,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8684153489714508,0.3319547700815184,1.1988615538981564,0.9476504595475709,0.8260869565217391,1.0,-0.5762118709297046,0.088965619520833,5.0,0.29530520963275037,-1.0,0.5763739843132399,0.8859477533230832,0.9043768182999741,1.288558760990337,0.7018514371862286,1.0208015257195084,['X_n'],0,-1.2420620087993939e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,78,103,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8798286005060879,0.33994138318824524,1.1833097652179807,0.9469112752311174,0.8260869565217391,1.0,-0.5820469939443202,0.11754589230333994,5.0,0.32185753884901463,-1.0,0.5883429570328043,0.9181051806811227,0.9443081801547807,1.288558760990337,0.7328406035818045,1.0285403023804076,['X_n'],0,2.5757174171303632e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,79,104,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8523048531603058,0.3521131550989585,1.2215227577744487,0.9659446297889034,0.8260869565217391,1.0,-0.6130291577564888,0.10560535536405902,5.0,0.4197338240097372,-0.9999999999999999,0.5873620121221111,0.8430832104102153,0.8518261210932447,1.288558760990337,0.6610688987427812,1.0103701634371007,['X_n'],0,1.6160683902199935e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,80,105,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8576181792089718,0.3536123938264898,1.2139548810138283,1.006030357718849,0.8260869565217391,1.0,-0.6261253108028327,0.1282935802730507,5.0,0.4211568245123412,-1.0,0.62536511614888,0.8760340101602524,0.8830832964663917,1.288558760990337,0.6853263686536791,1.0080468180737068,['X_n'],0,-4.718447854656915e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,81,106,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8494072151373376,0.3486974084256478,1.2256898177261069,0.9943545894435452,0.8260869565217391,1.0,-0.6072174179154524,0.06343536345624906,5.0,0.40332844351243524,-1.0,0.6179078310247498,0.8130479620471853,0.8450394055527699,1.288558760990337,0.6558019945503338,1.0393475477449483,['X_n'],0,-1.1379786002407855e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,82,107,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8671164181655179,0.3479958051443806,1.2006574352490154,0.9877024407036614,0.8260869565217391,1.0,-0.5844883839461158,0.033069069117843894,10.0,0.3861652456665426,-1.0,0.5986033825153085,0.8962308094906544,0.9376454945193293,1.288558760990337,0.7276699541421695,1.0462098430338629,['X_n'],0,-3.864963904476326e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,83,108,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8506648924881756,0.3376234811390853,1.2238776795545199,0.9647776939965662,0.8260869565217391,1.0,-0.5439376613097812,0.041065504158303144,10.0,0.35203812540976925,-0.9999999999999999,0.5481943198058986,0.7670783523235677,0.9289174144209114,1.288558760990337,0.7208964329317671,1.2109811358997613,['X_n'],0,-1.8013368574543165e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,84,109,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8871895433355651,0.32233276993637877,1.1734919358750155,0.9043491442141037,0.8695652173913043,1.0,-0.5808836489052384,0.15121614600616382,5.0,0.27934783181071343,-1.0,0.5908773091496577,0.8289074259745476,0.9399500550752391,1.288558760990337,0.7294584333529573,1.1339626424146683,['X_n'],0,-7.428085924132688e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,85,110,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8765099036144316,0.3283674755730809,1.1877900870300921,0.9205696264337271,0.8695652173913043,1.0,-0.6033102006532115,0.14696152398557277,5.0,0.2579686241846257,-0.9999999999999997,0.5885768764775765,0.8832773730511292,0.9112432365823987,1.288558760990337,0.7071801955558875,1.0316614739429657,['X_n'],0,1.9012569296705806e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,86,111,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8776721653192695,0.32964360420923683,1.1862171501339573,0.9162593383773174,0.8695652173913043,1.0,-0.5987847035607027,0.15449026076126127,5.0,0.3480861527316295,-1.0,0.581034632571737,0.7704982665571263,0.911366320722315,1.288558760990337,0.7072757163374325,1.1828272175025647,['X_n'],0,-1.7819079545233762e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,87,112,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8740288886108651,0.33473771756632303,1.1911617433510782,0.9094989856708521,0.8695652173913043,1.0,-0.6112403765216669,0.17802906798342494,8.0,0.3679398908926352,-0.9999999999999999,0.5837616425983948,0.8299366585982905,0.9109708211932126,1.288558760990337,0.7069687846389522,1.097638972511208,['X_n'],0,5.918876500032866e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,88,113,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8685774311952922,0.33126268968596617,1.198637838498982,0.9427780903888604,0.8695652173913043,1.0,-0.5987253802790903,0.1575710307719883,8.0,0.35935543255359764,-1.0,0.6036707525646939,0.8245786928113424,0.9102816726175038,1.288558760990337,0.706433963413431,1.1039354770543042,['X_n'],0,-6.536438057480609e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,89,114,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8809414125746894,0.3291001388626328,1.181814999086167,0.9389953212874762,0.8695652173913043,1.0,-0.5815802845016985,0.08706648827802012,8.0,0.3587709898594506,-1.0,0.591109263233528,0.8381321897756365,0.911592329038909,1.288558760990337,0.7074511125424299,1.087647438148077,['X_n'],0,-2.3300805729320473e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,90,115,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8713562811760387,0.3204649178363252,1.1694543411246632,0.9099277780099674,0.8695652173913043,1.0,-0.5294968243467809,0.12270483411493169,8.0,0.328753159428301,-1.0,0.5410594136254085,0.8352403345804328,0.9094803813985317,1.2664603719809748,0.7181277847453992,1.0888846524101259,['X_n'],0,-1.0311196341206141e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,91,116,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8976671780043673,0.29407645542870114,1.0526086151315237,0.8403819181103307,0.9130434782608695,1.0,-0.6138396548735694,0.25077021519686066,5.0,0.3106876220875891,-0.9999999999999998,0.6174340542750039,0.8449313794705829,0.9139604945616671,1.2664603719809748,0.7216652923234118,1.081697894963182,['X_n'],0,-3.384098556935555e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,92,117,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9127307689258624,0.29672584512211847,1.035236498272307,0.8370277667772774,0.9130434782608695,1.0,-0.6038135145889811,0.2502935877101767,8.0,0.25025107346475484,-1.0,0.613623406191447,0.8662246040778714,0.9087237559442267,1.2664603719809748,0.7175303515599285,1.0490625083451621,['X_n'],0,-1.3183898417423734e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,93,118,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.889230607537469,0.29098969688096066,1.0614296725005186,0.8224761739727093,0.9130434782608695,1.0,-0.580204286937671,0.25039029012801917,8.0,0.2639951554205101,-1.0,0.5665760003536049,0.8453022953762324,0.9230295728106208,1.2654239194287076,0.7294232064360967,1.0919520482312108,"['X_n', 'Lag_4']",0,1.1095291352347658e-14,1.0,2.0,1.0,1.0,0.5
base,base_a_2_8,chaotic_informative,94,119,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9279392928398594,0.2769273655188605,1.0391929315621045,0.7627982688988473,0.9565217391304348,1.0,-0.6443969665550342,0.3749841128323719,8.0,0.32206586133508325,-1.0,0.6292361604285666,0.9043768182999741,0.9275830400589696,1.2892852994525343,0.7194552210072097,1.0256599033604357,['X_n'],0,-3.8191672047105385e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,95,120,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9004410412772722,0.30755475130112697,1.1597867568629385,0.7913815447685807,0.9565217391304348,1.0,-0.6821534436795279,0.4126914987969559,8.0,0.4122090321130774,-1.0,0.6523157257272978,0.9443081801547807,0.9124746356808126,1.2892852994525343,0.7077367872481554,0.9662890302731992,['X_n'],0,-3.991251773527438e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,96,121,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8866007740333249,0.30564396162034485,1.1778915895352036,0.8704620493866543,0.9565217391304348,1.0,-0.5726734464820253,0.3541558941644127,8.0,0.4585542097534907,-1.0,0.6796321749537119,0.8518261210932447,0.8809016391801948,1.2892852994525343,0.6832480286203912,1.0341331609432618,['X_n'],0,1.3322676295501878e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,97,122,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9065412827105195,0.3136022974502354,1.151982391675296,0.8708382772529779,0.9130434782608695,1.0,-0.5735723470953346,0.1823135886092064,8.0,0.45160666423232376,-1.0,0.5724575722796834,0.8830832964663917,0.9181317839501063,1.2892852994525343,0.7121246044920935,1.0396887673268866,['X_n'],0,-3.0753177782116836e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,98,123,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8683990792713743,0.325399932823806,1.202580265153535,0.871398647992527,0.9130434782608695,1.0,-0.574450197932496,0.1992392865409143,8.0,0.3783102386225293,-1.0,0.5341572947943817,0.8450394055527699,0.8259990786283565,1.2892852994525343,0.6406643114437884,0.9774681194754954,['X_n'],0,-4.085620730620576e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,99,124,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8919106851801197,0.305939169904997,1.1708791164424233,0.8742093447111257,0.9565217391304348,1.0,-0.56655550082908,0.2725087565947283,8.0,0.4689549516175512,-1.0,0.6080499599627183,0.9376454945193293,0.8269423393948092,1.2892852994525343,0.6413959266780994,0.8819349575382213,['X_n'],0,4.0190073491430667e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,100,125,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.899770954826693,0.3095562665987474,1.1606504848896837,0.8738586154208975,0.9130434782608695,1.0,-0.5667807334430691,0.18763082387277163,8.0,0.4826899357042921,-1.0,0.5770064917793422,0.9289174144209114,0.8257251850179671,1.2892852994525343,0.6404518731180697,0.888911298463196,['X_n'],0,2.911559882079473e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,101,126,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8839736389886113,0.3090586525539755,1.1813922372211254,0.8769572507136625,0.9130434782608695,1.0,-0.5725646045206746,0.1567875825232421,8.0,0.47650940785975376,-1.0,0.5644403979401236,0.9399500550752391,0.8288742686610522,1.2892852994525343,0.6428943764526088,0.8818279909507577,"['X_n', 'Lag_3']",0,5.3179682879545e-14,1.0,2.0,1.0,1.0,0.5
base,base_a_2_8,chaotic_informative,102,127,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.9037052217500324,0.318303535153615,1.1555976106754386,0.881653540924571,0.9130434782608695,1.0,-0.58272311547658,0.18104955081249582,8.0,0.49564721005896334,-0.9999999999999998,0.575087261332922,0.9112432365823987,0.8286453461442644,1.2892852994525343,0.6427168187647294,0.9093569234621525,['X_n'],0,-3.191891195797325e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,103,128,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8636790913833446,0.3345081738270831,1.2091523407572373,0.8866648720950672,0.9130434782608695,1.0,-0.5901842756720876,0.19906988522100666,8.0,0.5477084672888768,-1.0,0.5485116785347954,0.911366320722315,0.8294270867362572,1.2892852994525343,0.6433231551530562,0.9100918783995486,['X_n'],0,-2.0317081350640365e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,104,129,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8800361317570181,0.3195839683819284,1.1866780889146449,0.911342696343126,0.9130434782608695,1.0,-0.5210290067345512,0.2075006504575591,8.0,0.5042990531939561,-0.9999999999999999,0.5985665101238147,0.9109708211932126,0.8313116139797859,1.2892852994525343,0.6447848388039354,0.9125556984261175,['X_n'],0,-2.858824288409778e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,105,130,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8896642837517967,0.3272187447103278,1.173835585042554,0.9095808967715547,0.8695652173913043,1.0,-0.5275340983268448,0.08035651844554878,8.0,0.527719537328676,-0.9999999999999999,0.5287630010877743,0.9102816726175038,0.830342674720383,1.2892852994525343,0.6440333067265788,0.9121821296618472,['X_n'],0,-4.912736883966318e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,106,131,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8647152731713073,0.34416251789361757,1.2077034226298056,0.9341772156857121,0.8695652173913043,1.0,-0.5699127592995803,0.09512893159996925,8.0,0.5782008761496558,-1.0,0.5379943272146366,0.911592329038909,0.83352751149006,1.2892852994525343,0.6465035410269538,0.9143643325397959,['X_n'],0,-1.2878587085651816e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,107,132,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8606130793908788,0.3423473670995033,1.2134600554158428,0.9765046314461918,0.8695652173913043,1.0,-0.5641059324677333,0.08707040005806431,8.0,0.5729083837170472,-1.0,0.5744146126294588,0.9094803813985317,0.8398404764279511,1.2892852994525343,0.6514000251027219,0.9234289090837853,['X_n'],0,-8.104628079763643e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,108,133,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8683312435852227,0.3446255039525299,1.2026742130081605,0.9783257237094565,0.8260869565217391,1.0,-0.5634298149884979,0.04536268511646659,8.0,0.5837417676130583,-0.9999999999999999,0.5767403405556996,0.9139604945616671,0.8306683167913165,1.2892852994525343,0.6442858823753291,0.9088667636446395,"['X_n', 'Lag_6']",0,-7.13318293321663e-15,1.0,2.0,1.0,1.0,0.5
base,base_a_2_8,chaotic_informative,109,134,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8559142432536216,0.3384446256809535,1.2201217624787273,0.9671084710911491,0.8260869565217391,1.0,-0.5430718422278286,-0.000471293526132974,8.0,0.5712734435516424,-1.0,0.5480684783377023,0.9087237559442267,0.8522644434033962,1.2892852994525343,0.6610363460789408,0.9378696637217706,['X_n'],0,-2.1045665210550624e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,110,135,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8804990462848887,0.3387069884867938,1.1860542034833295,0.9521311343583986,0.8260869565217391,1.0,-0.5133199976162025,-0.03237487271029431,8.0,0.5975107934955807,-1.0,0.5243931835793043,0.9230295728106208,0.838723938253825,1.2892852994525343,0.6505340118358365,0.9086642107250307,['X_n'],0,1.1102230246251565e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,111,136,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8538935911190805,0.3345105295161974,1.2230090562462348,0.9432496957732813,0.8260869565217391,1.0,-0.4951572465908584,-0.05593964816553625,8.0,0.6120896556690048,-0.9999999999999999,0.4765302190581204,0.9275830400589696,0.8807866323964894,1.2892852994525343,0.68315882665419,0.9495501689428202,['X_n'],0,-2.1843638009499955e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,112,137,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8899072801804566,0.3284375503034995,1.1735150596784492,0.9125637777532434,0.8260869565217391,1.0,-0.5146345225888607,0.010253936644797554,8.0,0.5128980437866729,-1.0,0.49329933333278675,0.9124746356808126,0.9418181600164577,1.2892852994525343,0.7304963148314646,1.032158180828502,['X_n'],0,1.8235413179468196e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,113,138,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8621903277366191,0.3454713852844864,1.2112402116024115,0.9357279906808731,0.8260869565217391,1.0,-0.5567114726033752,0.058057938768511834,8.0,0.3952600343464133,-1.0,0.5224327756264354,0.8809016391801948,0.8244255600700732,1.2892852994525343,0.6394438534435681,0.9358883255539395,['X_n'],0,6.46011022453763e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,114,139,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8606998553788628,0.34507647721112206,1.2133377140508133,0.985203231367745,0.8260869565217391,1.0,-0.5528119907372085,0.06631018217102833,8.0,0.36809633020427585,-1.0,0.5673430258070417,0.9181317839501063,0.8990441484375202,1.2892852994525343,0.6973197854805906,0.9792103531908407,['X_n'],0,-1.9984014443252818e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,115,140,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8629898051535052,0.34650498602239754,1.2101181135314751,0.980006221584076,0.782608695652174,1.0,-0.5466917526550937,-0.002643412403139352,8.0,0.40794636739764684,-1.0,0.5602309948446165,0.8259990786283565,0.9169076494067394,1.2892852994525343,0.7111751369507457,1.1100589251616897,['X_n'],0,-1.970645868709653e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,116,141,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8578733539989727,0.3467878706360935,1.217335391221984,0.9899139888857308,0.782608695652174,1.0,-0.5596960312774301,-0.0015224325739002134,8.0,0.40085544042895654,-1.0,0.5601154857558367,0.8269423393948092,0.8812795896046359,1.2892852994525343,0.6835411758583234,1.0657086324175795,['X_n'],0,-5.35682609381638e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,117,142,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8625348927751608,0.35137506602880625,1.210756345924988,0.9767278763897005,0.782608695652174,1.0,-0.547740350298148,-0.00988584870019537,8.0,0.36730859011466743,-1.0,0.5535249568226617,0.8257251850179671,0.9294132856990367,1.2892852994525343,0.7208748025698353,1.1255721668206273,['X_n'],0,-2.7922109069322687e-14,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,118,143,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.848826133357674,0.3647026563714248,1.2303103709569754,0.998411323913345,0.782608695652174,1.0,-0.5714716647620592,-0.033670977127705636,5.0,0.3713556374097289,-1.0,0.5424529393120772,0.8288742686610522,0.8240517199130748,1.2892852994525343,0.6391538942257308,0.9941818090748943,['X_n'],0,4.274358644806853e-15,1.0,1.0,1.0,0.0,0.0
base,base_a_2_8,chaotic_informative,119,144,chaotic_informative,chaotic_informative,phase_analysis,phase_analysis,0,0,0.8357005765002841,0.35437298110338217,1.2474422588538205,1.0100578601511567,0.782608695652174,1.0,-0.5298576730297804,-0.004033455755429764,5.0,0.3880339150034677,-0.9999999999999999,0.5354953553560108,0.8286453461442644,0.870729869375231,1.2874539193182337,0.6763192501960168,1.0507871352042082,['X_n'],0,-1.8263168755083825e-14,1.0,1.0,1.0,0.0,0.0
