model,case,regime,start,stage,rho,retained_components,explained_variance_share,validation_r2,validation_mae,true_mass_share,support_90,pairwise_score,false_lag_rate,component_dominance
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",100,middle,0.99,2.0,0.9999999994474014,0.9999999989150701,1.9229922593011484e-05,0.1457165574834843,7.0,0.3333333333333333,0.8571428571428571,0.1324068203105596
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",101,middle,0.8,2.0,0.999999999625895,0.9999999986124524,2.004546110029315e-05,0.1376077216488912,7.0,0.3888888888888889,0.8571428571428571,0.13597791210029264
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",101,middle,0.9,2.0,0.999999999625895,0.9999999986124524,2.004546110029315e-05,0.1376077216488912,7.0,0.3888888888888889,0.8571428571428571,0.13597791210029264
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",101,middle,0.95,2.0,0.999999999625895,0.9999999986124524,2.004546110029315e-05,0.1376077216488912,7.0,0.3888888888888889,0.8571428571428571,0.13597791210029264
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",101,middle,0.99,2.0,0.999999999625895,0.9999999986124524,2.004546110029315e-05,0.1376077216488912,7.0,0.3888888888888889,0.8571428571428571,0.13597791210029264
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",102,middle,0.8,2.0,0.9999999996857465,0.9999999990463325,1.668623703815486e-05,0.14496517461061348,7.0,0.3333333333333333,0.8571428571428571,0.13312008402483755
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",102,middle,0.9,2.0,0.9999999996857465,0.9999999990463325,1.668623703815486e-05,0.14496517461061348,7.0,0.3333333333333333,0.8571428571428571,0.13312008402483755
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",102,middle,0.95,2.0,0.9999999996857465,0.9999999990463325,1.668623703815486e-05,0.14496517461061348,7.0,0.3333333333333333,0.8571428571428571,0.13312008402483755
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",102,middle,0.99,2.0,0.9999999996857465,0.9999999990463325,1.668623703815486e-05,0.14496517461061348,7.0,0.3333333333333333,0.8571428571428571,0.13312008402483755
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",103,middle,0.8,2.0,0.9999999997159601,0.9999999992835487,1.1775487542516524e-05,0.14571678250776726,7.0,0.3333333333333333,0.8571428571428571,0.1324067784964527
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",103,middle,0.9,2.0,0.9999999997159601,0.9999999992835487,1.1775487542516524e-05,0.14571678250776726,7.0,0.3333333333333333,0.8571428571428571,0.1324067784964527
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",103,middle,0.95,2.0,0.9999999997159601,0.9999999992835487,1.1775487542516524e-05,0.14571678250776726,7.0,0.3333333333333333,0.8571428571428571,0.1324067784964527
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",103,middle,0.99,2.0,0.9999999997159601,0.9999999992835487,1.1775487542516524e-05,0.14571678250776726,7.0,0.3333333333333333,0.8571428571428571,0.1324067784964527
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",104,middle,0.8,2.0,0.9999999997219962,0.9999999995294648,8.8303120397241e-06,0.13760658778629933,7.0,0.3333333333333333,0.8571428571428571,0.1359778494305349
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",104,middle,0.9,2.0,0.9999999997219962,0.9999999995294648,8.8303120397241e-06,0.13760658778629933,7.0,0.3333333333333333,0.8571428571428571,0.1359778494305349
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",104,middle,0.95,2.0,0.9999999997219962,0.9999999995294648,8.8303120397241e-06,0.13760658778629933,7.0,0.3333333333333333,0.8571428571428571,0.1359778494305349
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",104,middle,0.99,2.0,0.9999999997219962,0.9999999995294648,8.8303120397241e-06,0.13760658778629933,7.0,0.3333333333333333,0.8571428571428571,0.1359778494305349
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",105,middle,0.8,2.0,0.9999999997330052,0.9999999999035718,4.411985148851845e-06,0.14496511306412477,7.0,0.3333333333333333,0.8571428571428571,0.13312013603034334
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",105,middle,0.9,2.0,0.9999999997330052,0.9999999999035718,4.411985148851845e-06,0.14496511306412477,7.0,0.3333333333333333,0.8571428571428571,0.13312013603034334
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",105,middle,0.95,2.0,0.9999999997330052,0.9999999999035718,4.411985148851845e-06,0.14496511306412477,7.0,0.3333333333333333,0.8571428571428571,0.13312013603034334
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",105,middle,0.99,2.0,0.9999999997330052,0.9999999999035718,4.411985148851845e-06,0.14496511306412477,7.0,0.3333333333333333,0.8571428571428571,0.13312013603034334
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",106,middle,0.8,2.0,0.9999999997736085,0.9999999998440173,7.05868951650368e-06,0.1457169912413817,7.0,0.3333333333333333,0.8571428571428571,0.13240676651422192
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",106,middle,0.9,2.0,0.9999999997736085,0.9999999998440173,7.05868951650368e-06,0.1457169912413817,7.0,0.3333333333333333,0.8571428571428571,0.13240676651422192
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",106,middle,0.95,2.0,0.9999999997736085,0.9999999998440173,7.05868951650368e-06,0.1457169912413817,7.0,0.3333333333333333,0.8571428571428571,0.13240676651422192
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",106,middle,0.99,2.0,0.9999999997736085,0.9999999998440173,7.05868951650368e-06,0.1457169912413817,7.0,0.3333333333333333,0.8571428571428571,0.13240676651422192
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",107,middle,0.8,2.0,0.9999999998410636,0.9999999999198459,4.611900415396608e-06,0.13760615552795677,7.0,0.2777777777777778,0.8571428571428571,0.13597775501750914
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",107,middle,0.9,2.0,0.9999999998410636,0.9999999999198459,4.611900415396608e-06,0.13760615552795677,7.0,0.2777777777777778,0.8571428571428571,0.13597775501750914
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",107,middle,0.95,2.0,0.9999999998410636,0.9999999999198459,4.611900415396608e-06,0.13760615552795677,7.0,0.2777777777777778,0.8571428571428571,0.13597775501750914
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",107,middle,0.99,2.0,0.9999999998410636,0.9999999999198459,4.611900415396608e-06,0.13760615552795677,7.0,0.2777777777777778,0.8571428571428571,0.13597775501750914
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",108,late,0.8,2.0,0.9999999998814484,0.9999999998455701,7.111054197021331e-06,0.1449655841569444,7.0,0.2777777777777778,0.8571428571428571,0.133120049729942
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",108,late,0.9,2.0,0.9999999998814484,0.9999999998455701,7.111054197021331e-06,0.1449655841569444,7.0,0.2777777777777778,0.8571428571428571,0.133120049729942
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",108,late,0.95,2.0,0.9999999998814484,0.9999999998455701,7.111054197021331e-06,0.1449655841569444,7.0,0.2777777777777778,0.8571428571428571,0.133120049729942
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",108,late,0.99,2.0,0.9999999998814484,0.9999999998455701,7.111054197021331e-06,0.1449655841569444,7.0,0.2777777777777778,0.8571428571428571,0.133120049729942
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",109,late,0.8,2.0,0.9999999999138423,0.9999999998707063,6.6559530937926326e-06,0.14571703953992007,7.0,0.3888888888888889,0.8571428571428571,0.13240669175514425
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",109,late,0.9,2.0,0.9999999999138423,0.9999999998707063,6.6559530937926326e-06,0.14571703953992007,7.0,0.3888888888888889,0.8571428571428571,0.13240669175514425
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",109,late,0.95,2.0,0.9999999999138423,0.9999999998707063,6.6559530937926326e-06,0.14571703953992007,7.0,0.3888888888888889,0.8571428571428571,0.13240669175514425
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",109,late,0.99,2.0,0.9999999999138423,0.9999999998707063,6.6559530937926326e-06,0.14571703953992007,7.0,0.3888888888888889,0.8571428571428571,0.13240669175514425
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",110,late,0.8,2.0,0.9999999999458489,0.9999999998225712,7.3555209223474805e-06,0.137606402805098,7.0,0.2222222222222222,0.8571428571428571,0.13597770826994637
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",110,late,0.9,2.0,0.9999999999458489,0.9999999998225712,7.3555209223474805e-06,0.137606402805098,7.0,0.2222222222222222,0.8571428571428571,0.13597770826994637
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",110,late,0.95,2.0,0.9999999999458489,0.9999999998225712,7.3555209223474805e-06,0.137606402805098,7.0,0.2222222222222222,0.8571428571428571,0.13597770826994637
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",110,late,0.99,2.0,0.9999999999458489,0.9999999998225712,7.3555209223474805e-06,0.137606402805098,7.0,0.2222222222222222,0.8571428571428571,0.13597770826994637
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",111,late,0.8,2.0,0.9999999999579869,0.9999999998547342,6.659790476167456e-06,0.14496598928468055,7.0,0.3333333333333333,0.8571428571428571,0.133119926599448
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",111,late,0.9,2.0,0.9999999999579869,0.9999999998547342,6.659790476167456e-06,0.14496598928468055,7.0,0.3333333333333333,0.8571428571428571,0.133119926599448
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",111,late,0.95,2.0,0.9999999999579869,0.9999999998547342,6.659790476167456e-06,0.14496598928468055,7.0,0.3333333333333333,0.8571428571428571,0.133119926599448
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",111,late,0.99,2.0,0.9999999999579869,0.9999999998547342,6.659790476167456e-06,0.14496598928468055,7.0,0.3333333333333333,0.8571428571428571,0.133119926599448
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",112,late,0.8,2.0,0.9999999999634472,0.9999999998941026,4.92158734118527e-06,0.14571696925318825,7.0,0.3333333333333333,0.8571428571428571,0.1324066261756255
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",112,late,0.9,2.0,0.9999999999634472,0.9999999998941026,4.92158734118527e-06,0.14571696925318825,7.0,0.3333333333333333,0.8571428571428571,0.1324066261756255
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",112,late,0.95,2.0,0.9999999999634472,0.9999999998941026,4.92158734118527e-06,0.14571696925318825,7.0,0.3333333333333333,0.8571428571428571,0.1324066261756255
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",112,late,0.99,2.0,0.9999999999634472,0.9999999998941026,4.92158734118527e-06,0.14571696925318825,7.0,0.3333333333333333,0.8571428571428571,0.1324066261756255
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",113,late,0.8,2.0,0.9999999999639675,0.9999999999192842,3.85937118169144e-06,0.13760682344061526,7.0,0.3333333333333333,0.8571428571428571,0.13597777281085024
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",113,late,0.9,2.0,0.9999999999639675,0.9999999999192842,3.85937118169144e-06,0.13760682344061526,7.0,0.3333333333333333,0.8571428571428571,0.13597777281085024
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",113,late,0.95,2.0,0.9999999999639675,0.9999999999192842,3.85937118169144e-06,0.13760682344061526,7.0,0.3333333333333333,0.8571428571428571,0.13597777281085024
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",113,late,0.99,2.0,0.9999999999639675,0.9999999999192842,3.85937118169144e-06,0.13760682344061526,7.0,0.3333333333333333,0.8571428571428571,0.13597777281085024
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",114,late,0.8,2.0,0.9999999999645657,0.999999999979475,1.6562439477859254e-06,0.14496606518742447,7.0,0.3333333333333333,0.8571428571428571,0.13311994610157304
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",114,late,0.9,2.0,0.9999999999645657,0.999999999979475,1.6562439477859254e-06,0.14496606518742447,7.0,0.3333333333333333,0.8571428571428571,0.13311994610157304
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",114,late,0.95,2.0,0.9999999999645657,0.999999999979475,1.6562439477859254e-06,0.14496606518742447,7.0,0.3333333333333333,0.8571428571428571,0.13311994610157304
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",114,late,0.99,2.0,0.9999999999645657,0.999999999979475,1.6562439477859254e-06,0.14496606518742447,7.0,0.3333333333333333,0.8571428571428571,0.13311994610157304
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",115,late,0.8,2.0,0.9999999999690539,0.9999999999739212,2.6389847039842707e-06,0.14571688848093028,7.0,0.3333333333333333,0.8571428571428571,0.13240665256948808
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",115,late,0.9,2.0,0.9999999999690539,0.9999999999739212,2.6389847039842707e-06,0.14571688848093028,7.0,0.3333333333333333,0.8571428571428571,0.13240665256948808
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",115,late,0.95,2.0,0.9999999999690539,0.9999999999739212,2.6389847039842707e-06,0.14571688848093028,7.0,0.3333333333333333,0.8571428571428571,0.13240665256948808
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",115,late,0.99,2.0,0.9999999999690539,0.9999999999739212,2.6389847039842707e-06,0.14571688848093028,7.0,0.3333333333333333,0.8571428571428571,0.13240665256948808
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",116,late,0.8,2.0,0.9999999999768092,0.9999999999899678,1.8477654438002016e-06,0.13760702799599528,7.0,0.3888888888888889,0.8571428571428571,0.13597776189441738
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",116,late,0.9,2.0,0.9999999999768092,0.9999999999899678,1.8477654438002016e-06,0.13760702799599528,7.0,0.3888888888888889,0.8571428571428571,0.13597776189441738
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",116,late,0.95,2.0,0.9999999999768092,0.9999999999899678,1.8477654438002016e-06,0.13760702799599528,7.0,0.3888888888888889,0.8571428571428571,0.13597776189441738
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",116,late,0.99,2.0,0.9999999999768092,0.9999999999899678,1.8477654438002016e-06,0.13760702799599528,7.0,0.3888888888888889,0.8571428571428571,0.13597776189441738
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",117,late,0.8,2.0,0.9999999999818744,0.9999999999841857,2.2143479144753897e-06,0.14496591463469682,7.0,0.3333333333333333,0.8571428571428571,0.13311993759889895
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",117,late,0.9,2.0,0.9999999999818744,0.9999999999841857,2.2143479144753897e-06,0.14496591463469682,7.0,0.3333333333333333,0.8571428571428571,0.13311993759889895
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",117,late,0.95,2.0,0.9999999999818744,0.9999999999841857,2.2143479144753897e-06,0.14496591463469682,7.0,0.3333333333333333,0.8571428571428571,0.13311993759889895
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",117,late,0.99,2.0,0.9999999999818744,0.9999999999841857,2.2143479144753897e-06,0.14496591463469682,7.0,0.3333333333333333,0.8571428571428571,0.13311993759889895
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",118,late,0.8,2.0,0.9999999999866058,0.9999999999849285,2.2133629338042895e-06,0.14571686105853243,7.0,0.3333333333333333,0.8571428571428571,0.13240660668811144
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",118,late,0.9,2.0,0.9999999999866058,0.9999999999849285,2.2133629338042895e-06,0.14571686105853243,7.0,0.3333333333333333,0.8571428571428571,0.13240660668811144
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",118,late,0.95,2.0,0.9999999999866058,0.9999999999849285,2.2133629338042895e-06,0.14571686105853243,7.0,0.3333333333333333,0.8571428571428571,0.13240660668811144
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",118,late,0.99,2.0,0.9999999999866058,0.9999999999849285,2.2133629338042895e-06,0.14571686105853243,7.0,0.3333333333333333,0.8571428571428571,0.13240660668811144
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",119,late,0.8,2.0,0.9999999999919088,0.9999999999784769,2.61538556832012e-06,0.1376069712744061,7.0,0.4444444444444444,0.8571428571428571,0.13597772976490113
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",119,late,0.9,2.0,0.9999999999919088,0.9999999999784769,2.61538556832012e-06,0.1376069712744061,7.0,0.4444444444444444,0.8571428571428571,0.13597772976490113
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",119,late,0.95,2.0,0.9999999999919088,0.9999999999784769,2.61538556832012e-06,0.1376069712744061,7.0,0.4444444444444444,0.8571428571428571,0.13597772976490113
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",119,late,0.99,2.0,0.9999999999919088,0.9999999999784769,2.61538556832012e-06,0.1376069712744061,7.0,0.4444444444444444,0.8571428571428571,0.13597772976490113
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",120,late,0.8,2.0,0.9999999999941251,0.9999999999790222,2.573677452525717e-06,0.1449657559293614,7.0,0.3333333333333333,0.8571428571428571,0.13311989517819606
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",120,late,0.9,2.0,0.9999999999941251,0.9999999999790222,2.573677452525717e-06,0.1449657559293614,7.0,0.3333333333333333,0.8571428571428571,0.13311989517819606
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",120,late,0.95,2.0,0.9999999999941251,0.9999999999790222,2.573677452525717e-06,0.1449657559293614,7.0,0.3333333333333333,0.8571428571428571,0.13311989517819606
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",120,late,0.99,2.0,0.9999999999941251,0.9999999999790222,2.573677452525717e-06,0.1449657559293614,7.0,0.3333333333333333,0.8571428571428571,0.13311989517819606
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",121,late,0.8,2.0,0.9999999999951499,0.9999999999849474,1.9800928973690013e-06,0.14571688134134325,7.0,0.2777777777777778,0.8571428571428571,0.13240658961100932
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",121,late,0.9,2.0,0.9999999999951499,0.9999999999849474,1.9800928973690013e-06,0.14571688134134325,7.0,0.2777777777777778,0.8571428571428571,0.13240658961100932
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",121,late,0.95,2.0,0.9999999999951499,0.9999999999849474,1.9800928973690013e-06,0.14571688134134325,7.0,0.2777777777777778,0.8571428571428571,0.13240658961100932
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",121,late,0.99,2.0,0.9999999999951499,0.9999999999849474,1.9800928973690013e-06,0.14571688134134325,7.0,0.2777777777777778,0.8571428571428571,0.13240658961100932
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",122,late,0.8,2.0,0.9999999999953593,0.9999999999869013,1.6718778309369557e-06,0.1376068199849195,7.0,0.3888888888888889,0.8571428571428571,0.1359777153246051
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",122,late,0.9,2.0,0.9999999999953593,0.9999999999869013,1.6718778309369557e-06,0.1376068199849195,7.0,0.3888888888888889,0.8571428571428571,0.1359777153246051
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",122,late,0.95,2.0,0.9999999999953593,0.9999999999869013,1.6718778309369557e-06,0.1376068199849195,7.0,0.3888888888888889,0.8571428571428571,0.1359777153246051
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",122,late,0.99,2.0,0.9999999999953593,0.9999999999869013,1.6718778309369557e-06,0.1376068199849195,7.0,0.3888888888888889,0.8571428571428571,0.1359777153246051
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",123,late,0.8,2.0,0.9999999999953985,0.9999999999957458,8.868994506398368e-07,0.14496570852380755,7.0,0.3333333333333333,0.8571428571428571,0.13311990517616298
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",123,late,0.9,2.0,0.9999999999953985,0.9999999999957458,8.868994506398368e-07,0.14496570852380755,7.0,0.3333333333333333,0.8571428571428571,0.13311990517616298
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",123,late,0.95,2.0,0.9999999999953985,0.9999999999957458,8.868994506398368e-07,0.14496570852380755,7.0,0.3333333333333333,0.8571428571428571,0.13311990517616298
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",123,late,0.99,2.0,0.9999999999953985,0.9999999999957458,8.868994506398368e-07,0.14496570852380755,7.0,0.3333333333333333,0.8571428571428571,0.13311990517616298
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",124,late,0.8,2.0,0.9999999999958755,0.9999999999955591,9.569913300699895e-07,0.14571691166636133,7.0,0.3333333333333333,0.8571428571428571,0.13240658667854777
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",124,late,0.9,2.0,0.9999999999958755,0.9999999999955591,9.569913300699895e-07,0.14571691166636133,7.0,0.3333333333333333,0.8571428571428571,0.13240658667854777
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",124,late,0.95,2.0,0.9999999999958755,0.9999999999955591,9.569913300699895e-07,0.14571691166636133,7.0,0.3333333333333333,0.8571428571428571,0.13240658667854777
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",124,late,0.99,2.0,0.9999999999958755,0.9999999999955591,9.569913300699895e-07,0.14571691166636133,7.0,0.3333333333333333,0.8571428571428571,0.13240658667854777
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",125,late,0.8,2.0,0.9999999999966926,0.9999999999983848,7.165156022577909e-07,0.13760672965857726,7.0,0.2777777777777778,0.8571428571428571,0.13597770723984423
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",125,late,0.9,2.0,0.9999999999966926,0.9999999999983848,7.165156022577909e-07,0.13760672965857726,7.0,0.2777777777777778,0.8571428571428571,0.13597770723984423
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",125,late,0.95,2.0,0.9999999999966926,0.9999999999983848,7.165156022577909e-07,0.13760672965857726,7.0,0.2777777777777778,0.8571428571428571,0.13597770723984423
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",125,late,0.99,2.0,0.9999999999966926,0.9999999999983848,7.165156022577909e-07,0.13760672965857726,7.0,0.2777777777777778,0.8571428571428571,0.13597770723984423
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",126,late,0.8,2.0,0.9999999999972853,0.9999999999984902,6.358823923524604e-07,0.1449657535052778,7.0,0.3333333333333333,0.8571428571428571,0.13311990081028802
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",126,late,0.9,2.0,0.9999999999972853,0.9999999999984902,6.358823923524604e-07,0.1449657535052778,7.0,0.3333333333333333,0.8571428571428571,0.13311990081028802
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",126,late,0.95,2.0,0.9999999999972853,0.9999999999984902,6.358823923524604e-07,0.1449657535052778,7.0,0.3333333333333333,0.8571428571428571,0.13311990081028802
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",126,late,0.99,2.0,0.9999999999972853,0.9999999999984902,6.358823923524604e-07,0.1449657535052778,7.0,0.3333333333333333,0.8571428571428571,0.13311990081028802
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",127,late,0.8,2.0,0.9999999999979449,0.9999999999982441,6.991474402751052e-07,0.14571692513689347,7.0,0.3333333333333333,0.8571428571428571,0.1324065817297726
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",127,late,0.9,2.0,0.9999999999979449,0.9999999999982441,6.991474402751052e-07,0.14571692513689347,7.0,0.3333333333333333,0.8571428571428571,0.1324065817297726
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",127,late,0.95,2.0,0.9999999999979449,0.9999999999982441,6.991474402751052e-07,0.14571692513689347,7.0,0.3333333333333333,0.8571428571428571,0.1324065817297726
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",127,late,0.99,2.0,0.9999999999979449,0.9999999999982441,6.991474402751052e-07,0.14571692513689347,7.0,0.3333333333333333,0.8571428571428571,0.1324065817297726
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",128,late,0.8,2.0,0.9999999999987663,0.9999999999975311,8.977797414007801e-07,0.1376067367906023,7.0,0.2777777777777778,0.8571428571428571,0.13597769441758434
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",128,late,0.9,2.0,0.9999999999987663,0.9999999999975311,8.977797414007801e-07,0.1376067367906023,7.0,0.2777777777777778,0.8571428571428571,0.13597769441758434
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",128,late,0.95,2.0,0.9999999999987663,0.9999999999975311,8.977797414007801e-07,0.1376067367906023,7.0,0.2777777777777778,0.8571428571428571,0.13597769441758434
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",128,late,0.99,2.0,0.9999999999987663,0.9999999999975311,8.977797414007801e-07,0.1376067367906023,7.0,0.2777777777777778,0.8571428571428571,0.13597769441758434
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",129,late,0.8,2.0,0.9999999999991394,0.9999999999971257,9.648052766153548e-07,0.14496581378164702,7.0,0.3333333333333333,0.8571428571428571,0.13311988483383375
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",129,late,0.9,2.0,0.9999999999991394,0.9999999999971257,9.648052766153548e-07,0.14496581378164702,7.0,0.3333333333333333,0.8571428571428571,0.13311988483383375
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",129,late,0.95,2.0,0.9999999999991394,0.9999999999971257,9.648052766153548e-07,0.14496581378164702,7.0,0.3333333333333333,0.8571428571428571,0.13311988483383375
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",129,late,0.99,2.0,0.9999999999991394,0.9999999999971257,9.648052766153548e-07,0.14496581378164702,7.0,0.3333333333333333,0.8571428571428571,0.13311988483383375
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",130,late,0.8,2.0,0.9999999999993276,0.9999999999979429,7.707158515649996e-07,0.1457169200364558,7.0,0.3333333333333333,0.8571428571428571,0.13240656937673612
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",130,late,0.9,2.0,0.9999999999993276,0.9999999999979429,7.707158515649996e-07,0.1457169200364558,7.0,0.3333333333333333,0.8571428571428571,0.13240656937673612
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",130,late,0.95,2.0,0.9999999999993276,0.9999999999979429,7.707158515649996e-07,0.1457169200364558,7.0,0.3333333333333333,0.8571428571428571,0.13240656937673612
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",130,late,0.99,2.0,0.9999999999993276,0.9999999999979429,7.707158515649996e-07,0.1457169200364558,7.0,0.3333333333333333,0.8571428571428571,0.13240656937673612
