model,case,regime,start,stage,rho,retained_components,explained_variance_share,validation_r2,validation_mae,true_mass_share,support_90,pairwise_score,false_lag_rate,component_dominance
base,base_a_2_2,затухающие колебания,89,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,89,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,89,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,90,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,90,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,90,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,90,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,91,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,91,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,91,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,91,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,92,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,92,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,92,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,92,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,93,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,93,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,93,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,93,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,94,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,94,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,94,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,94,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,95,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,95,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,95,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,95,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,96,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,96,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,96,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,96,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,97,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,97,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,97,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,97,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,98,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,98,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,98,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,98,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,99,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,99,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,99,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,99,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,100,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,100,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,100,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,100,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,101,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,101,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,101,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,101,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,102,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,102,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,102,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,102,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,103,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,103,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,103,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,103,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,104,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,104,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,104,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,104,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,105,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,105,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,105,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,105,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,106,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,106,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,106,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,106,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,107,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,107,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,107,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,107,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,108,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,108,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,108,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,108,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,109,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,109,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,109,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,109,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,110,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,110,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,110,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,110,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,111,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,111,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,111,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,111,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,112,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,112,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,112,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,112,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,113,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,113,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,113,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,113,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,114,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,114,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,114,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,114,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,115,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,115,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,115,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,115,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,116,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,116,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,116,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,116,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,117,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,117,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,117,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,117,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,118,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,118,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,118,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,118,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,119,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,119,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,119,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,119,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,120,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,120,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,120,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,120,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,121,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,121,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,121,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,121,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,122,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,122,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,122,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,122,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,123,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,123,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,123,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,123,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,124,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,124,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,124,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,124,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,125,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,125,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,125,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,125,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,126,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,126,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,126,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,126,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,127,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,127,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,127,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,127,late,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,128,late,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,128,late,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,128,late,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,128,late,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,129,late,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,129,late,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,129,late,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
