model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_1,0.30362524767060683,0.30362524767060683,0.0915473298342058,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_2,-0.30037301985472326,0.30037301985472326,0.0905667368998538,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_3,0.3008214951736649,0.3008214951736649,0.09070195858599696,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_4,-0.30098512136748934,0.30098512136748934,0.09075129421025904,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_5,0.3036252476830529,0.3036252476830529,0.09154732983795846,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_6,-0.30037301987737913,0.30037301987737913,0.09056673690668487,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_7,0.30082149519382684,0.30082149519382684,0.09070195859207607,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_8,-0.30098512134642935,0.30098512134642935,0.09075129420390916,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_9,0.3036252476561073,0.3036252476561073,0.09154732982983399,0
base,base_a_2_52,предтурбулентный цикл,95,middle,1,Lag_10,-0.3003730198283295,0.3003730198283295,0.0905667368918957,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,X_n,-0.3858969643947807,0.3858969643947807,0.13463513240847252,1
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_1,0.09097442627821922,0.09097442627821922,0.03173995925819863,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_2,0.41160633718850265,0.41160633718850265,0.14360484486954403,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_3,-0.10040475435388019,0.10040475435388019,0.035030095191538255,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_4,-0.38589696417602914,0.38589696417602914,0.13463513233215255,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_5,0.09097442619718533,0.09097442619718533,0.03173995922992681,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_6,0.4116063367729153,0.4116063367729153,0.14360484472455023,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_7,-0.10040475425958172,0.10040475425958172,0.03503009515863857,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_8,-0.38589696464962264,0.38589696464962264,0.134635132497384,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_9,0.09097442637262246,0.09097442637262246,0.03173995929113486,0
base,base_a_2_52,предтурбулентный цикл,95,middle,2,Lag_10,0.4116063376726556,0.4116063376726556,0.14360484503845955,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,X_n,-0.3021340702451919,0.3021340702451919,0.0910980597599798,1
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_1,0.30268129755137585,0.30268129755137585,0.09126305719241296,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_2,-0.30186057897784946,0.30186057897784946,0.09101559794494525,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_3,0.2982764486960474,0.2982764486960474,0.0899349276506809,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_4,-0.3021340702366087,0.3021340702366087,0.09109805975739182,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_5,0.3026812975607527,0.3026812975607527,0.09126305719524022,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_6,-0.3018605789913427,0.3018605789913427,0.09101559794901366,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_7,0.29827644872037434,0.29827644872037434,0.08993492765801585,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_8,-0.3021340702551911,0.3021340702551911,0.09109805976299472,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_9,0.3026812975404517,0.3026812975404517,0.09126305718911916,0
base,base_a_2_52,предтурбулентный цикл,96,middle,1,Lag_10,-0.3018605789621301,0.3018605789621301,0.09101559794020561,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,X_n,0.35378295249440866,0.35378295249440866,0.10809779434106329,1
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_1,0.22600264001454543,0.22600264001454543,0.06905473180258961,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_2,-0.3181721622467772,0.3181721622467772,0.09721697644588206,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_3,-0.2894656398936693,0.2894656398936693,0.0884457461542743,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_4,0.35378295265013354,0.35378295265013354,0.10809779438864477,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_5,0.22600263977685495,0.22600263977685495,0.06905473172996368,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_6,-0.31817216199552695,0.31817216199552695,0.09721697636911297,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_7,-0.2894656395861873,0.2894656395861873,0.08844574606032368,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_8,0.35378295231298906,0.35378295231298906,0.10809779428563084,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_9,0.22600264029145134,0.22600264029145134,0.06905473188719775,0
base,base_a_2_52,предтурбулентный цикл,96,middle,2,Lag_10,-0.31817216253948005,0.31817216253948005,0.09721697653531694,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,X_n,-0.30066442258969994,0.30066442258969994,0.09065510156052306,1
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_1,0.3041817735913901,0.3041817735913901,0.09171563878516625,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_2,-0.3006712683694543,0.3006712683694543,0.09065716567191191,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_3,0.300011188068422,0.300011188068422,0.09045814097117488,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_4,-0.3006644225796153,0.3006644225796153,0.09065510155748237,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_5,0.3041817735837085,0.3041817735837085,0.09171563878285013,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_6,-0.3006712683805365,0.3006712683805365,0.09065716567525337,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_7,0.3000111880833928,0.3000111880833928,0.09045814097568883,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_8,-0.30066442260144866,0.30066442260144866,0.09065510156406548,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_9,0.30418177360033916,0.30418177360033916,0.09171563878786454,0
base,base_a_2_52,предтурбулентный цикл,97,middle,1,Lag_10,-0.30067126835654345,0.30067126835654345,0.0906571656680191,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,X_n,-0.3951628092416108,0.3951628092416108,0.13907951727445117,1
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_1,0.07785666444732497,0.07785666444732497,0.027402040512654248,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_2,0.40489502068179206,0.40489502068179206,0.14250481752401414,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_3,-0.10376451386352843,0.10376451386352843,0.03652043704733837,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_4,-0.3951628094344328,0.3951628094344328,0.13907951734231583,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_5,0.07785666448910601,0.07785666448910601,0.027402040527359294,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_6,0.40489502046475834,0.40489502046475834,0.14250481744762805,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_7,-0.1037645137867723,0.1037645137867723,0.036520437020323676,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_8,-0.39516280901697437,0.39516280901697437,0.13907951719538925,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_9,0.07785666439865051,0.07785666439865051,0.027402040495523028,0
base,base_a_2_52,предтурбулентный цикл,97,middle,2,Lag_10,0.4048950209346333,0.4048950209346333,0.1425048176130029,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,X_n,0.3015666156847559,0.3015666156847559,0.09092669028370662,1
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_1,-0.3023818954468518,0.3023818954468518,0.09117250890741051,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_2,0.30244085649994235,0.30244085649994235,0.09119028651651685,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_3,-0.2987113002388619,0.2987113002388619,0.09006577143623548,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_4,0.30156661567836873,0.30156661567836873,0.09092669028178078,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_5,-0.30238189543751565,0.30238189543751565,0.09117250890459552,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_6,0.30244085649148916,0.30244085649148916,0.09119028651396809,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_7,-0.29871130025021886,0.29871130025021886,0.09006577143965977,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_8,0.30156661569219717,0.30156661569219717,0.09092669028595027,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_9,-0.30238189545772876,0.30238189545772876,0.09117250891069006,0
base,base_a_2_52,предтурбулентный цикл,98,middle,1,Lag_10,0.3024408565097901,0.3024408565097901,0.09119028651948607,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,X_n,0.35972642688870765,0.35972642688870765,0.10950501474346716,1
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_1,0.2491743205081197,0.2491743205081197,0.07585163502423681,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_2,-0.29666573840188387,0.29666573840188387,0.09030858905351015,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_3,-0.284161473939055,0.284161473939055,0.08650214181469798,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_4,0.35972642700126484,0.35972642700126484,0.1095050147777309,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_5,0.24917432065544992,0.24917432065544992,0.07585163506908588,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_6,-0.2966657385553669,0.2966657385553669,0.0903085891002322,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_7,-0.284161473701627,0.284161473701627,0.08650214174242206,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_8,0.35972642675757893,0.35972642675757893,0.10950501470355001,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_9,0.2491743203364807,0.2491743203364807,0.07585163497198785,0
base,base_a_2_52,предтурбулентный цикл,98,middle,2,Lag_10,-0.29666573822307646,0.29666573822307646,0.09030858899907904,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,X_n,-0.30098512135823574,0.30098512135823574,0.09075129420746673,1
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_1,0.3036252476675847,0.3036252476675847,0.09154732983329233,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_2,-0.3003730198586554,0.3003730198586554,0.09056673690103718,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_3,0.3008214951809604,0.3008214951809604,0.09070195858819444,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_4,-0.30098512135374267,0.30098512135374267,0.09075129420611201,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_5,0.30362524766183596,0.30362524766183596,0.09154732983155901,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_6,-0.30037301984819076,0.30037301984819076,0.09056673689788194,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_7,0.30082149517164775,0.30082149517164775,0.09070195858538653,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_8,-0.3009851213634702,0.3009851213634702,0.090751294209045,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_9,0.303625247674282,0.303625247674282,0.09154732983531168,0
base,base_a_2_52,предтурбулентный цикл,99,middle,1,Lag_10,-0.30037301987084664,0.30037301987084664,0.09056673690471301,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,X_n,-0.38589696445499955,0.38589696445499955,0.13463513243058578,1
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_1,0.09097442624101548,0.09097442624101548,0.03173995924547883,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_2,0.41160633718400697,0.41160633718400697,0.14360484486915265,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_3,-0.10040475433169845,0.10040475433169845,0.03503009518408643,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_4,-0.38589696455603945,0.38589696455603945,0.13463513246583747,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_5,0.09097442627844501,0.09097442627844501,0.03173995925853758,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_6,0.4116063373759647,0.4116063373759647,0.14360484493612455,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_7,-0.10040475437525435,0.10040475437525435,0.0350300951992826,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_8,-0.385896964337288,0.385896964337288,0.13463513238951755,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_9,0.09097442619741106,0.09097442619741106,0.031739959230265735,0
base,base_a_2_52,предтурбулентный цикл,99,middle,2,Lag_10,0.4116063369603774,0.4116063369603774,0.1436048447911308,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,X_n,-0.30213407024497524,0.30213407024497524,0.0910980597599175,1
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_1,0.3026812975522304,0.3026812975522304,0.09126305719267366,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_2,-0.3018605789788292,0.3018605789788292,0.09101559794524368,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_3,0.29827644870962455,0.29827644870962455,0.08993492765477762,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_4,-0.30213407024893985,0.30213407024893985,0.09109805976111289,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_5,0.30268129754789924,0.30268129754789924,0.09126305719136775,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_6,-0.30186057897259666,0.30186057897259666,0.09101559794336447,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_7,0.29827644869838815,0.29827644869838815,0.08993492765138966,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_8,-0.30213407024035666,0.30213407024035666,0.09109805975852493,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_9,0.30268129755727613,0.30268129755727613,0.09126305719419503,0
base,base_a_2_52,предтурбулентный цикл,100,middle,1,Lag_10,-0.30186057898609,0.30186057898609,0.09101559794743293,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,X_n,0.3537829524499876,0.3537829524499876,0.10809779432497756,1
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_1,0.22600264009376103,0.22600264009376103,0.0690547318251885,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_2,-0.3181721622156025,0.3181721622156025,0.0972169764340967,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_3,-0.2894656397417115,0.2894656397417115,0.08844574610578775,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_4,0.3537829523780591,0.3537829523780591,0.10809779430299994,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_5,0.22600264020354882,0.22600264020354882,0.06905473185873398,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_6,-0.31817216233165385,0.31817216233165385,0.097216976469556,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_7,-0.2894656398837361,0.2894656398837361,0.08844574614918312,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_8,0.353782952533784,0.353782952533784,0.10809779435058142,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_9,0.22600263996585868,0.22600263996585868,0.06905473178610814,0
base,base_a_2_52,предтурбулентный цикл,100,middle,2,Lag_10,-0.3181721620804032,0.3181721620804032,0.09721697639278679,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,X_n,-0.300664422589587,0.300664422589587,0.09065510156048896,1
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_1,0.3041817735913769,0.3041817735913769,0.09171563878516223,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_2,-0.3006712683731843,0.3006712683731843,0.09065716567303654,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_3,0.30001118807476596,0.30001118807476596,0.09045814097308766,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_4,-0.30066442259424503,0.30066442259424503,0.09065510156189344,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_5,0.30418177359492504,0.30418177359492504,0.09171563878623205,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_6,-0.3006712683680654,0.3006712683680654,0.09065716567149311,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_7,0.30001118806785104,0.30001118806785104,0.09045814097100272,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_8,-0.3006644225841604,0.3006644225841604,0.09065510155885276,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_9,0.3041817735872434,0.3041817735872434,0.09171563878391592,0
base,base_a_2_52,предтурбулентный цикл,101,middle,1,Lag_10,-0.30067126837914776,0.30067126837914776,0.09065716567483462,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,X_n,-0.39516280927576286,0.39516280927576286,0.13907951728649992,1
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_1,0.07785666439770035,0.07785666439770035,0.02740204049519428,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_2,0.40489502064727756,0.40489502064727756,0.14250481751189606,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_3,-0.10376451387998958,0.10376451387998958,0.03652043705313951,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_4,-0.3951628091867004,0.3951628091867004,0.13907951725515394,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_5,0.07785666437840255,0.07785666437840255,0.027402040488402325,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_6,0.4048950207475243,0.4048950207475243,0.14250481754717842,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_7,-0.10376451391544284,0.10376451391544284,0.03652043706561746,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_8,-0.39516280937952236,0.39516280937952236,0.1390795173230186,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_9,0.0778566644201834,0.0778566644201834,0.0274020405031073,0
base,base_a_2_52,предтурбулентный цикл,101,middle,2,Lag_10,0.40489502053049015,0.40489502053049015,0.14250481747079216,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,X_n,0.30156661568553017,0.30156661568553017,0.09092669028393999,1
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_1,-0.30238189544760696,0.30238189544760696,0.09117250890763813,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_2,0.3024408565003865,0.3024408565003865,0.09119028651665069,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_3,-0.2987113002471197,0.2987113002471197,0.09006577143872527,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_4,0.3015666156884805,0.3015666156884805,0.09092669028482955,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_5,-0.30238189545191935,0.30238189545191935,0.09117250890893837,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_6,0.302440856504291,0.302440856504291,0.09119028651782794,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_7,-0.29871130024187403,0.29871130024187403,0.09006577143714362,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_8,0.30156661568209314,0.30156661568209314,0.09092669028290368,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_9,-0.3023818954425831,0.3023818954425831,0.09117250890612336,0
base,base_a_2_52,предтурбулентный цикл,102,middle,1,Lag_10,0.30244085649583796,0.30244085649583796,0.09119028651527925,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,X_n,0.35972642687466294,0.35972642687466294,0.10950501473905,1
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_1,0.2491743204970583,0.2491743204970583,0.07585163502077137,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_2,-0.29666573838969623,0.29666573838969623,0.09030858904968317,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_3,-0.2841614737737198,0.2841614737737198,0.08650214176425598,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_4,0.3597264268226739,0.3597264268226739,0.10950501472322392,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_5,0.24917432042900772,0.24917432042900772,0.07585163500005597,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_6,-0.29666573831880333,0.29666573831880333,0.09030858902810253,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_7,-0.28416147388338664,0.28416147388338664,0.08650214179763988,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_8,0.35972642693523105,0.35972642693523105,0.10950501475748765,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_9,0.24917432057633807,0.24917432057633807,0.07585163504490508,0
base,base_a_2_52,предтурбулентный цикл,102,middle,2,Lag_10,-0.2966657384722866,0.2966657384722866,0.09030858907482467,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,X_n,-0.30098512135801686,0.30098512135801686,0.09075129420740179,1
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_1,0.3036252476689806,0.3036252476689806,0.09154732983371427,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_2,-0.3003730198568392,0.3003730198568392,0.09056673690049061,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_3,0.3008214951775906,0.3008214951775906,0.09070195858717943,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_4,-0.3009851213600922,0.3009851213600922,0.09075129420802752,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_5,0.3036252476716359,0.3036252476716359,0.09154732983451488,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_6,-0.3003730198616727,0.3003730198616727,0.09056673690194798,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_7,0.3008214951818921,0.3008214951818921,0.09070195858847639,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_8,-0.3009851213555991,0.3009851213555991,0.09075129420667279,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_9,0.30362524766588717,0.30362524766588717,0.09154732983278156,0
base,base_a_2_52,предтурбулентный цикл,103,middle,1,Lag_10,-0.300373019851208,0.300373019851208,0.09056673689879273,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,X_n,-0.38589696442718385,0.38589696442718385,0.1346351324203714,1
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_1,0.09097442625819999,0.09097442625819999,0.03173995925135412,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_2,0.41160633718608264,0.41160633718608264,0.14360484486933306,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_3,-0.100404754341944,0.100404754341944,0.035030095187528344,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_4,-0.3858969643805144,0.3858969643805144,0.13463513240408895,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_5,0.09097442624091158,0.09097442624091158,0.03173995924532239,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_6,0.41160633709741906,0.41160633709741906,0.14360484483839933,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_7,-0.10040475432182598,0.10040475432182598,0.03503009518050939,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_8,-0.3858969644815548,0.3858969644815548,0.1346351324393408,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_9,0.09097442627834093,0.09097442627834093,0.03173995925838107,0
base,base_a_2_52,предтурбулентный цикл,103,middle,2,Lag_10,0.4116063372893768,0.4116063372893768,0.14360484490537123,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,X_n,-0.30213407024507527,0.30213407024507527,0.0910980597599463,1
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_1,0.3026812975518355,0.3026812975518355,0.09126305719255322,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_2,-0.3018605789783765,0.3018605789783765,0.09101559794510582,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_3,0.29827644870335324,0.29827644870335324,0.08993492765288537,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_4,-0.30213407024324396,0.30213407024324396,0.09109805975939413,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_5,0.30268129755383605,0.30268129755383605,0.09126305719315642,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_6,-0.3018605789812553,0.3018605789812553,0.09101559794597383,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_7,0.2982764487085433,0.2982764487085433,0.08993492765445026,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_8,-0.3021340702472085,0.3021340702472085,0.0910980597605895,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_9,0.30268129754950496,0.30268129754950496,0.09126305719185053,0
base,base_a_2_52,предтурбулентный цикл,104,middle,1,Lag_10,-0.30186057897502283,0.30186057897502283,0.09101559794409464,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,X_n,0.3537829524705059,0.3537829524705059,0.10809779433240767,1
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_1,0.2260026400571702,0.2260026400571702,0.06905473181474975,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_2,-0.3181721622300017,0.3181721622300017,0.09721697643954029,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_3,-0.28946563981189855,0.28946563981189855,0.08844574612818303,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_4,0.35378295250372954,0.35378295250372954,0.1080977943425591,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_5,0.22600264000645998,0.22600264000645998,0.06905473179925532,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_6,-0.31817216217639904,0.31817216217639904,0.09721697642316207,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_7,-0.28946563974629896,0.28946563974629896,0.08844574610813918,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_8,0.3537829524318009,0.3537829524318009,0.10809779432058142,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_9,0.226002640116248,0.226002640116248,0.06905473183280088,0
base,base_a_2_52,предтурбулентный цикл,104,middle,2,Lag_10,-0.3181721622924502,0.3181721622924502,0.09721697645862132,0
base,base_a_2_52,предтурбулентный цикл,105,middle,1,X_n,-0.30066442258963894,0.30066442258963894,0.09065510156050464,1
