model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",69,middle,2,Lag_8,0.4335353900949242,0.4335353900949242,0.14161248215883643,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",69,middle,2,Lag_9,-0.2980305731153991,0.2980305731153991,0.0973504128667589,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",69,middle,2,Lag_10,-0.1423100868562335,0.1423100868562335,0.046484981610240124,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,X_n,0.39164471163970316,0.39164471163970316,0.12778276111432207,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_1,-0.29795065153354217,0.29795065153354217,0.09721299891773535,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_2,-0.10215135322547297,0.10215135322547297,0.03332914138445901,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_3,0.3916410559415228,0.3916410559415228,0.12778156836182625,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_4,-0.297959243422971,0.297959243422971,0.09721580221195017,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_5,-0.10213658586701109,0.10213658586701109,0.033324323206701104,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_6,0.391675772907694,0.391675772907694,0.1277928955409328,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_7,-0.2979334655721177,0.2979334655721177,0.09720739161719495,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_8,-0.10222087083229248,0.10222087083229248,0.0333518230433234,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_9,0.3917352205028252,0.3917352205028252,0.1278122916354585,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,1,Lag_10,-0.29787710571657744,0.29787710571657744,0.0971890029660964,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,X_n,-0.14956790823257948,0.14956790823257948,0.048413007903471625,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_1,-0.305369780554149,0.305369780554149,0.09884386145496103,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_2,0.4233104403620765,0.4233104403620765,0.13701957817718038,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_3,-0.14957839293991007,0.14957839293991007,0.048416401654342786,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_4,-0.30536056699453107,0.30536056699453107,0.09884087915655308,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_5,0.42331438261057397,0.42331438261057397,0.13702085422703572,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_6,-0.1494787216436538,0.1494787216436538,0.04838413947116175,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_7,-0.3053882928192881,0.3053882928192881,0.09884985361229666,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_8,0.4232920194524968,0.4232920194524968,0.137013615590342,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_9,-0.14930719014702165,0.14930719014702165,0.04832861716159496,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",70,middle,2,Lag_10,-0.30544803587509733,0.30544803587509733,0.09886919159105995,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,X_n,0.3668073546354519,0.3668073546354519,0.12397455641226016,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_1,-0.3373453889747785,0.3373453889747785,0.11401692040072145,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_2,-0.047443167069450946,0.047443167069450946,0.016034971812583877,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_3,0.3667855739931788,0.3667855739931788,0.12396719493100833,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_4,-0.337350846557056,0.337350846557056,0.11401876496935778,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_5,-0.04743146354145962,0.04743146354145962,0.016031016222073365,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_6,0.36677978992849525,0.36677978992849525,0.12396524001695237,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_7,-0.33729881392776184,0.33729881392776184,0.11400117883850684,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_8,-0.047466611754338535,0.047466611754338535,0.016042895711525472,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_9,0.36681280121625054,0.36681280121625054,0.12397639726258647,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,1,Lag_10,-0.33720911876852994,0.33720911876852994,0.11397086342242377,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,X_n,-0.182232802338591,0.182232802338591,0.059108388242881504,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_1,-0.24625076729787643,0.24625076729787643,0.07987302928869008,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_2,0.4562192274058818,0.4562192274058818,0.14797765754197428,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_3,-0.1822907275621344,0.1822907275621344,0.05912717666383713,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_4,-0.24624088676460593,0.24624088676460593,0.07986982447380986,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_5,0.4562208370005031,0.4562208370005031,0.14797817962440166,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_6,-0.18230611097463564,0.18230611097463564,0.059132166373192165,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_7,-0.24633519793776554,0.24633519793776554,0.07990041491289229,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_8,0.45621598435279836,0.45621598435279836,0.14797660563672843,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_9,-0.18221806818510625,0.18221806818510625,0.059103609124888316,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",71,middle,2,Lag_10,-0.24649715926391735,0.24649715926391735,0.07995294811670445,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,X_n,-0.3042040307662262,0.3042040307662262,0.098471115826913,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_1,0.38504403559617806,0.38504403559617806,0.12463909742468407,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_2,-0.11078903961899345,0.11078903961899345,0.03586251084574902,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_3,-0.304185401364225,0.304185401364225,0.09846508547288504,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_4,0.38506159133972095,0.38506159133972095,0.12464478023451234,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_5,-0.1107989874962071,0.1107989874962071,0.03586573098246736,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_6,-0.3041774752607432,0.3041774752607432,0.09846251978612525,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_7,0.3850662568308812,0.3850662568308812,0.1246462904581582,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_8,-0.11070411563217418,0.11070411563217418,0.03583502087554218,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_9,-0.30420125328064085,0.30420125328064085,0.09847021675235407,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,1,Lag_10,0.3850395064641458,0.3850395064641458,0.12463763134060944,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,X_n,-0.2981571782849219,0.2981571782849219,0.09739763728087908,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_1,-0.14206835808704277,0.14206835808704277,0.04640881862931017,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_2,0.43345613901542784,0.43345613901542784,0.1415951279383634,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_3,-0.2981806103558254,0.2981806103558254,0.09740529172795873,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_4,-0.14200965505088325,0.14200965505088325,0.0463896423778577,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_5,0.4334530152996516,0.4334530152996516,0.14159410752846452,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_6,-0.29819055043253895,0.29819055043253895,0.09740853880720687,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_7,-0.14199405304833723,0.14199405304833723,0.04638454574327867,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_8,0.43348289988656974,0.43348289988656974,0.1416038697893421,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_9,-0.2981606055702307,0.2981606055702307,0.09739875685644418,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",72,middle,2,Lag_10,-0.14208318883255971,0.14208318883255971,0.04641366332089457,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,X_n,0.3917679630371287,0.3917679630371287,0.12780505823047403,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_1,-0.2977351446792498,0.2977351446792498,0.09712906897234948,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_2,-0.10248405414162329,0.10248405414162329,0.03343300561313099,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_3,0.39174712722966704,0.39174712722966704,0.1277982610396949,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_4,-0.2977553654669377,0.2977553654669377,0.09713566552743245,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_5,-0.10242857645470897,0.10242857645470897,0.03341490732619704,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_6,0.3917434894023988,0.3917434894023988,0.12779707428434553,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_7,-0.2977639450672876,0.2977639450672876,0.09713846441969973,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_8,-0.10241381616588358,0.10241381616588358,0.033410092130084,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_9,0.3917781056145759,0.3917781056145759,0.12780836700715703,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,1,Lag_10,-0.29773810727528693,0.29773810727528693,0.0971300354494348,0
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,2,X_n,-0.14922568662860508,0.14922568662860508,0.048308242117815835,1
mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",73,middle,2,Lag_1,-0.30560006371400805,0.30560006371400805,0.09893070156117698,1
