model,case,regime,start,end,stage,true_predictor_count,cond_original,cond_pcr,cond_reduction_ratio,enter_validation_r2,pcr_validation_r2,enter_validation_mae,pcr_validation_mae,enter_true_mass_share,pcr_true_mass_share,enter_support_90,pcr_support_90,enter_pairwise,pcr_pairwise,enter_topk,pcr_topk,enter_false_lag_rate,pcr_false_lag_rate,enter_hit_rate,pcr_hit_rate,retained_components,explained_variance_share,pc1_share,component_dominance,component_true_loading_share
delay,delay_g_1_25,усиленный цикл,44,69,early,1.0,2.4338213011218026e+17,3.1043660435522993,7.839994597856128e+16,-0.005073791660316962,-1.1024744956319452,0.10286487170527996,0.14252831446992942,0.615992030085215,0.21856066920257644,6.0,8.0,1.0,1.0,1.0,1.0,0.8,0.8888888888888888,1.0,1.0,4.0,0.9606165779123987,0.4638256119527206,0.1399408728536284,0.08387321531695459
delay,delay_g_1_25,усиленный цикл,45,70,early,1.0,2.0521721613975856e+17,2.9334450587540943,6.9957750027511784e+16,0.661594400083324,0.6632289885427156,0.13195598330088276,0.10746792292963914,0.4367360579765027,0.20374622297637535,8.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.9631684991279723,0.44906627722665193,0.16325170698624555,0.08490565056080424
delay,delay_g_1_25,усиленный цикл,46,71,early,1.0,5.3281354046557056e+17,2.957044949020358,1.801844576769409e+17,0.9941848918691408,0.5766418018754624,0.03090444264678253,0.24285197036098558,0.7209646457812757,0.20748658592331382,6.0,8.0,1.0,1.0,1.0,1.0,0.75,0.8888888888888888,1.0,1.0,4.0,0.9710071576155133,0.48463204630457757,0.1457613663589926,0.0858772686344786
delay,delay_g_1_25,усиленный цикл,47,72,early,1.0,4.287567671306424e+16,2.9332114969449017,1.4617315102481214e+16,0.8914354544189405,0.512646051876005,0.14203851316925678,0.3752959310365949,0.7975990956930031,0.18781713357288723,5.0,8.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,1.0,1.0,4.0,0.9781848460172136,0.502599601661617,0.1536546200870882,0.0806576513169656
delay,delay_g_1_25,усиленный цикл,48,73,middle,1.0,5.561009677726999e+16,2.789900631033479,1.993264425216106e+16,0.6266228825272276,-0.4340505267830228,0.14048002687190744,0.32099937903322756,0.7151087815761477,0.19478405726480263,7.0,8.0,1.0,1.0,1.0,1.0,0.75,0.8888888888888888,1.0,1.0,4.0,0.9726378215906384,0.4709562291594626,0.15802773193860645,0.07309597864430892
delay,delay_g_1_25,усиленный цикл,49,74,middle,1.0,4.256848802089126e+16,2.830577449324466,1.5038799956189322e+16,0.9167414918272645,0.7194471075779916,0.1866157059133109,0.3951509667988134,0.6218438809126173,0.1865808764837503,7.0,8.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.875,1.0,1.0,4.0,0.9668942155944394,0.4563832536336369,0.16020770277617552,0.08284693750478905
delay,delay_g_1_25,усиленный цикл,50,75,middle,1.0,1.7802176744986188e+16,2.8967321730548163,6145606732503850.0,0.8614621131254538,0.6446030811527728,0.24315701211383947,0.31125233939608093,0.6001303057968325,0.18565913209080911,7.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.9615737050622597,0.4830912450972727,0.16024829389737255,0.07676879261891903
delay,delay_g_1_25,усиленный цикл,51,76,middle,1.0,1.3379020389826056e+16,3.1212545095274042,4286424048083090.0,-42.296391224721106,-92.63177812870262,0.21142489795404132,0.2344894235628563,0.8925900924594283,0.17186603212217028,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,1.0,1.0,4.0,0.9577616236464216,0.475180241562664,0.16455507401591737,0.068710402216119
delay,delay_g_1_25,усиленный цикл,52,77,middle,1.0,1.8646952354030148e+16,2.9359858819999562,6351172350095935.0,0.7516693456364739,0.4271348191027935,0.06150353877505366,0.08892445729567795,0.6168580664134931,0.17503691460342163,7.0,9.0,1.0,0.9,1.0,0.0,0.8571428571428571,0.9,1.0,1.0,4.0,0.9521927230847915,0.4492426356226874,0.15342106950476259,0.06871848823496093
delay,delay_g_1_25,усиленный цикл,53,78,middle,1.0,4.345111479874404e+17,3.144633826616239,1.381754353431328e+17,0.900802489412601,0.8137281326362569,0.07696019644923206,0.11391375107629444,0.4078511389356398,0.20492291078021108,7.0,8.0,1.0,0.9,1.0,0.0,0.875,0.9,1.0,1.0,4.0,0.9584280487784257,0.44681086052152086,0.14736332041152025,0.07786571547586045
delay,delay_g_1_25,усиленный цикл,54,79,middle,1.0,5.823587511384675e+17,3.0493981368668703,1.909749809635605e+17,0.9800913920040606,0.8376671021842721,0.04508550412968473,0.14902159729964135,0.5902829874639208,0.20429893308216918,7.0,8.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8571428571428571,1.0,1.0,4.0,0.9670255063589568,0.4709604813639499,0.15159666827583004,0.06599812511729407
delay,delay_g_1_25,усиленный цикл,55,80,middle,1.0,3.858946367515576e+16,3.3235407146304987,1.1610949583160446e+16,0.9511480992085118,0.9025111198824298,0.1001742170881451,0.1277804273529182,0.6745683878838284,0.21621848006406974,7.0,7.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.875,1.0,1.0,4.0,0.9764202165998832,0.4824402267351111,0.14953184613440765,0.07412678800406337
delay,delay_g_1_25,усиленный цикл,56,81,middle,1.0,2.46993354699529e+16,3.182485823903345,7761019792904832.0,0.9023624333751292,0.459995847712514,0.0759849483313126,0.18798443683334676,0.5709827884700421,0.21673588419785497,7.0,8.0,1.0,1.0,1.0,1.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.9831355137444288,0.4692567274068872,0.14235437952531516,0.09051192468165732
delay,delay_g_1_25,усиленный цикл,57,82,middle,1.0,6.738491573037981e+16,3.1789868191708277,2.1196978648673904e+16,0.9836894243817996,0.9716616775477599,0.08673029879597155,0.09414828651103167,0.8958195295546154,0.21084405749590912,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,1.0,1.0,4.0,0.9821724354470424,0.4637898328746361,0.16099014504239767,0.07953491372429554
delay,delay_g_1_25,усиленный цикл,58,83,middle,1.0,2.4516795020206916e+16,3.1830155348512412,7702379944982805.0,0.9630995989149901,0.9435350581515786,0.12397170773576888,0.13330411963808275,0.7601663398987171,0.20364210346420766,6.0,8.0,1.0,1.0,1.0,1.0,0.5,0.8888888888888888,1.0,1.0,4.0,0.9811560290061297,0.4721897897374107,0.13864916472208752,0.08123390976381853
delay,delay_g_1_25,усиленный цикл,59,84,middle,1.0,1.7959979139348883e+17,3.168841347898636,5.667680128971664e+16,-15.32022756135057,-5.435902933439898,0.12446604486248125,0.08140569986023194,0.5868583050790089,0.2103203420017229,6.0,8.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8888888888888888,1.0,1.0,4.0,0.9808210783274254,0.4644430119071522,0.1640511539941306,0.08463173315636728
delay,delay_g_1_25,усиленный цикл,60,85,middle,1.0,2.6545429948447484e+16,2.977179577837089,8916301235591792.0,0.9449522400291642,0.23332998947528893,0.02512227111937378,0.09773703648544681,0.8168331073832018,0.21763693101430392,5.0,8.0,1.0,1.0,1.0,1.0,0.0,0.8888888888888888,1.0,1.0,4.0,0.9799636382496658,0.45055756364386834,0.14859981438187597,0.08747403724833058
delay,delay_g_1_25,усиленный цикл,61,86,middle,1.0,9.234893284017011e+16,3.0052970715190903,3.0728720203853396e+16,0.9895744770379065,0.8970050935187399,0.02298466331919426,0.0744060149899503,0.5017986005857541,0.22896094823230018,7.0,8.0,1.0,1.0,1.0,1.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.978639696367623,0.4524545674671008,0.16266664475372064,0.07928842187086241
delay,delay_g_1_25,усиленный цикл,62,87,middle,1.0,1.8492787238128616e+16,3.03219365346327,6098814703673947.0,0.9982474502978225,0.961825453086569,0.014045663412437284,0.07246948110534958,0.5109998277820457,0.2184118961473287,7.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0,1.0,4.0,0.9804088010603184,0.4761502280311291,0.14026163608934955,0.08228565570374058
delay,delay_g_1_25,усиленный цикл,63,88,middle,1.0,2.9140463777987556e+16,3.179573815832408,9164896135729004.0,0.9999454741812204,0.9774777213202732,0.0025533407248213755,0.07454359106195087,0.45810563900340245,0.19693458392498855,8.0,9.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.9,1.0,1.0,4.0,0.9818860281755064,0.4906417190816204,0.16532434211215868,0.07613688067751198
delay,delay_g_1_25,усиленный цикл,64,89,middle,1.0,5.213631567483087e+16,2.988218029016923,1.7447293058459628e+16,0.9927789881489254,0.8135124369203139,0.01638102884952546,0.11265503866920441,0.4630854717067896,0.20117860569468685,8.0,9.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,1.0,1.0,4.0,0.9820785977406525,0.47254416358492135,0.1451718827086309,0.08157610538289718
delay,delay_g_1_25,усиленный цикл,65,90,middle,1.0,9.990873749954862e+16,3.0762411269606638,3.2477537805451156e+16,0.9988681220866643,0.983217305645425,0.024854047404152996,0.09321508607491023,0.5216755224168632,0.20217864179428768,8.0,9.0,1.0,1.0,1.0,1.0,0.875,0.9,1.0,1.0,4.0,0.9822118668345571,0.4643711085564365,0.1750253859669475,0.08234042982368378
delay,delay_g_1_25,усиленный цикл,66,91,middle,1.0,2.3223648200996604e+16,3.0814613464538945,7536569695323966.0,0.9973065916189147,0.9561127224775896,0.032651320425709174,0.1539205751866621,0.7789867851657033,0.19046342479201883,5.0,9.0,1.0,1.0,1.0,1.0,0.5,0.9,1.0,1.0,4.0,0.9823918698211358,0.48412266548377497,0.14543315445939461,0.07771707519134605
delay,delay_g_1_25,усиленный цикл,67,92,middle,1.0,1.4788093282999614e+16,3.1389160140029637,4711210244883491.0,0.09938734655698855,-7.04399583745178,0.03362753721987451,0.1128439652908982,0.6451161692668785,0.19996857316532995,6.0,9.0,1.0,1.0,1.0,1.0,0.75,0.9,1.0,1.0,4.0,0.9824678276620242,0.4794343468352582,0.16809017697300954,0.07887852558707131
delay,delay_g_1_25,усиленный цикл,68,93,middle,1.0,7.016219825925999e+16,2.91688695199626,2.4053794135299748e+16,0.933663797730147,0.3439800335143899,0.030921389289448247,0.08626534135153692,0.5262778334001382,0.21132289329242676,7.0,9.0,1.0,1.0,1.0,1.0,0.875,0.9,1.0,1.0,4.0,0.9819969240535745,0.4593302514538356,0.1508854989499249,0.08285426563432412
delay,delay_g_1_25,усиленный цикл,69,94,middle,1.0,1.7587853066178214e+17,2.966352517607995,5.929117649294324e+16,0.9872679391763814,0.8130238190178423,0.026734909910808475,0.09493839297301045,0.37567738865472655,0.22299469278550715,8.0,9.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,4.0,0.9810028110592867,0.45426467215835176,0.16219650603859992,0.08270046701391773
delay,delay_g_1_25,усиленный цикл,70,95,middle,1.0,1.2868030059604555e+17,2.959621229128268,4.347863818842362e+16,0.9921074497461158,0.9363261609206371,0.032463649489167155,0.09944902131003903,0.5568777328887451,0.21366704813292828,7.0,9.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,1.0,1.0,4.0,0.9806342066552461,0.48272129680023823,0.14210361089998344,0.08334733866561525
delay,delay_g_1_25,усиленный цикл,71,96,middle,1.0,7.458386301880966e+16,3.1497717277988864,2.367913279573759e+16,0.9999902048174998,0.9507721251816439,0.001469553270173359,0.1101935846844702,0.3884141435982484,0.19523601555393544,7.0,9.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,1.0,1.0,4.0,0.9802243992556814,0.4947127003248386,0.16427709835348178,0.07552965266014694
delay,delay_g_1_25,усиленный цикл,72,97,middle,1.0,9.183419132457126e+16,2.9344650759813207,3.129503638541713e+16,0.9985848504415323,0.9469094812354615,0.009891077443101332,0.07612793946728573,0.5506726024554425,0.19735623867009958,4.0,9.0,1.0,0.9,1.0,0.0,0.75,0.9,1.0,1.0,4.0,0.9796896592912929,0.4702645782199353,0.1481023067759948,0.07810762968533698
delay,delay_g_1_25,усиленный цикл,73,98,middle,1.0,2.0594381262252984e+16,3.038389098637766,6778059226017592.0,0.9931342853236231,0.9777770714041973,0.06314940226150477,0.1141974917034686,0.586842222064406,0.19706325198027344,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9,1.0,1.0,4.0,0.9793472413624023,0.46286758506356435,0.17197426455492332,0.08086745486822483
delay,delay_g_1_25,усиленный цикл,74,99,middle,1.0,2.3035935830637974e+17,3.019039578066779,7.630219887805802e+16,0.9750206441105926,0.9500644402017042,0.07456312605903799,0.1305407893754365,0.6740390351896353,0.19015154318931574,6.0,9.0,1.0,0.9,1.0,0.0,0.75,0.9,1.0,1.0,4.0,0.978660207379502,0.47877102012294676,0.1497458337358607,0.07821261586942745
delay,delay_g_1_25,усиленный цикл,75,100,middle,1.0,7.058709107069952e+16,3.115484353997432,2.265685943186659e+16,-8.494766894376948,-15.268941852970883,0.07611765119838616,0.12626180195845924,0.6744781440253107,0.1980971117704404,6.0,9.0,1.0,0.9,1.0,0.0,0.75,0.9,1.0,1.0,4.0,0.978853244795014,0.4714915771901137,0.16945103313558707,0.07830858751586066
delay,delay_g_1_25,усиленный цикл,76,101,middle,1.0,1.6576590048062726e+17,2.92286105386266,5.671357530374631e+16,0.25366358552610957,-0.45875932987514756,0.07343836599833602,0.1194994546027079,0.4980516627561326,0.20106175094045986,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9,1.0,1.0,4.0,0.9786040731327461,0.4546692682724414,0.15893405724183698,0.08113980113299517
delay,delay_g_1_25,усиленный цикл,77,102,middle,1.0,3.7594747384252664e+16,2.9968195503837527,1.254488191637649e+16,0.8982754740334378,0.5798937163642544,0.05386451921167135,0.13352027091737798,0.37178862242078353,0.22142506744811175,8.0,8.0,1.0,0.9,1.0,0.0,0.9,0.8888888888888888,1.0,1.0,4.0,0.9799260980120673,0.4537167192688435,0.15886271031184304,0.07700720573987554
delay,delay_g_1_25,усиленный цикл,78,103,middle,1.0,3.761932437178138e+16,3.0012790410487016,1.2534430773433348e+16,0.9379160394522291,0.5057148573514246,0.0740892337245993,0.22005385723685156,0.6282438542591905,0.21163112563271883,7.0,8.0,1.0,0.9,1.0,0.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.9808480051944546,0.4797201225697442,0.1404677248883715,0.07790271193661036
delay,delay_g_1_25,усиленный цикл,79,104,middle,1.0,6.33620502788569e+17,3.250143157658849,1.9495156737802896e+17,0.9993993831274983,0.7358518419165796,0.011306869612631972,0.2548284929962472,0.3795822785493637,0.1983061035176961,8.0,8.0,1.0,1.0,1.0,1.0,0.9,0.8888888888888888,1.0,1.0,4.0,0.9813948349986846,0.4927191261799457,0.16437385108127361,0.07582954741547945
delay,delay_g_1_25,усиленный цикл,80,105,middle,1.0,3.388095895754593e+16,3.07680587010485,1.1011731122442036e+16,0.9030385627997639,0.04862277572135609,0.07789614071107821,0.33923837032744636,0.3831637959670011,0.2105158101807086,9.0,8.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9,1.0,1.0,4.0,0.9801925734519688,0.4732909477893055,0.14025665316558944,0.08659096974240327
delay,delay_g_1_25,усиленный цикл,81,106,middle,1.0,3.7055373642763176e+16,3.111001052219906,1.1911077180871316e+16,0.8818887354095098,0.867498174891962,0.20522357191952656,0.21233756296643355,0.5589313915459176,0.20891682395803207,6.0,9.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,1.0,4.0,0.9779304287848773,0.4617341454764824,0.17685704115969778,0.0823451083548008
delay,delay_g_1_25,усиленный цикл,82,107,middle,1.0,8.220247773911611e+16,3.185049152052039,2.580885688566386e+16,0.9336568723441423,0.8826980931728232,0.19229846544268922,0.2391874497575067,0.8581099891920273,0.18897196301165903,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.9,1.0,1.0,4.0,0.9752131740055456,0.4832064719628419,0.13942100450371162,0.0752660646277518
delay,delay_g_1_25,усиленный цикл,83,108,middle,1.0,3.363655232723245e+16,3.173290579960201,1.0599896693877406e+16,-1.2597189029703775,0.3369167815626155,0.2078027762004444,0.10103908013981477,0.5760874182173061,0.20180577270205857,7.0,8.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8888888888888888,1.0,1.0,4.0,0.9740360569815083,0.48480928211095603,0.16674175550237844,0.07816192276742369
delay,delay_g_1_25,усиленный цикл,84,109,middle,1.0,2.1559172312175464e+16,3.0180304694719875,7143457473425475.0,0.3505439965087649,-0.3084148225782113,0.09349660034776923,0.11521398452557996,0.6125171917965785,0.21979650797323314,6.0,8.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8888888888888888,1.0,1.0,4.0,0.9716415870113662,0.46482766904697925,0.14258858881367611,0.0827315288823341
delay,delay_g_1_25,усиленный цикл,85,110,middle,1.0,3.1306332714642296e+16,2.9346341892793215,1.0667882500997648e+16,0.74700412721767,0.6248294752418269,0.12448160488991056,0.1082946392658477,0.40796898960512445,0.21038802441985616,8.0,8.0,1.0,1.0,1.0,1.0,0.9,0.8888888888888888,1.0,1.0,4.0,0.9712970029482091,0.4513515468206423,0.1634695129596517,0.08471607710067336
delay,delay_g_1_25,усиленный цикл,86,111,middle,1.0,1.4002719827558232e+16,2.9460569662815135,4753037700161086.0,0.9788226503511982,0.5985573453536508,0.05551837481194133,0.24837868908941121,0.5885583642627461,0.21102193681312256,7.0,8.0,1.0,1.0,1.0,1.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.9749018806369251,0.48461612157556927,0.14505203253730925,0.0859951683335878
delay,delay_g_1_25,усиленный цикл,87,112,middle,1.0,3.404915843168704e+16,2.9877653523174175,1.139619562335352e+16,0.8627722487376459,0.5251273281447404,0.1549632920497876,0.3627425705472649,0.7929438410707799,0.1901847586187628,5.0,8.0,1.0,1.0,1.0,1.0,0.0,0.875,1.0,1.0,4.0,0.9770604253940697,0.5000974246709452,0.15666793521315095,0.08016430331309493
delay,delay_g_1_25,усиленный цикл,88,113,middle,1.0,5.365926397474097e+16,2.824323465251545,1.8998979626422452e+16,0.7064515987773502,-0.05703624833299714,0.14184708610176328,0.3357319832085708,0.6824910758449413,0.19586378219930833,7.0,8.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.875,1.0,1.0,4.0,0.9713275055165292,0.46913318709141616,0.15581818590880436,0.06547288548360888
delay,delay_g_1_25,усиленный цикл,89,114,middle,1.0,1.8052167075024396e+16,2.8818876861351965,6264007845230622.0,0.9211983162744694,0.7835137124739264,0.19395992455478014,0.3778446964942041,0.6659335228082535,0.1890142253350767,7.0,8.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8888888888888888,1.0,1.0,4.0,0.966559169655382,0.45558010486433936,0.16182410606375514,0.08119031412085997
delay,delay_g_1_25,усиленный цикл,90,115,middle,1.0,4.369317377482671e+16,2.930387249125912,1.4910375339593664e+16,0.834778644570026,0.6305831841419385,0.2379855856309496,0.30646650133001385,0.6256343772038258,0.18409009186156036,7.0,8.0,1.0,1.0,1.0,1.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.9606117102470183,0.47653285683448654,0.15789229803530014,0.07270521166378625
delay,delay_g_1_25,усиленный цикл,91,116,middle,1.0,1.141701850092412e+17,3.133162784608406,3.64392764940589e+16,-63.79579777094996,-86.57992413282597,0.21374216228899878,0.21816023393144343,0.8526624577647135,0.1730065261362389,3.0,9.0,1.0,0.9,1.0,0.0,0.0,0.9,1.0,1.0,4.0,0.9578204902967895,0.46816526015549104,0.1677430027991633,0.06874103257707434
delay,delay_g_1_25,усиленный цикл,92,117,middle,1.0,1.2393746234968254e+16,2.966668760768227,4177664321297150.5,-0.7994905742950038,-1.293612982440814,0.12103161949504422,0.13730565032399653,0.5893851378267764,0.17736292510497678,7.0,9.0,1.0,0.9,1.0,0.0,0.8571428571428571,0.9,1.0,1.0,4.0,0.9536556001413556,0.4472787244060434,0.1552205548597123,0.0711061109696011
delay,delay_g_1_25,усиленный цикл,93,118,middle,1.0,1.441793835984542e+16,3.1177738960535,4624433599272785.0,0.4050127197128873,-0.2964140997302205,0.14534148350577716,0.23156908158843126,0.363071652948478,0.20922145037366474,7.0,8.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8888888888888888,1.0,1.0,4.0,0.9606732428223552,0.44584084573257704,0.14756650130199306,0.07480109438602413
delay,delay_g_1_25,усиленный цикл,94,119,middle,1.0,1.226803190679935e+16,3.0586940744166577,4010872486206081.5,0.8292518972340904,-0.016910576339520533,0.1207412009369457,0.34824420149376295,0.5556792986683552,0.2061103819605988,7.0,8.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.9685032928360023,0.4691730719122811,0.16692326314521538,0.07850497656464404
delay,delay_g_1_25,усиленный цикл,95,120,middle,1.0,1.3636262831123514e+16,3.3316271798539563,4092973821795170.5,0.9461855237675678,0.5790481451319054,0.09791842564120067,0.31630035632211306,0.6029505792069929,0.2107619577140395,7.0,7.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.975261883132224,0.48168271890055453,0.1526755185013382,0.0792192935889106
delay,delay_g_1_25,усиленный цикл,96,121,middle,1.0,1.7637526005825452e+16,3.2130969944820476,5489260372816298.0,0.682306739582463,-0.5180721848615104,0.14765298838773014,0.39795458210884416,0.47789442663389387,0.21771518459308964,8.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0,1.0,4.0,0.9778410899056741,0.4682456861279254,0.1414215668212671,0.0937085995634306
delay,delay_g_1_25,усиленный цикл,97,122,middle,1.0,1.8415976472702704e+16,3.167787906944401,5813513092947712.0,0.9005615403182954,0.8048657710888998,0.2118333324957439,0.2484367656335272,0.5317460715277756,0.21228664353763593,7.0,9.0,1.0,1.0,1.0,1.0,0.875,0.9,1.0,1.0,4.0,0.9730614538913025,0.4582226275006409,0.16445075250261035,0.0867491930687794
delay,delay_g_1_25,усиленный цикл,98,123,middle,1.0,1.6340523335252654e+16,3.286984497342734,4971280925864624.0,0.862670346459325,0.8289214779660753,0.27836551128614473,0.2941249013523058,0.7719119041843133,0.196713183398751,6.0,8.0,1.0,1.0,1.0,1.0,0.5,0.8888888888888888,1.0,1.0,4.0,0.9670092004595943,0.47286794462615833,0.13714800607429656,0.07843373234129586
delay,delay_g_1_25,усиленный цикл,99,124,middle,1.0,3.2025003439816484e+16,3.2211519524605805,9942096465009406.0,-4.900525806288027,-0.1487979418788623,0.3115583808684242,0.12975595011191068,0.5465884000924389,0.20512198149693828,7.0,8.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8888888888888888,1.0,1.0,4.0,0.9645489384535105,0.4724843291115873,0.16976521835441344,0.08521334579330912
delay,delay_g_1_25,усиленный цикл,100,125,middle,1.0,2.071461765100322e+16,3.0857756444385838,6712937049826243.0,0.29155527522386704,-0.6062303571618362,0.10804385291751029,0.1322820120275413,0.6952934916769564,0.22715693136878712,6.0,8.0,1.0,1.0,1.0,1.0,0.8,0.8888888888888888,1.0,1.0,4.0,0.9611076388039898,0.456068608473544,0.13931189825396567,0.08762987581153561
delay,delay_g_1_25,усиленный цикл,101,126,middle,1.0,3.5408887018591984e+16,2.971206632106047,1.1917342481661566e+16,0.6693996636827604,0.6285232462318772,0.1485191599549861,0.1106484461344895,0.43597282623835065,0.2178174572266431,8.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,1.0,1.0,4.0,0.9614102872460203,0.4463923137269336,0.16441655989175993,0.08376239895452094
delay,delay_g_1_25,усиленный цикл,102,127,middle,1.0,8.969937253174688e+16,2.9731299566749247,3.017001403869491e+16,0.9743470772202338,0.6211744162531588,0.06359446759280789,0.2478983957359959,0.5434902769626987,0.21697761772080493,6.0,8.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8888888888888888,1.0,1.0,4.0,0.9692112450121805,0.47734241412196965,0.1455839892453093,0.08713508333218366
delay,delay_g_1_25,усиленный цикл,103,128,middle,1.0,1.4862196933140326e+17,2.9875599622620905,4.974694105181112e+16,0.8292045310677117,0.5227634467837583,0.17151632224644378,0.3574434780916624,0.7396795614079266,0.19324147738006803,6.0,8.0,1.0,1.0,1.0,1.0,0.5,0.875,1.0,1.0,4.0,0.9747641509386383,0.4953371909579425,0.1574395413461419,0.0805741627736332
delay,delay_g_1_25,усиленный цикл,104,129,middle,1.0,4.915671659771993e+16,2.8270983881338716,1.7387692202027534e+16,0.8899320939230825,0.07578573763437357,0.07313315219069882,0.3421257781009313,0.6815726045634878,0.1966917650854098,7.0,8.0,1.0,1.0,1.0,1.0,0.8,0.875,1.0,1.0,4.0,0.9709726075554276,0.4679007228110742,0.1559978349988363,0.06602891521078566
delay,delay_g_1_25,усиленный цикл,105,130,middle,1.0,4.184738511922654e+16,2.8950796428512655,1.4454657654257994e+16,0.9218604042840622,0.7994670989251151,0.19589608602416697,0.37098686951195586,0.6742946470130328,0.1884334179738797,7.0,8.0,1.0,0.9,1.0,0.0,0.75,0.8888888888888888,1.0,1.0,4.0,0.966429162917737,0.4556711033246616,0.16238511095925245,0.08074914420089241
delay,delay_g_1_25,усиленный цикл,106,131,middle,1.0,9.189023972653267e+16,2.934553754646737,3.131319015064165e+16,0.8197026602588882,0.6098649356217405,0.23426651620699643,0.304181315520353,0.625904494391521,0.18395602389309137,7.0,8.0,1.0,1.0,1.0,1.0,0.875,0.8888888888888888,1.0,1.0,4.0,0.9601221786714544,0.47450793903046345,0.15808585429981525,0.0733919100271928
delay,delay_g_1_25,усиленный цикл,107,132,middle,1.0,3.559622763982102e+16,3.1292127436621677,1.1375457840607598e+16,-65.66182258587823,-73.58054652384124,0.21047448691262124,0.20732512708480763,0.8162479331014408,0.1741202349172414,4.0,9.0,1.0,0.9,1.0,0.0,0.5,0.9,1.0,1.0,4.0,0.9576733343536042,0.4657225785427967,0.16821948295835243,0.07016141417769511
delay,delay_g_1_25,усиленный цикл,108,133,late,1.0,2.8566846039194556e+16,2.970684684337477,9616249812647330.0,-1.5971805898733153,-1.9616332685615006,0.1362248949282426,0.1466636783274282,0.5664062408495669,0.17773440625475995,7.0,9.0,1.0,0.9,1.0,0.0,0.8571428571428571,0.9,1.0,1.0,4.0,0.9537965793188319,0.44662658003233163,0.15611852842337415,0.07142612387515228
delay,delay_g_1_25,усиленный цикл,109,134,late,1.0,1.4241412888700666e+17,3.105909137658503,4.58526384948822e+16,0.2975508104058099,-0.8962395576255537,0.14790125237353077,0.2633637809755977,0.3568304326434845,0.20901694210176033,7.0,8.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8888888888888888,1.0,1.0,4.0,0.9611691088509763,0.44561848005954807,0.14799787535817288,0.07343557427713558
delay,delay_g_1_25,усиленный цикл,110,135,late,1.0,7812265981582627.0,3.060326530606175,2552755695659446.5,0.747929891953419,-0.4001523732174217,0.14307218803532318,0.39773744961353724,0.5549825085045348,0.20717416810626385,7.0,7.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.9687991913054466,0.46848254972421566,0.16124206288119047,0.07740559275389741
delay,delay_g_1_25,усиленный цикл,111,136,late,1.0,6.734637933703334e+17,3.3265983512268895,2.024481834790641e+17,0.9680592393487449,0.4639459230582418,0.06663979182012433,0.35614906172324057,0.4826081229259974,0.2085768871444746,8.0,8.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.875,1.0,1.0,4.0,0.9746375994250511,0.4810022884954537,0.15451393707686095,0.0809549170442897
