alpha,windows,false_lag_rate,miss_rate,no_model_share,exact_recovery,mean_selected_count
0.01,1395,0.2402916259367872,0.16451612903225807,0.13118279569892474,0.567741935483871,3.368458781362007
0.05,1395,0.2809236243644846,0.16164874551971326,0.13046594982078852,0.4867383512544803,3.481720430107527
0.1,1395,0.30656762194396603,0.15734767025089605,0.13046594982078852,0.43655913978494626,3.5584229390681004
